id,title,author,url,fulltext_url,archive_url,entry_type,date,publisher,series,ISSN,ISBN,DOI,QID,volume,issue,pages,edition,language,license,key_type,taxon,scope,region,complete,target_taxa,part_of,,,,,,,,,,,
B63,MOSCHweb - Interactive key to the genera of the Palaearctic Tachinidae (Insecta: Diptera),Pierfilippo Cerretti; Hans-Peter Tschorsnig; Massimo Lopresti,http://www.tachinidae.eu/homepage.htm,http://www.tachinidae.eu/free/default_moschweb.aspx,,online,2021-07-04,,ZooKeys,1313-2970,,10.3897/zookeys.205.3409,Q22678592,205,,,,en-EN,,matrix,Tachinidae,,Palaearctic,TRUE,genus,B66,,,,,,,,,,,
B64,Een veldtabel voor de inheemse zwarte vliegen (Bibionidae),Theo Zeegers,,,https://web.archive.org/web/20200205133728/http://www.nev.nl/diptera/vliegenmepper/Vliegenmepper1997-2.pdf,print,1997-12-01,,Vliegenmepper,,,,,6,2,4-9,,nl-NL,,key,Bibionidae,,"Europe, Netherlands",TRUE,species,,,,,,,,,,,,
B65,"ChiloKey, an interactive identification tool for the geophilomorph centipedes of Europe (Chilopoda, Geophilomorpha)",Lucio Bonato; Massimo Lopresti; Alessandro Minelli; Pierfilippo Cerretti,http://www.interactive-keys.eu/chilokey/default.aspx#,http://www.interactive-keys.eu/chilokey/default.aspx#,,online,2014-09-29,,ZooKeys,1313-2970,,10.3897/zookeys.443.7530,Q22680830,443,,1-9,,en,,matrix,Geophilomorpha,,Europe,TRUE,species,B66,,,,,,,,,,,
B66,Interactive Key,Pierfilippo Cerretti; Hans-Peter Tschorsnig; Massimo Lopresti,http://www.interactive-keys.eu/,http://www.interactive-keys.eu/,,online,,,,,,,,,,,,en,,collection,Arthropoda,,Europe,FALSE,genus; species,,,,,,,,,,,,
B67,"BumbleKey: an interactive key for the identification of bumblebees of Italy and Corsica (Hymenoptera, Apidae)",Andree Cappellari; Massimo Lopresti; Pierfilippo Cerretti,http://www.interactive-keys.eu/bumblekey/default.aspx#,http://www.interactive-keys.eu/bumblekey/default.aspx#,,online,2018-09-12,,ZooKeys,1313-2970,,10.3897/zookeys.784.25765,Q57112968,784,,,,en,,matrix,Bombus,,"Europe, Italy; Europe, France, Corsica",TRUE,species,B66,,,,,,,,,,,
B68,De prachtvlieg Melieria picta in grote aantallen op strandkweek Elytrigia atherica op Schiermonnikoog (Diptera: Ulidiidae),John T Smit,https://repository.naturalis.nl/pub/441396,https://repository.naturalis.nl/pub/441396/NFM33_p001-008.pdf,,print,2010,Naturalis,Nederlandse Faunistische Mededelingen,0169-2453,,,,33,,1-8,,nl-NL,CC-BY-4.0,key,Melieria,,"Europe, Netherlands",TRUE,species,,,,,,,,,,,,
B69,A. 4. Families of Sciaroidea,Geir E E Søli; J R Vockeroth; Loïc Matile,,http://www.online-keys.net/sciaroidea/1991_2000/Soli_et_al_2000_Family_Mycetophilidae.pdf,,print,2000,Science Herald,Contributions to a Manual of Palaearctic Diptera,,,,,,,,,en,,key,Sciaroidea,,Western Palearctic,TRUE,genus,,,,,,,,,,,,
B70,"The genus Sylvicola Harris, 1780 (Diptera, Anisopodidae) in Norway – with a key to the North European species",Geir E E Søli; Erik Rindal,http://www.entomologi.no/journals/nje/2014-2/Contents.htm,http://www.entomologi.no/journals/nje/2014-2/pdf/nje-vol61-no2-190-200-soli-rindal.pdf,,print,2014-12-08,,Norwegian Journal of Entomology,1501-8415,,,,61,2,,,en,,key; reference,Sylvicola,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B71,Tabel en verspreidingsatlas van de Nederlandse Steninae (Coleoptera: Staphylinidae),F van Stuivenberg,https://repository.naturalis.nl/pub/317376,https://repository.naturalis.nl/pub/317376/NF1997006.pdf,,print,1997-02-15,Naturalis,Nederlandse Faunistische Mededelingen,0169-2453,,,,6,,,,nl-NL,,key,Staphylinidae,,"Europe, Netherlands",TRUE,species; genus,,,,,,,,,,,,
B72,Cicindelidae en France,Gérard Collomb,,,https://web.archive.org/web/20210126212248/http://clubrosalia.free.fr/CicindelidaeenFrance.pdf,online,2008-09-01,,,,,,,,,78,,fr-FR,,reference,Cicindelidae,,"Europe, France",TRUE,,,,,,,,,,,,,
B73,The Palaearctic species of Sylvicola (Diptera: Anisopodidae),Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=1,,,online,2021-01-08,,,,,,,,,,,en,,key,Sylvicola,,Palaearctic,TRUE,species,,,,,,,,,,,,
B74,Key to near shore fish families of Hawaii,Keith Korsmeyer,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=25,,,online,2012-07-11,,,,,,,,,,,en,,key,Actinopterygii,near-shore,"America, USA, HI",TRUE,family,,,,,,,,,,,,
B75,The European species of Xylophagus (Diptera: Xylophagidae),Jere Kahanpää,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=3,,,online,2014-07-03,,,,,,,,,,,en,CC-BY-SA-3.0,key,Xylophagus,,Europe,TRUE,species,,,,,,,,,,,,
B76,"The European species of the genus Stilpon Loew, 1859 (Diptera: Hybotidae)",Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=4,,,online,2014-12-19,,,,,,,,,,,en,,key,Stilpon,,Europe,TRUE,species,,,,,,,,,,,,
B77,"Key to the West-Palaeractic species of Elaphropeza Macquart, 1827 (Diptera: Hybotidae)",Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=16,,,online,2017-07-13,,,,,,,,,,,en,,key,Elaphropeza,,Western Palearctic,TRUE,species,,,,,,,,,,,,
B78,Key to the Western Palaearctic Asteiidae (Diptera) with a few additions from other regions,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=6,,,online,2020-01-22,,,,,,,,,,,en,,key,Asteiidae,,Western Palearctic,TRUE,species,,,,,,,,,,,,
B79,Key to the Western European species of Camilla (Diptera: Camillidae),Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=7,,,online,2010-01-21,,,,,,,,,,,en,,key,Camilla,,"Europe, Western",TRUE,species,,,,,,,,,,,,
B80,European Ulidia Meigen 1826,Valery Korneyev,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=9,,,online,2010-01-21,,,,,,,,,,,en,,key,Ulidia,,Europe,TRUE,species,,,,,,,,,,,,
B81,Key to some European species of Xylomyidae,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=10,,,online,2008-01-03,,,,,,,,,,,en,,key,Xylomyidae,,Europe,FALSE,species,,,,,,,,,,,,
B82,Northwestern European Hippoboscidae,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=12,,,online,2010-01-21,,,,,,,,,,,en,,key,Hippoboscidae,,"Europe, Northwestern",TRUE,species,,,,,,,,,,,,
B83,Key to genera and species of Hybotidae,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=18,,,online,2013-05-17,,,,,,,,,,,en,,key,Hybotidae,,?,FALSE,genus; species,,,,,,,,,,,,
B84,The British species of the genus Suillia,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=19,,,online,2021-01-03,,,,,,,,,,,en,,key,Suillia,,"Europe, UK",TRUE,species,,,,,,,,,,,,
B85,Scatopsidae,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=23,,,online,2021-02-11,,,,,,,,,,,en,,key,Scatopsidae,,Europe,TRUE,species,,,,,,,,,,,,
B86,Lonchopteridae of Europe,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=27,,,online,2021-04-13,,,,,,,,,,,en,,key,Lonchopteridae,,Europe,TRUE,species,,,,,,,,,,,,
B87,Psilidae,Paul Beuk,http://www.online-keys.net/infusions/keys/keys_view.php?key_no=34,,,online,2020-11-27,,,,,,,,,,,en,,key,Psilidae,,Europe,TRUE,species,,,,,,,,,,,,
B88,Wapenvliegen Tabel,Ben Brugge,https://hdl.handle.net/11245/1.197324,,,print,2002,Jeugdbondsuitgeverij,,,,,,,,94,2,nl-NL,,key,Stratiomyidae,,"Europe, Netherlands",TRUE,species,,,,,,,,,,,,
B89,British Soldierflies and Their Allies,Alan E Stubbs; Martin Drake,,,,print,2001,British Entomological and Natural History Society,,,9781899935048,,,,,512,1,en-GB,,key,Acroceridae; Asilidae; Athericidae; Bombyllidae; Rhagionidae; Scenopinidae; Stratiomyidae; Tabanidae; Therevidae; Xylomyidae; Xylophagidae,,"Europe, UK",,,,,,,,,,,,,,
B90,British Soldierflies and Their Allies,Alan E Stubbs; Martin Drake,https://www.benhs.org.uk/publications/british-soldierflies-and-their-allies-second-edition/,,,print,2014,British Entomological and Natural History Society,,,,,,,,528,2,en-GB,,key,Acroceridae; Asilidae; Athericidae; Bombyllidae; Rhagionidae; Scenopinidae; Stratiomyidae; Tabanidae; Therevidae; Xylomyidae; Xylophagidae,,"Europe, UK",,,,,,,,,,,,,,
B91,"The European Pamphiliidae (Hymenoptera: Symphyta), with special reference to the Netherlands",C van Achterberg; B van Aartsen,https://repository.naturalis.nl/pub/317613,https://repository.naturalis.nl/pub/317613/ZV1986234001.pdf,,print,1986,Naturalis,Zoologische Verhandelingen,,,,,234,1,,,en,CC-BY-4.0,key,Pamphiliidae,,Europe,TRUE,species,,,,,,,,,,,,
B92,Overzicht van de families en genera van de Nederlandse bladwespen (Hymenoptera: Symphyta). I,Ad Mol,https://natuurtijdschriften.nl/pub/563631,https://natuurtijdschriften.nl/pub/563631/HYM2002015001007.pdf,,print,2002,Nederlandse Entomologische Vereniging,Bzzz/HymenoVaria,1387-1773,,,,15,1,,,nl-NL,CC-BY-3.0-NL,key,Symphyta,,"Europe, Northwestern",TRUE,genus,,,,,,,,,,,,
B93,Overzicht van de families en genera van de Nederlandse bladwespen (Hymenoptera: Symphyta). II,Ad Mol,https://natuurtijdschriften.nl/pub/563647,https://natuurtijdschriften.nl/pub/563647/HYM2002016001004.pdf,,print,2002,Nederlandse Entomologische Vereniging,Bzzz/HymenoVaria,1387-1773,,,,16,1,,,nl-NL,CC-BY-3.0-NL,key,Symphyta,,"Europe, Northwestern",TRUE,genus,,,,,,,,,,,,
B94,Overzicht van de families en genera van de Nederlandse bladwespen (Hymenoptera: Symphyta). III,Ad Mol,https://natuurtijdschriften.nl/pub/563675,https://natuurtijdschriften.nl/pub/563675/HYM2003018001003.pdf,,print,2003,Nederlandse Entomologische Vereniging,Bzzz/HymenoVaria,1387-1773,,,,18,1,,,nl-NL,CC-BY-3.0-NL,key,Symphyta,,"Europe, Northwestern",TRUE,genus,,,,,,,,,,,,
B95,Familietabel van de Hymenoptera in Noordwest-Europa,C van Achterberg,,,,print,1982,KNNV,Wetenschappelijke Mededelingen Koninklijke Nederlandse Natuurhistorische Vereniging,0167-5524,,,,152,,50,,nl-NL,,key,Hymenoptera,,"Europe, Northwestern",TRUE,family,,,,,,,,,,,,
B96,A key to the freshwater fishes of the British Isles: with notes on their distribution and ecology,Peter S Maitland,,,,print,1972,Freshwater Biological Association,Freshwater Biological Association Scientific Publication,0367-1887,,,,27,,139,1,en-GB,,key; reference,Agnatha; Chondrichthyes; Osteichthyes,freshwater species,"Europe, UK",FALSE,species,,,,,,,,,,,,
B97,"Käfer Mitteleuropas, Bd. 2: Adephaga I: Carabidae",Gerd Müller-Motzfeld,https://www.springer.com/gp/book/9783827415516,"http://entoliteratura.entoforum.cz/carabidae/FREUDE,%20HARDE,%20LOHSE%20&%20KLAUSNITZER%202004.pdf",,print,2004,Spektrum,Käfer Mitteleuropas,,9783827415516,,,,,521,2,de,,key,Carabidae,,"Europe, Central",TRUE,species,,,,,,,,,,,,
B98,Mike's Insect Keys,Mike Hackston,https://sites.google.com/view/mikes-insect-keys/mikes-insect-keys,,,online,,,,,,,,,,,,en-UK,,collection,Insecta; Isopoda,,"Europe, UK",FALSE,,,,,,,,,,,,,
B99,Soortzoekers Nederlandse biodiversiteit,,https://determineren.nederlandsesoorten.nl/linnaeus_ng/,,,online,,,,,,,,,,,,nl-NL,,collection,Animalia,,"Europe, Netherlands",FALSE,,,,,,,,,,,,,
B100,Gaasvliegentabel voor de Benelux,Gilles San Martin,,,,print,2006,JNM,,,,,,,,48,,nl-BE,,key,Chrysopidae,,"Europe, Benelux",TRUE,species,,,,,,,,,,,,
B101,Clé de détermination des Chrysopidae de Belgique,Gilles San Martin,,https://quelestcetanimal-lagalerie.com/wp-content/uploads/2012/11/SanMartin2004_Cle%CC%81_des_Chrysopidae_ad.pdf,,print,2004,Jeunes et Nature; JNM,,,,,,,,44,1,fr,,key,Chrysopidae,,"Europe, Belgium",TRUE,species,,,,,,,,,,,,
B102,De plooivleugelwespen,Raimond Hensen,,,,print,1985,Jeugdbondsuitgeverij,,,,,,,,59,,nl-NL,,key,Vespidae,,"Europe, Netherlands",TRUE,species,B376,,,,,,,,,,,
B103,"Odon-tabel, voor het op naam brengen van libellen zonder te vangen",Weia Reinboud; Tieneke de Groot; Marcel Wasscher,,,,print,2002,Jeugdbondsuitgeverij,,,,,,,,80,4,nl-NL,,key,Odonata,,"Europe, Netherlands; Europe, Belgium",FALSE,species,,,,,,,,,,,,
B104,"Odon-tabel, voor het op naam brengen van libellen zonder te vangen",Marcel Wasscher; Tieneke de Groot; Weia Reinboud,,,,print,1999,Jeugdbondsuitgeverij,,,9051070330,,,,,80,3,nl-NL,,key,Odonata,,"Europe, Netherlands; Europe, Belgium",FALSE,species,,,,,,,,,,,,
B105,"Odon-tabel, voor het op naam brengen van libellen zonder te vangen",Tieneke de Groot; Weia Reinboud; Marcel Wasscher,,,,print,1993,Jeugdbondsuitgeverij,,,,,,,,71,2,nl-NL,,key,Odonata,,"Europe, Netherlands; Europe, Belgium",TRUE,species,,,,,,,,,,,,
B106,"Velddeterminatietabel voor de lieveheersbeestjes van West-Europa (Chilocorinae, Coccinellinae, Epilachinae & Coccidulinae) met larventabel",Stijn Segers,,,,print,2015-05,JNM,,,9789078089032,,,,,96,3,nl-NL,,key; reference,Chilocorinae; Coccinellinae; Epilachinae; Coccidulinae,imagines; larvae,"Europe, Western",TRUE,species,,,,,,,,,,,,
B107,"Velddeterminatietabel voor de lieveheersbeestjes van België en Nederland (Chilocorinae, Coccinellinae, Epilachinae & Coccidulinae)",Jean-Yves Baugnée; Etienne Branquart; Dirk Maes; Stijn Segers,,,,print,2011-03,JNM,,,,,,,,79,2,nl,,key; reference,Chilocorinae; Coccinellinae; Epilachinae; Coccidulinae,imagines; larvae,"Europe, Netherlands; Europe, Belgium",TRUE,species,,,,,,,,,,,,
B108,"Velddeterminatietabel voor de lieveheersbeestjes van België (Chilocorinae, Coccinellinae & Epilachinae)",Jean-Yves Baugnée; Etienne Branquart; Dirk Maes,,,,print,2001,JNM; Jeunes et Nature,,,,,,,,44,1,nl-BE,,key; reference,Chilocorinae; Coccinellinae; Epilachinae,imagines,"Europe, Belgium",TRUE,species,,,,,,,,,,,,
B109,Zweefvliegentabel,Volkert S van der Goot,,,,print,1954,Jeugdbondsuitgeverij,,,,,,,,,1,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B110,Zweefvliegentabel,Volkert S van der Goot,,,,print,1958,Jeugdbondsuitgeverij,,,,,,,,,2,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B111,Zweefvliegentabel,Volkert S van der Goot,,,,print,1967,Jeugdbondsuitgeverij,,,,,,,,,3,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B112,Zweefvliegentabel,Volkert S van der Goot,,,,print,1970,Jeugdbondsuitgeverij,,,,,,,,,4,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B113,Zweefvliegentabel,Volkert S van der Goot,,,,print,1975,Jeugdbondsuitgeverij,,,,,,,,,5,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B114,Zweefvliegentabel,Aat Barendregt,,,,print,1978,Jeugdbondsuitgeverij,,,,,,,,,6,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B115,Zweefvliegentabel,Aat Barendregt,,,,print,1982,Jeugdbondsuitgeverij,,,,,,,,82,7,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B116,Zweefvliegentabel,Aat Barendregt,,,,print,1991,Jeugdbondsuitgeverij,,,,,,,,92,8,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B117,Zweefvliegentabel,Aat Barendregt,,,,print,2001,Jeugdbondsuitgeverij,,,,,,,,96,9,nl-NL,,key,Syrphidae,,"Europe, Netherlands",FALSE,species,,,,,,,,,,,,
B118,"Libellen van Noordwest-Europa: determinatie, verspreiding, biotoopsvoorkeur en bedreiging van de libellensoorten van Noordwest-Europa",Arne Wendler; Johann-Hendrik Nüß,,,,print,2006,Jeugdbondsuitgeverij,,,,,,,,136,2,nl-NL,,key; reference,Odonata,,"Europe, Northwestern",TRUE,species,,,,,,,,,,,,
B119,"Libellen van Noordwest-Europa: determinatie, verspreiding, biotoopsvoorkeur en bedreiging van de libellensoorten van Noordwest-Europa",Arne Wendler; Johann-Hendrik Nüß,,,,print,2002,Jeugdbondsuitgeverij,,,,,,,,136,1,nl-NL,,key; reference,Odonata,,"Europe, Northwestern",TRUE,species,,,,,,,,,,,,
B120,"Libellules: Guide d'identification des libellules de France, d'Europe septentrionale et centrale",Arne Wendler; Johann-Hendrik Nüß,,,,print,1994,Société Française d'Odonatologie,,,,,,,,129,,fr,,key; reference,Odonata,,"Europe, Northwestern",TRUE,species,,,,,,,,,,,,
B121,"Libellen. Bestimmung, Verbreitung, Lebensräume und Gefährdung aller Arten Nord- und Mitteleuropas sowie Frankreichs unter besonderer Berücksichtigung Deutschlands und der Schweiz",Arne Wendler; Johann-Hendrik Nüß,,,,print,1991,Deutscher Jugendbund für Naturbeobachtung,,,,,,,,129,1,de-DE,,key; reference,Odonata,,"Europe, Northwestern",TRUE,species,,,,,,,,,,,,
B122,Determinatietabel voor Nederlandse Weekschildkevers (Cantharidae),Koen Verhoogt,,,,print,2020,Jeugdbondsuitgeverij,,,,,,,,44,1,nl-NL,,key,Cantharidae,,"Europe, Netherlands",TRUE,species,,,,,,,,,,,,
B123,Determinatietabel voor Nederlandse Kniptorren,Anne Krediet; Koen Verhoogt,,,,print,2017,Jeugdbondsuitgeverij,,,9789051070507,,,,,24,1,nl-NL,,key,Elateridae,,"Europe, Netherlands",TRUE,species,,,,,,,,,,,,
B124,Bestemrnelsesnøkkel for de vanligste Norske trips (Thysanoptera),Sverre Kobro,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_19.pdf,,print,2013,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,19,,49,,nb,,key,Thysanoptera,,"Europe, Norway",FALSE,species,,,,,,,,,,,,
B125,Bestemmelsetabell over de Norske og Nordiske Mosskorpioner (Pseudoscorpiones),Ingvar Stol,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_18.pdf,,print,2005,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,18,,36,,nb,,key,Pseudoscorpiones,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B126,Nordiske hårmygg (Bibionidae). Larver og imagines,John Skartveit,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_17.pdf,,print,2004,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,17,,27,,nb,,key,Bibionidae,imagines; larvae,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B127,Bestemmelsetabell over norske og nordiske Langbeinarter (Opiliones),Ingvar Stol,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_16.pdf,,print,1999,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,16,,17,,nb,,key,Opiliones,,"Europe, Northern",TRUE,species,,,,,,,,,,,,
B128,Latridiidae (Muggbiller),Anders Vik,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_15.pdf,,print,1995,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,15,,15,,nb,,key,Latridiidae,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B129,Bestemrnelsesnøkkel til Norske Døgnfluelarver (Ephemeroptera larvae),Jo Vegar Arnekleiv,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_14.pdf,,print,1995,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,14,,47,,nb,,key,Ephemeroptera,nypmhs,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B130,Norges gresshopper,Preben Ottesen,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_13.pdf,,print,1992,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,13,,30,,nb,,key,Orthoptera,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B131,"Bestemmelsetabell for Norske Nettvinger (Planipennia), Kamelhalsfluer (Raphidioptera) og mudderfluer (Megaloptera)",Lita Greve,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_12.pdf,,print,1987-11,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,12,,46,,nb,,key,Neuroptera/Planipennia; Raphidioptera; Megaloptera,,"Europe, Norway",FALSE,species,,,,,,,,,,,,
B132,Stikkeveps,Astrid Løken,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_11.pdf,,print,1987,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,11,,23,,nb,,key,Vespidae,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B133,Bestemmelsetabell for Norske Arter av Tipulidae (Diptera),Trond Hofsvang,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_10.pdf,,print,1986,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,10,,84,,nb,,key,Tipulidae,males,"Europe, Norway",FALSE,species,,,,,,,,,,,,
B134,Humler,Astrid Løken,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_09.pdf,,print,1985,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,9,,40,,nb,,key,Bambus Latreille;  Psithyrus Lepeletier,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B135,Vannteger unntatt buksvømmere (Corixidae),Harald Gjerde; Sigmund Hågvar,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_08.pdf,,print,1985,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,8,,8,,nb,,key,Nepomorpha,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B136,"Bestemmelsestabeller til norske biller som ikke er nevnt i ""Danmarks Fauna"". Familiene: Elateridae, Eucnemidae, Cryptophagidae, Latridiidae, Cisidae, Chrysomelidae",Arne Fjellberg,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_07.pdf,,print,1985,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,7,,35,,nb,,key,Elateridae; Eucnemidae; Cryptophagidae; Latridiidae; Cisidae; Chrysomelidae,,"Europe, Norway",FALSE,species,,,,,,,,,,,,
B137,"Biller (Coleoptera). Norske biller som ikke er omtalt i ""Danmarks Fauna"". En oversikt med henvisninger til bestemmelseslitteratur",Preben Ottesen,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_06.pdf,,print,1985,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,6,,20,,nb,,collection,Coleoptera,,"Europe, Norway",FALSE,,,,,,,,,,,,,
B138,Norske breiteger. Overfam. Pentatomoidea,Sigmund Hågvar,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_05.pdf,,print,1984,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,5,,16,,nb,,key,Pentatomoidea,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B139,"Bestemmelsesnøkkel til norske buksvømmere (Corixidae, Hemipetera, Heteroptera)",John O Solem,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_04.pdf,,print,1983,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,4,,24,,nb,,key,Corixidae,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B140,Norske skorpionfluer - Ordenen Mecoptera. Tabellen tar med de arter som hittil er funnet i Norge,Lita Greve,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_03.pdf,,print,1983,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,3,,10,,nb,,key,Mecoptera,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B141,Edderkopper. Tabell til alle norske familier,Erling Hauge,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_02.pdf,,print,1982,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,2,,12,,nb,,key,Araneae,,"Europe, Norway",TRUE,family,,,,,,,,,,,,
B142,Fluer (Diptera). Ibisfluer (Anthericidae) Snappefluer (Rhagionidae) Vindusfluer (Scenopinidae) Kulefluer (Acroceridae),Lita Greve,,http://www.entomologi.no/journals/tabell/pdf/Norske_Insekttabeller_01.pdf,,print,1993,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,1,,20,2,nb,,key,Athericidae; Rhagionidae; Scenopinidae; Acroceridae,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B143,Fluer (Diptera). Ibisfluer (Anthericidae) Snappefluer (Rhagionidae) Vindusfluer (Scenopinidae) Kulefluer (Acroceridae),Lita Greve,,,,print,1982,Norsk Entomologisk Forening,Norske Insekttabeller,1503-2108,,,,1,,,1,nb,,key,Athericidae; Rhagionidae; Scenopinidae; Acroceridae,,"Europe, Norway",TRUE,species,,,,,,,,,,,,
B144,Thysanura and Diplura,M J Delany,,https://www.royensoc.co.uk/sites/default/files/Vol01_Part02.pdf,,print,1954-05-24,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457008,1,2,8,,en-UK,CC-BY-NC-SA-2.0-UK,key,Thysanura; Diplura,,"Europe, UK",TRUE,species,,,,,,,,,,,,
B145,Dermaptera and Orthoptera,Walter Douglas Hincks,,https://www.royensoc.co.uk/sites/default/files/Vol01_Part05.pdf,,print,1949-06-29,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457009,1,5,20,1,en-UK,CC-BY-NC-SA-2.0-UK,key,Dermaptera; Orthoptera,,"Europe, UK",TRUE,species,,,,,,,,,,,,
B146,Dermaptera and Orthoptera,Walter Douglas Hincks,,,,print,1956,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457012,1,5,24,2,en-UK,CC-BY-NC-SA-2.0-UK,key,Dermaptera; Orthoptera,,"Europe, UK",TRUE,species,,,,,,,,,,,,
B147,Plecoptera,Douglas Eric Kimmins,,https://www.royensoc.co.uk/sites/default/files/Vol01_Part06.pdf,,print,1950-5-31,Royal Entomological Society,Handbooks for the Identification of British Insects,0962-5852,,,Q107457013,1,6,18,,en-UK,CC-BY-NC-SA-2.0-UK,key,Plecoptera,,"Europe, UK",TRUE,species,,,,,,,,,,,,
