name,id,qid,display_name,full_names,duplicate_of
Михайло Петрович Ісков,A1342,Q24846451,Mykhailo Petrovych Iskov,Михайло Петрович Ісков,
Надія Іванівна Іскова,A1343,Q30961996,Nadiya Ivanivna Iskova,Надія Іванівна Іскова,
Василь Ісакович Абелєнцев,A1344,Q61116958,Vasyl Isakovych Abelientsev,Василь Ісакович Абелєнцев,
Віталій В'ячеславович Аністратенко,A1345,Q62923890,Vitaly Vyacheslavovych Anistratenko,Віталій В'ячеславович Аністратенко,
Ольга Юріївна Аністратенко,A1346,Q61128119,Olga Yuriivna Anistratenko,Ольга Юріївна Аністратенко,
Ігор Олександрович Балашов,A1347,Q22104996,Igor Oleksandrovych Balashov,Ігор Олександрович Балашов,
Е Н Белоусовa,A1348,,Е Н Белоусовa,,
Георгій Володимирович Бошко,A1349,,Georgiy Volodimirovych Boshko,Георгій Володимирович Бошко,
Валентина Дмитрівна Брайко,A1350,,Valentina Dmitrivna Braiko,Валентина Дмитрівна Брайко,
Василь Михайлович Бровдій,A1351,Q12084943,Vasyl Mykhailovych Brovdiy,Василь Михайлович Бровдій,
Семен Якович Бродський,A1352,,Semen Yakovych Brodskyi,Семен Якович Бродський,
Злата Сергіївна Гершензон,A1353,Q23659025,Zlata Serhiyivna Gershenzon,Злата Сергіївна Гершензон,
Оксана Борисівна Гребень,A1354,,Oksana Borysivna Greben,Оксана Борисівна Гребень,
Іраїда Іванівна Грезе,A1355,Q30610238,Iraida Ivanivna Greze,Іраїда Іванівна Грезе,
Ігор Васильович Довгаль,A1356,Q25441014,Igor Vasyliovych Dovgal,Ігор Васильович Довгаль,
Володимир Гдаліч Долін,A1357,Q4164896,Volodimir Gdalich Dolin,Володимир Гдаліч Долін,
Л А Жильцова,A1358,Q97660567,Lydia Andreevna Zhiltzova,Лидия Андреевна Жильцова,
Марина Дмитрівна Зерова,A1359,Q21706619,Marina Dmitrivna Zerova,Марина Дмитрівна Зерова,
Віталій Михайлович Зубаровський,A1360,Q12107155,Vitaly Mikhailovych Zubarovskyi,Віталій Михайлович Зубаровський,
Зоя Федорівна Ключко,A1361,Q17619552,Zoya Fedorivna Klyuchko,Зоя Федорівна Ключко,
Валентина Анатоліївна Кожевнікова,A1362,,Valentina Anatoliyivna Kozhevnikova,Валентина Анатоліївна Кожевнікова,
Тетяна Іванівна Комарова,A1363,,Tatyana Ivanivna Komarova,Тетяна Іванівна Комарова,
Світлана Василівна Кононова,A1364,Q23796615,Svitlana Vasylivna Kononova,Світлана Василівна Кононова,
Вадим Васильович Корнюшин,A1365,Q21654161,Vadim Vasylovych Kornyushin,Вадим Васильович Корнюшин,
Світлана Михайлівна Костенко,A1366,,Svitlana Mikhailivna Kostenko,Світлана Михайлівна Костенко,
Юрій Олексійович Костюк,A1367,Q30610834,Yuriy Oleksiyovych Kostuk,Юрій Олексійович Костюк,
Олександр Богданович Кістяківський,A1368,Q12116677,Oleksandr Bogdanovych Kistyakivskyi,Олександр Богданович Кістяківський,
Валерій Іванович Лисенко,A1369,Q30958389,Valery Ivanovych Lysenko,Валерій Іванович Лисенко,
Валентина Миколаївна Логвиненко,A1370,Q4265045,Valentina Mikolaivna Logvynenko,Валентина Миколаївна Логвиненко,
Єфим Іудович Лукін,A1371,Q30610192,Yefim Iudovych Lukin,Єфим Іудович Лукін,
Ольга Іванівна Лісіцина,A1372,Q85995071,Olga Ivaniva Lisitsyna,Ольга Іванівна Лісіцина,
Юрій Миколайович Макаров,A1373,,Yuriy Mikolaiovych Makarov,Юрій Миколайович Макаров,
Віра Олексіївна Мамонтова,A1374,Q23641220,Vira Oleksiivna Mamontova,Віра Олексіївна Мамонтова,
Юрій Васильович Мовчан,A1375,Q12123958,Yuriy Vasylovych Movchan,Юрій Васильович Мовчан,
Владислав Іванович Монченко,A1376,Q12124457,Vladislav Ivanovych Monchenko,Владислав Іванович Монченко,
Володимир Костянтинович Односум,A1377,,Volodimir Kostiantynovych Odnosum,Володимир Костянтинович Односум,
Петро Йосипович Павлов,A1378,,Petro Yosypovych Pavlov,Петро Йосипович Павлов,
Борис Михайлович Попов,A1379,Q12142384,Boris Mikhaylovich Popov,Борис Михайлович Попов,
Василь Георгійович Пучков,A1380,Q24025796,Vasily Georgievich Puchkov,Василь Георгійович Пучков,
Павло Васильович Пучков,A1381,,Pavlo Vasylovych Puchkov,Павло Васильович Пучков,
Іван Григорович Підоплічко,A1382,Q4362469,Ivan Grigorovych Pidoplichko,Іван Григорович Підоплічко,
Євген Миколайович Савченко,A1383,Q4404285,Yevgen Mikolaiovych Savchenko,Євген Миколайович Савченко,
Галина Дмитрівна Сергієнко,A1384,Q30961947,Halina Dmitrivna Sergienko,Галина Дмитрівна Сергієнко,
Людмила Яківна Серьогіна,A1385,,Lyudmila Yakivna Seryogina,Людмила Яківна Серьогіна,
Лідія Олексіївна Смогоржевська,A1386,Q24025807,Lidia Oleksiivna Smogorzhevska,Лідія Олексіївна Смогоржевська,
Леонід Олександрович Смогоржевський,A1387,Q12153956,Leonid Oleksandrovych Smogorzhevskyi,Леонід Олександрович Смогоржевський,
Альберт Іванович Смірнов,A1388,,Albert Ivanovych Smirnov,Альберт Іванович Смірнов,
Агнеса Полікарпівна Стадниченко,A1389,Q12157153,Agnesa Polikarpivna Stadnychenko,Агнеса Полікарпівна Стадниченко,
Володимир Іванович Таращук,A1390,Q23659053,Volodimir Ivanovych Taraschuk,Володимир Іванович Таращук,
Євгенія Михайлівна Терезникова,A1391,Q30961831,Yevgeniya Mikhailivna Tereznykova,Євгенія Михайлівна Терезникова,
В А Тесленко,A1392,Q21337379,Valentina Aleksandrovna Teslenko,Валентина Александровна Тесленко,
Валентина Гнатівна Толканіц,A1393,Q30958358,Valentina Hnativna Tolkanits,Валентина Гнатівна Толканіц,
Іраїда Олександрівна Федоренко,A1394,,Iraida Oleksandrivna Fedorenko,Іраїда Олександрівна Федоренко,
Любов Сергіївна Чернєй,A1395,Q86000546,Lyubov Sergiyivna Chernei,Любов Сергіївна Чернєй,
Віктор Петрович Шарпило,A1396,Q20070777,Viktor Petrovych Sharpylo,Віктор Петрович Шарпило,
Ганна Кіндратіївна Шевченко,A1397,,Hanna Kindratiivna Shevchenko,Ганна Кіндратіївна Шевченко,
Анатолій Якович Щербуха,A1398,Q86000976,Anatoly Yakovych Shcherbukha,Анатолій Якович Щербуха,
Віра Іванівна Юркіна,A1399,,Vira Ivanivna Yurkina,Віра Іванівна Юркіна,
