name,id,qid,rank,gbif,children_gbif,ancestors_gbif,duplicate_of
Euteliidae,T438,Q13630471,family,4534947,,1; 54; 216; 797,
Euthyneura,T439,Q5361179,infraclass,,454; 1455; 1456; 2700; 2704; 2854; 5523; 6783; 9465; 3243719; 3243731; 4358709; 4605616; 4606101; 4606442; 4620566; 4956418; 6008204; 6104487; 6882658; 9298503; 9682653; 9721495; 9747957; 10413826; 11158875,1; 52; 225,
Euura,T440,Q15710899,genus,9013381,,1; 54; 216; 1457; 7918,
Euura bergmanni-group,T441,,group,,,1; 54; 216; 1457; 7918; 9013381,
Euura oligospila-group,T442,,group,,,1; 54; 216; 1457; 7918; 9013381,
Evagetes,T443,Q1379588,genus,3259139,,1; 54; 216; 1457; 7913,
Evagetes crassicornis-group,T444,,group,,,1; 54; 216; 1457; 7913; 3259139,
Evanioidea,T445,Q1941997,superfamily,1693,2789; 4335; 4341; 3259113; 4670956; 7786319; 8697281; 9606261,1; 54; 216; 1457,
Evergestinae,T446,Q910746,subfamily,,4707613; 1891925; 1878989; 1879334; 1884928; 1886653; 1891353; 4575869; 3257195; 4695743; 1887606; 4688830; 4708286; 1880841; 1462430; 1886092; 4702049; 1883052,1; 54; 216; 797; 8841,
Excentricus,T1351,Q50695309,genus,4407574,,1; 54; 216; 809; 4319,
Eyprepocnemidinae,T447,Q3062794,subfamily,,1705843; 1701026; 1701402; 1701431; 1700378; 1701180; 1701229; 1701253; 1700425; 1700758; 1700478; 1700514; 1700549; 1700595; 1700623; 1700015; 1702200; 1700266; 1700053; 1700174; 1700219; 1700662; 1701320; 1700993; 1701119; 1702619,1; 54; 216; 1458; 9394,
Fabriciana,T448,Q3063965,genus,1911763,,1; 54; 216; 797; 7017,
Fagineura,T449,Q107214945,genus,4679298,,1; 54; 216; 1457; 7918,
Falconiformes,T450,Q25370,order,7191407,,1; 44; 212,
Fanniidae,T451,Q1395707,family,9487,,1; 54; 216; 811,
Fieberocapsus,T1266,Q18104439,genus,2010961,,1; 54; 216; 809; 4319,
Figitidae,T452,Q138939,family,6990,,1; 54; 216; 1457,
Flavizona,T1400,Q21227695,genus,7582989,,1; 54; 216; 811; 6920,
Flexitrichum,T453,Q65132665,genus,10235154,,6; 35; 327; 12213836; 10052785,
Formica exsecta-group,T1369,,group,,1314879; 1314903; 1314915; 1314926; 1314938; 1314943; 1314968; 1315050; 1315124; 1315157,1; 54; 216; 1457; 4342; 4342,
Formicidae,T454,Q7386,family,4342,,1; 54; 216; 1457,
Fossipedes,T455,,superfamily,,3263525; 4731; 3263622; 6982,1; 54; 216; 1470,
Fulgoroidea,T456,Q1570985,superfamily,1805,2232; 2233; 3311; 3312; 3313; 4493; 4494; 4495; 5946; 8470; 8498; 8499; 8500; 8502; 8585; 8586; 8587; 8588; 2051479; 4777869; 4779950; 4780662; 4783349; 4946252; 8266264; 8477852; 8508493; 8548151; 8556288; 9814600; 9998368; 10729186; 11187405,1; 54; 216; 809,
Fulgoromorpha,T457,Q15818163,infraorder,,2232; 2233; 3311; 3312; 3313; 4493; 4494; 4495; 5946; 8470; 8498; 8499; 8500; 8502; 8585; 8586; 8587; 8588; 2051479; 4777869; 4779950; 4780662; 4783349; 4946252; 8266264; 8477852; 8508493; 8548151; 8556288; 9814600; 9998368; 10729186; 11187405,1; 54; 216; 809,
Fungi,T458,Q764,kingdom,5,,,
Fungivoridae,T459,Q33133979,family,8588525,,1; 54; 216; 811; 5565,
Galatheoidea,T460,Q1189708,superfamily,1813,8047; 8673; 9657; 4644257; 4648341; 4649058,1; 54; 229; 637,
Galeatus,T1352,Q10501996,genus,2020771,,1; 54; 216; 809; 7899,
Galerucinae,T461,Q1303239,subfamily,,1047295; 1047297; 1047371; 1047376; 1047399; 1047441; 1047448; 1047457; 1047561; 1047564; 1047569; 1047571; 1047579; 1047601; 1047603; 1047608; 1047649; 1047725; 1047754; 1047762; 1047832; 1047834; 1047860; 1047882; 1047886; 1047911; 1047935; 1047945; 1048124; 1048126; 1048145; 1048155; 1048168; 1048170; 1048246; 1048259; 1048297; 1048330; 1048343; 1048359; 1048361; 1048374; 1048386; 1048401; 1048403; 1048421; 1048439; 1048444; 1048466; 1048495; 1048517; 1048519; 1048526; 1048559; 1048566; 1048568; 1048577; 1048586; 1048788; 1048813; 1048816; 1048876; 1048927; 1048932; 1048966; 1048980; 1049001; 1049015; 1049023; 1049048; 1049050; 1049074; 1049114; 1049119; 1049126; 1049168; 1049212; 1049215; 1049311; 1049326; 1049368; 1049381; 1049386; 1049388; 1049390; 1049419; 1049423; 1049440; 1049513; 1140386; 1416137; 3259966; 3259990; 3260000; 3260001; 3260008; 3260022; 3260023; 3260027; 3260036; 3260038; 3260067; 3260073; 3260075; 3260112; 3260118; 3260126; 3260137; 3260140; 3260144; 3260148; 3260159; 3260164; 3260168; 3260175; 3260177; 3260362; 3261709; 3261872; 3261996; 3262005; 3262442; 3262648; 3262856; 3262975; 3263084; 3263199; 3263552; 3263950; 3263952; 4308840; 4404707; 4405504; 4405594; 4405815; 4406333; 4406699; 4407190; 4408105; 4408263; 4462698; 4571441; 4571452; 4572468; 4572562; 4572648; 4572664; 4572750; 4573385; 4573950; 4574151; 4574229; 4574473; 4574484; 4574541; 4574922; 4575187; 4575196; 4575660; 4575846; 4576051; 4576098; 4576105; 4576176; 4576180; 4576213; 4576235; 4576264; 4576489; 4576533; 4576572; 4576578; 4576589; 4576596; 4576603; 4576610; 4576663; 4576676; 4577366; 4577709; 4578199; 4578390; 4713693; 4713696; 4713799; 4713832; 4713850; 4713869; 4713875; 4713881; 4716048; 4716090; 4716142; 4716173; 4716246; 4716591; 4716650; 4716677; 4716725; 4716727; 4716739; 4716856; 4717018; 4717019; 4717029; 4717336; 4717353; 4717381; 4717404; 4717440; 4717443; 4717610; 4717650; 4717669; 4717683; 4717690; 4717728; 4717743; 4717797; 4717818; 4717827; 4717852; 4717926; 4717983; 4717992; 4718018; 4718073; 4718156; 4718263; 4718285; 4718311; 4718314; 4718334; 4718413; 4718443; 4718459; 4718571; 4718605; 4718725; 4718729; 4718785; 4718813; 4718878; 4718911; 4719007; 4719183; 4719223; 4719273; 4719329; 4719377; 4719405; 4719444; 4719447; 4719644; 4719661; 4719675; 4719690; 4719716; 4719724; 4719766; 4719767; 4719773; 4719849; 4719941; 4719956; 4719958; 4719961; 4719980; 4720006; 4720018; 4720031; 4720047; 4720055; 4720079; 4720117; 4720146; 4720157; 4720170; 4720184; 4720265; 4720274; 4720306; 4720410; 4720423; 4720448; 4720490; 4720498; 4720499; 4720748; 4720856; 4721099; 4721166; 4721174; 4721180; 4721226; 4721227; 4721250; 4721254; 4721260; 4721306; 4721319; 4721329; 4721377; 4721423; 4721483; 4721537; 4721538; 4721588; 4721618; 4721664; 4721667; 4721692; 4721762; 4721877; 4721880; 4721936; 4725783; 4725814; 4725858; 4725885; 4725895; 4725902; 4725906; 4725943; 4725975; 4725976; 4726004; 4726015; 4726034; 4726067; 4726071; 4726113; 4726198; 4726203; 4726230; 4726231; 4726249; 4726282; 4726317; 4726528; 4726549; 4726655; 4726779; 4726858; 4726867; 4729812; 4729827; 4729871; 4729996; 4730031; 4730035; 4730148; 4730291; 4730301; 4730302; 4730318; 4730479; 4730489; 4730490; 4730491; 4730504; 4730509; 4730515; 4730519; 4730556; 4730558; 4730560; 4730567; 4730570; 4730571; 4730573; 4730623; 4730624; 4730626; 4730627; 4730639; 4730842; 4730851; 4730854; 4730856; 4730887; 4730893; 4731154; 4731156; 4731158; 4731159; 4731160; 4731165; 4731181; 4731183; 4731184; 4731185; 4731187; 4731188; 4731199; 4731200; 4731204; 4731222; 4731223; 4731355; 4731381; 4731382; 4731383; 4731406; 4731664; 4731674; 4731679; 4731710; 4731712; 4731713; 4731723; 4731724; 4731729; 4731733; 4731740; 4731754; 4731769; 4731793; 4731795; 4731797; 4731838; 4731839; 4731840; 4731945; 4731980; 4731982; 4732062; 4732063; 4732066; 4732067; 4732082; 4732085; 4732093; 4732101; 4732118; 4732121; 4732122; 4732128; 4732130; 4732131; 4732133; 4732136; 4732137; 4732141; 4732146; 4732149; 4732190; 4732200; 4732219; 4732220; 4732221; 4732223; 4732225; 4732227; 4732233; 4732242; 4732503; 4732509; 4732529; 4732582; 4732583; 4732584; 4732594; 4732598; 4732600; 4732602; 4732680; 4732682; 4732694; 4732704; 4732719; 4732722; 4732725; 4732728; 4732730; 4732732; 4732773; 4732792; 4732824; 4732827; 4732828; 4732840; 4732850; 4732851; 4732868; 4732886; 4732887; 4732890; 4732895; 4732906; 4732907; 4732977; 4732978; 4732979; 4732985; 4732986; 4733174; 4733186; 4733188; 4733211; 4733212; 4733280; 4733293; 4733320; 4733321; 4733323; 4733326; 4733327; 4733329; 4733337; 4733360; 4733387; 4733395; 4733397; 4733399; 4733402; 4733404; 4733425; 4733461; 4733463; 4733466; 4733472; 4733490; 4733509; 4733512; 4733513; 4733518; 4733562; 4733607; 4733611; 4733617; 4733618; 4733619; 4733623; 4733672; 4733684; 4733685; 4733698; 4733704; 4733727; 4733729; 4733751; 4733757; 4733759; 4733761; 4733762; 4733801; 4733806; 4733807; 4733808; 4733812; 4733813; 4733816; 4733822; 4733824; 4733842; 4733963; 4733966; 4733974; 4733976; 4733979; 4733983; 4733984; 4733992; 4733996; 4734020; 4734024; 4734025; 4734055; 4734056; 4734059; 4734073; 4734075; 4734077; 4734343; 4734345; 4734355; 4734357; 4734360; 4734377; 4734378; 4734397; 4734509; 4734510; 4734541; 4734550; 4734555; 4734559; 4734560; 4734564; 4734565; 4734567; 4734575; 4734576; 4734579; 4734581; 4734584; 4734585; 4734586; 4734621; 4734623; 4734628; 4734629; 4734630; 4734638; 4734941; 4734963; 4734977; 4734978; 4734995; 4734998; 4735004; 4735017; 4735023; 4735024; 4735025; 4735052; 4735072; 4735073; 4735075; 4735124; 4735194; 4735239; 4735244; 4735518; 4735675; 4735688; 4735737; 4735765; 4735900; 4735937; 4736115; 4736122; 4736182; 4736243; 4736508; 4736581; 4736588; 4736590; 4736594; 4736672; 4736688; 4736742; 4736756; 4736781; 4736790; 4736918; 4736922; 4737006; 4737008; 4737048; 4737062; 4737106; 4737232; 4738127; 4738156; 4738166; 4738223; 4739890; 4739908; 4740193; 4740220; 4740303; 4740329; 4740349; 4740363; 4740388; 4740408; 4740421; 4740479; 4740494; 4740528; 4740576; 4740594; 4740640; 4740682; 4740700; 4740708; 4740745; 4740785; 4740893; 4740915; 4741070; 4741074; 4741128; 4741145; 4741214; 4741246; 4741344; 4741638; 4741646; 4741649; 4741650; 4741705; 4741778; 4741783; 4741827; 4741867; 4741901; 4741992; 4742014; 4742019; 4742072; 4742075; 4742100; 4742240; 4742837; 4742912; 4742972; 4742976; 4742984; 4742997; 4743050; 4743161; 4743216; 4743222; 4743233; 4743292; 4743314; 4743320; 4743327; 4743333; 4743339; 4743488; 4743508; 4743538; 4743555; 4743573; 4743575; 4743579; 4743599; 4743806; 4743816; 4743844; 4743878; 4743884; 4743906; 4743985; 4744015; 4744132; 4744167; 4744200; 4744206; 4744263; 4744360; 4744366; 4744409; 4744437; 4744448; 4744453; 4744456; 4744545; 4744564; 4744599; 4744612; 4744735; 4744812; 4744837; 4744859; 4744861; 4744926; 4744935; 4744943; 4745004; 4745007; 4745111; 4745126; 4745172; 4745270; 4745294; 4745956; 4745966; 4745967; 4745968; 4745974; 4746026; 4746059; 4746086; 4746109; 4746157; 4746228; 4746254; 4746280; 4746314; 4746414; 4746415; 4746543; 4746555; 4746571; 4746589; 4746594; 4746641; 4746696; 4746713; 4746721; 4746753; 4746765; 4746812; 4746834; 4746934; 4747031; 4747103; 4747119; 4747133; 4747241; 4747243; 4747272; 4747278; 4747319; 4747385; 4747397; 4747424; 4747436; 4747495; 4747499; 4747520; 4747542; 4747549; 4747650; 4747684; 4747732; 4747887; 4747948; 4747963; 4748012; 4748124; 4748157; 4748198; 4748260; 4748262; 4748270; 4748310; 4748340; 4748355; 4748429; 4748472; 4753590; 4753625; 4753667; 4755052; 4755070; 4755105; 4755123; 4755124; 4755203; 4755223; 4755237; 4755245; 4755314; 4755336; 4755848; 4755862; 4755879; 4755900; 4755905; 4755931; 4755940; 4757890; 4759879; 4759893; 4759900; 4759908; 4759964; 4760013; 4760147; 4760149; 4760202; 4760222; 4760245; 4760302; 4760351; 4760364; 4760396; 4760413; 4760465; 4760474; 4760530; 4760539; 4760552; 4760582; 4760742; 4760765; 4760790; 4760804; 4760815; 4760828; 4760878; 4760970; 4760972; 4761003; 4761037; 4761323; 4761330; 4761350; 4761358; 4761387; 4761459; 4761511; 4761521; 4761549; 4761610; 4761643; 4761648; 4761656; 4761664; 4761763; 4761816; 4761822; 4761854; 4761857; 4761887; 4761895; 4762012; 4762085; 4762620; 4762638; 4762679; 4762813; 4762863; 4762867; 4762897; 4762899; 4762902; 4762929; 4762959; 4763046; 4763144; 4763175; 4763456; 4763464; 4763470; 4763488; 4763527; 4763566; 4763580; 4763649; 4763719; 4763790; 4763843; 4763896; 4763917; 4763920; 4764157; 4764180; 4764217; 4764285; 4764290; 4764317; 4764376; 4764640; 4764760; 4764781; 4764805; 4765108; 4765241; 4765376; 4765406; 4765458; 4765613; 4765669; 4765670; 4765683; 4765835; 4765847; 4765853; 4765871; 4765886; 4765921; 4765961; 4765983; 4765989; 4766068; 4766122; 4766687; 4766799; 4768909; 4768969; 4769105; 4769162; 4769176; 4769248; 4769260; 4769331; 4769420; 4769897; 4990600; 4990861; 5430855; 5430856; 5430858; 5430980; 5431132; 5736869; 5737130; 6757730; 6757732; 6757749; 6757750; 6757756; 6757757; 6757760; 6757762; 6757771; 6757774; 6757783; 6757784; 6757785; 6757787; 6948963; 6948964; 6949074; 6949075; 6949099; 6949248; 6949262; 6949264; 6949288; 6949870; 6949877; 6949963; 6949965; 6950011; 6950243; 6950247; 6950422; 6950532; 6950533; 6950549; 6950550; 6950647; 6951196; 6951222; 6951281; 6951313; 7236351; 7575654; 7635719; 7668106; 8169368; 8357552; 8393186; 8490821; 8491790; 8566492; 8619422; 8620093; 8630694; 8660427; 8690343; 8767483; 8780994; 9219979; 9240460; 9242289; 9260817; 9267128; 9275362; 9287580; 9295897; 9304173; 9318902; 9331493; 9335976; 9346372; 9363419; 9382548; 9384382; 9393078; 9403613; 9410418; 9412095; 9426831; 9427449; 9429373; 9431544; 9435119; 9436059; 9455499; 9464118; 9472920; 9492803; 9494561; 9501286; 9509899; 9516847; 9522873; 9538403; 9540246; 9556167; 9578037; 9578138; 9582230; 9594967; 9610260; 9624795; 9626982; 9631686; 9752852; 9852128; 10246436; 10286420; 10410469; 10488916; 10671898; 10716595; 10735307; 10773221; 10776621; 10798747; 10824270; 10838872; 10864447; 10866658; 10882506; 10896273; 10924864; 10986581; 11063319; 11102695; 11216584; 11236133; 11377126; 12110206,1; 54; 216; 1470; 7780,
Galleriinae,T462,Q365541,subfamily,6120456,1870982; 1871950; 1873082; 1873830; 1876954; 4704737,1; 54; 216; 797; 5336,
Galliformes,T463,Q21659,order,723,,1; 44; 212,
Ganoidei,T464,Q275646,subclass,,1103; 1311,1; 44,
Gasterophilus,T1353,Q13553844,genus,1587208,,1; 54; 216; 811; 9499,
Gasteruptiidae,T465,Q138716,family,2789,,1; 54; 216; 1457,
Gastropoda,T466,Q4867740,class,225,,1; 52,
Gaviidae,T1231,Q21666,family,9312,,1; 44; 212; 7192754,
Gaviiformes,T467,Q2814783,order,7192754,,1; 44; 212,
Geastraceae,T468,Q3100041,family,4199,,5; 34; 186; 1064,
Geastrum,T469,Q687050,genus,2525056,,5; 34; 186; 1064; 4199,
Gebiidea,T470,Q5084495,infraorder,,3926; 4566; 8681,1; 54; 229; 637,
Gelis bicolor,T471,Q2498552,species,1290439,,1; 54; 216; 1457; 3512; 1290080,
Gelis spurius,T472,Q3516671,species,1290306,,1; 54; 216; 1457; 3512; 1290080,
Gentiana,T473,Q144682,genus,3170037,,6; 7707728; 220; 412; 2503,
Gentianaceae,T474,Q157216,family,2503,,6; 7707728; 220; 412,
Gentianella,T475,Q162809,genus,3169845,,6; 7707728; 220; 412; 2503,
Geometridae,T476,Q45559,family,6950,,1; 54; 216; 797,
Geophilomorpha,T477,Q2664614,order,1251,,1; 54; 360,
Geoplanidae,T478,Q3112410,family,6364,,1; 108; 427,
Geotrupidae,T479,Q309217,family,8495,,1; 54; 216; 1470,
Gerridae,T480,Q270322,family,7881,,1; 54; 216; 809,
Gerris,T481,Q10504469,genus,2008636,,1; 54; 216; 809; 7881,
Gerromorpha,T482,Q1949508,infraorder,,7882,1; 54; 216; 809,
Gibbiinae,T483,Q21229247,subfamily,,1095738; 1095749; 4406197; 4406915; 4720067; 4746541; 4760507; 4761742; 4762791; 4769900,1; 54; 216; 1470; 6987,
Glaphyriinae,T484,Q1529272,subfamily,,1891353; 12234204,1; 54; 216; 797; 8841,
Glischrochilus,T485,Q3108901,genus,4405985,,1; 54; 216; 1470; 7840,
Glomeris,T486,Q3109089,genus,1021715,,1; 54; 361; 1018; 4008,
Gobiidae,T487,Q4468,family,4274,,1; 44; 587,
Goneccalypsis,T488,Q14510347,genus,1657690,,1; 54; 216; 811; 7275,
Gonepteryx,T489,Q1195221,genus,1920704,,1; 54; 216; 797; 5481,
Gonianotini,T490,Q3110502,tribe,,2007966; 2008018; 2008085; 2008250; 4405480; 4405605; 4405940; 4406947; 4407331; 4407510; 4408115; 4770943; 4772477; 4778972; 6007460,1; 54; 216; 809; 4326,
Gonocerus,T1298,Q3110565,genus,2050051,,1; 54; 216; 809; 9649,
Graphosoma,T1354,Q2073402,genus,4405318,,1; 54; 216; 809; 9650,
Graphosoma lineatum-group,T1372,,group,,9381708; 4485729; 4485735; 5866161; 7437802,1; 54; 216; 809; 9650; 4405318,
Gruiformes,T491,Q25557,order,1493,,1; 44; 212,
Grypoctonus,T492,Q14508059,genus,1663303,,1; 54; 216; 811; 7275,
