scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B551:1:1,Pieridae,,,,,,family,,B551:1,accepted,,,,,,,,,Pieridae,,,,,625MK,5481,625MK,5481
B551:1:2,Colias,,,,,,genus,,B551:1,accepted,,,B551:1:1,Pieridae,,,,,Pieridae,,Colias,,Pieridae,3S9M,1919766,3S9M,1919766
B551:1:3,Colias alfacariensis,,Colias,,alfacariensis,,species,,B551:1,accepted,,,B551:1:2,Colias,,,,,Pieridae,,Colias,,Pieridae | Colias,5ZLPL,8203812,5ZLPL,8203812
B551:1:4,Colias crocea,,Colias,,crocea,,species,,B551:1,accepted,,,B551:1:2,Colias,,,,,Pieridae,,Colias,,Pieridae | Colias,5ZLQ4,5137612,5ZLQ4,5137612
B551:1:5,Leptidea,,,,,,genus,,B551:1,accepted,,,B551:1:1,Pieridae,,,,,Pieridae,,Leptidea,,Pieridae,5CTM,11251585,5CTM,11251585
B551:1:6,Leptidea sinapis,,Leptidea,,sinapis,,species,,B551:1,accepted,,,B551:1:5,Leptidea,,,,,Pieridae,,Leptidea,,Pieridae | Leptidea,3TJNN,5137903,3TJNN,5137903
B551:1:7,Pieris,,,,,,genus,,B551:1,accepted,,,B551:1:1,Pieridae,,,,,Pieridae,,Pieris,,Pieridae,6QB2,1920481,6QB2,1920481
B551:1:8,Pieris rapae,,Pieris,,rapae,,species,,B551:1,accepted,,,B551:1:7,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRRC,1920496,4HRRC,1920496
B551:1:9,Pieris napi,,Pieris,,napi,,species,,B551:1,accepted,,,B551:1:7,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRQQ,1920494,4HRQQ,1920494
B551:1:10,Pieris brassicae,,Pieris,,brassicae,,species,,B551:1,accepted,,,B551:1:7,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRN4,1920506,4HRN4,1920506
B551:1:11,Gonepteryx,,,,,,genus,,B551:1,accepted,,,B551:1:1,Pieridae,,,,,Pieridae,,Gonepteryx,,Pieridae,4PZD,1920704,4PZD,1920704
B551:1:12,Gonepteryx rhamni,,Gonepteryx,,rhamni,,species,,B551:1,accepted,,,B551:1:11,Gonepteryx,,,,,Pieridae,,Gonepteryx,,Pieridae | Gonepteryx,6L326,1920712,6L326,1920712
B551:1:13,Gonepteryx cleopatra,,Gonepteryx,,cleopatra,,species,,B551:1,accepted,,,B551:1:11,Gonepteryx,,,,,Pieridae,,Gonepteryx,,Pieridae | Gonepteryx,6L325,1920709,6L325,1920709
B551:1:14,Aporia,,,,,,genus,,B551:1,accepted,,,B551:1:1,Pieridae,,,,,Pieridae,,Aporia,,Pieridae,Z3K,8319926,5SYS,8319926
B551:1:15,Aporia crataegi,,Aporia,,crataegi,,species,,B551:1,accepted,,,B551:1:14,Aporia,,,,,Pieridae,,Aporia,,Pieridae | Aporia,5VQKD,1920218,5VQKD,1920218
B551:1:16,Euchloe,,,,,,genus,,B551:1,accepted,,,B551:1:1,Pieridae,,,,,Pieridae,,Euchloe,,Pieridae,4F6P,1919315,4F6P,1919315
B551:1:17,Euchloe crameri,,Euchloe,,crameri,,species,,B551:1,accepted,,,B551:1:16,Euchloe,,,,,Pieridae,,Euchloe,,Pieridae | Euchloe,3BT39,7981372,3BT39,7981372
