scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B531:1:1,"Stenodynerus Saussure, 1863","Saussure, 1863",,,,,genus,,B531:1,accepted,,,,,,,,,,,Stenodynerus,,,7MM2,1332670
B531:1:2,"Stenodynerus aequisculptus (Kostylev, 1940)","(Kostylev, 1940)",Stenodynerus,,aequisculptus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYKY,10946876
B531:1:3,"Stenodynerus aequisculptus subsp. aequisculptus (Kostylev, 1940)","(Kostylev, 1940)",Stenodynerus,,aequisculptus,aequisculptus,subspecies,,B531:1,accepted,,,B531:1:2,"Stenodynerus aequisculptus (Kostylev, 1940)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus aequisculptus,4ZYKY,10946876
B531:1:4,"Odynerus aequisculptus Kostylev, 1940","Kostylev, 1940",Odynerus,,aequisculptus,,species,,B531:1,synonym,B531:1:3,"Stenodynerus aequisculptus subsp. aequisculptus (Kostylev, 1940)",,,,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus aequisculptus,63G6H,10502292
B531:1:5,"Stenodynerus aequisculptus subsp. cretensis Gusenleitner, 1985","Gusenleitner, 1985",Stenodynerus,,aequisculptus,cretensis,subspecies,,B531:1,accepted,,,B531:1:2,"Stenodynerus aequisculptus (Kostylev, 1940)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus aequisculptus,4ZYKY,10946876
B531:1:6,"Stenodynerus aequisculptus subsp. inaequisculptus Giordani Soika, 1979","Giordani Soika, 1979",Stenodynerus,,aequisculptus,inaequisculptus,subspecies,,B531:1,accepted,,,B531:1:2,"Stenodynerus aequisculptus (Kostylev, 1940)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus aequisculptus,4ZYKY,10946876
B531:1:7,"Stenodynerus aequisculptus subsp. taurus (Gusenleitner, 1966)","(Gusenleitner, 1966)",Stenodynerus,,aequisculptus,taurus,subspecies,,B531:1,accepted,,,B531:1:2,"Stenodynerus aequisculptus (Kostylev, 1940)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus aequisculptus,4ZYKY,10946876
B531:1:8,"Stenodynerus bleuthgeni Van Der Vecht, 1971","Van Der Vecht, 1971",Stenodynerus,,bleuthgeni,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,7MM2,1332670
B531:1:9,"Stenodynerus chevrieranus (Saussure, 1855)","(Saussure, 1855)",Stenodynerus,,chevrieranus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,6ZM93,1332732
B531:1:10,"Odynerus chevrieranus Saussure, 1855","Saussure, 1855",Odynerus,,chevrieranus,,species,,B531:1,synonym,B531:1:9,"Stenodynerus chevrieranus (Saussure, 1855)",,,,,,,,,Stenodynerus,,Stenodynerus,,4504114
B531:1:11,"Stenodynerus clypeopictus (Kostylev, 1940)","(Kostylev, 1940)",Stenodynerus,,clypeopictus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYM5,1332711
B531:1:12,"Odynerus clypeopictus Kostylev, 1940","Kostylev, 1940",Odynerus,,clypeopictus,,species,,B531:1,synonym,B531:1:11,"Stenodynerus clypeopictus (Kostylev, 1940)",,,,,,,,,Stenodynerus,,Stenodynerus,,4504124
B531:1:13,"Stenodynerus dentisquama (Thomson, 1870)","(Thomson, 1870)",Stenodynerus,,dentisquama,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYMF,1332705
B531:1:14,"Odynerus dentisquama Thomson, 1870","Thomson, 1870",Odynerus,,dentisquama,,species,,B531:1,synonym,B531:1:13,"Stenodynerus dentisquama (Thomson, 1870)",,,,,,,,,Stenodynerus,,Stenodynerus,,4504127
B531:1:15,"Stenodynerus fastidiosissimus (Saussure, 1855)","(Saussure, 1855)",Stenodynerus,,fastidiosissimus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYMQ,1332781
B531:1:16,"Stenodynerus fastidiosissimus subsp. fastidiosissimus (Saussure, 1855)","(Saussure, 1855)",Stenodynerus,,fastidiosissimus,fastidiosissimus,subspecies,,B531:1,accepted,,,B531:1:15,"Stenodynerus fastidiosissimus (Saussure, 1855)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,4ZYMQ,1332781
B531:1:17,"Odynerus fastidiosissimus Saussure, 1855","Saussure, 1855",Odynerus,,fastidiosissimus,,species,,B531:1,synonym,B531:1:16,"Stenodynerus fastidiosissimus subsp. fastidiosissimus (Saussure, 1855)",,,,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,63G6H,10502292
B531:1:18,"Stenodynerus fastidiosissimus subsp. difficilis (Morawitz, 1867)","(Morawitz, 1867)",Stenodynerus,,fastidiosissimus,difficilis,subspecies,,B531:1,accepted,,,B531:1:15,"Stenodynerus fastidiosissimus (Saussure, 1855)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,4ZYMG,1332680
B531:1:19,"Odynerus difficilis Morawitz, 1867","Morawitz, 1867",Odynerus,,difficilis,,species,,B531:1,synonym,B531:1:18,"Stenodynerus fastidiosissimus subsp. difficilis (Morawitz, 1867)",,,,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,63G6H,10502292
B531:1:20,"Stenodynerus fastidiosissimus subsp. laborans (Costa, 1882)","(Costa, 1882)",Stenodynerus,,fastidiosissimus,laborans,subspecies,,B531:1,accepted,,,B531:1:15,"Stenodynerus fastidiosissimus (Saussure, 1855)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,4ZYMQ,1332781
B531:1:21,"Odynerus laborans Costa, 1882","Costa, 1882",Odynerus,,laborans,,species,,B531:1,synonym,B531:1:20,"Stenodynerus fastidiosissimus subsp. laborans (Costa, 1882)",,,,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,63G6H,10502292
B531:1:22,"Stenodynerus fastidiosissimus subsp. rufescens Giordani Soika, 1977","Giordani Soika, 1977",Stenodynerus,,fastidiosissimus,rufescens,subspecies,,B531:1,accepted,,,B531:1:15,"Stenodynerus fastidiosissimus (Saussure, 1855)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,4ZYMQ,1332781
B531:1:23,"Stenodynerus fastidiosissimus subsp. judaicus Gusenleitner, 1970","Gusenleitner, 1970",Stenodynerus,,fastidiosissimus,judaicus,subspecies,,B531:1,accepted,,,B531:1:15,"Stenodynerus fastidiosissimus (Saussure, 1855)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus fastidiosissimus,4ZYMQ,1332781
B531:1:24,"Stenodynerus lacetanicus (Blüthgen, 1953)","(Blüthgen, 1953)",Stenodynerus,,lacetanicus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYNV,1332682
B531:1:25,"Nannodynerus lacetanicus Blüthgen, 1953","Blüthgen, 1953",Nannodynerus,,lacetanicus,,species,,B531:1,synonym,B531:1:24,"Stenodynerus lacetanicus (Blüthgen, 1953)",,,,,,,,,Stenodynerus,,Stenodynerus,,4504128
B531:1:26,"Stenodynerus laticinctus (Schulthess, 1897)","(Schulthess, 1897)",Stenodynerus,,laticinctus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYNX,11100703
B531:1:27,"Odynerus laticinctus Schulthess, 1897","Schulthess, 1897",Odynerus,,laticinctus,,species,,B531:1,synonym,B531:1:26,"Stenodynerus laticinctus (Schulthess, 1897)",,,,,,,,,Stenodynerus,,Stenodynerus,48TTB,1329554
B531:1:28,"Stenodynerus laticinctus subsp. serus Gusenleitner, 1981","Gusenleitner, 1981",Stenodynerus,,laticinctus,serus,subspecies,,B531:1,accepted,,,B531:1:26,"Stenodynerus laticinctus (Schulthess, 1897)",,,,,,,Stenodynerus,,Stenodynerus | Stenodynerus laticinctus,4ZYNX,11100703
B531:1:29,"Stenodynerus orenburgensis (André, 1884)","(André, 1884)",Stenodynerus,,orenburgensis,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYQ8,1332864
B531:1:30,"Lionotus orenburgensis André, 1884","André, 1884",Lionotus,,orenburgensis,,species,,B531:1,synonym,B531:1:29,"Stenodynerus orenburgensis (André, 1884)",,,,,,,,,Stenodynerus,,Stenodynerus,,
B531:1:31,"Stenodynerus picticrus (Thomson, 1874)","(Thomson, 1874)",Stenodynerus,,picticrus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYQN,1332681
B531:1:32,"Lionotus picticrus Thomson, 1874","Thomson, 1874",Lionotus,,picticrus,,species,,B531:1,synonym,B531:1:31,"Stenodynerus picticrus (Thomson, 1874)",,,,,,,,,Stenodynerus,,Stenodynerus,,8885906
B531:1:33,"Stenodynerus steckianus (Schulthess, 1897)","(Schulthess, 1897)",Stenodynerus,,steckianus,,species,,B531:1,accepted,,,B531:1:1,"Stenodynerus Saussure, 1863",,,,,,,Stenodynerus,,Stenodynerus,4ZYRC,1332698
