scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B32:1:1,Micropterix tunbergella,,Micropterix,,tunbergella,,species,,B32:1,accepted,,,,,,,,,,,Micropterix,,,4352C,1939658,4352C,1939658
B32:1:2,Micropterix mansuetella,,Micropterix,,mansuetella,,species,,B32:1,accepted,,,,,,,,,,,Micropterix,,,434ZT,1939680,434ZT,1939680
B32:1:3,Micropterix aureatella,,Micropterix,,aureatella,,species,,B32:1,accepted,,,,,,,,,,,Micropterix,,,434YJ,1939688,434YJ,1939688
B32:1:4,Micropterix schaefferi,,Micropterix,,schaefferi,,species,,B32:1,accepted,,,,,,,,,,,Micropterix,,,43529,1939717,43529,1939717
B32:1:5,Micropterix aruncella,,Micropterix,,aruncella,,species,,B32:1,accepted,,,,,,,,,,,Micropterix,,,434YH,7646066,434YH,7646066
B32:1:6,Micropterix calthella,,Micropterix,,calthella,,species,,B32:1,accepted,,,,,,,,,,,Micropterix,,,6RHTR,1939677,6RHTR,1939677
B32:1:7,Dyseriocrania subpurpurella,,Dyseriocrania,,subpurpurella,,species,,B32:1,accepted,,,,,,,,,,,Dyseriocrania,,,6DRBV,1731860,6DRBV,1731860
B32:1:8,Heringocrania unimaculella,,Heringocrania,,unimaculella,,species,,B32:1,accepted,,,,,,,,,,,Heringocrania,,,3KZ43,1731858,3KZ43,1731858
B32:1:9,Paracrania chrysolepidella,,Paracrania,,chrysolepidella,,species,,B32:1,accepted,,,,,,,,,,,Paracrania,,,,4522964,,4522964
B32:1:10,Eriocrania sparrmannella,,Eriocrania,,sparrmannella,,species,,B32:1,accepted,,,,,,,,,,,Eriocrania,,,3B4DP,1731837,3B4DP,1731837
B32:1:11,Eriocrania cicatricella,,Eriocrania,,cicatricella,,species,,B32:1,accepted,,,,,,,,,,,Eriocrania,,,93ZH3,1731822,3B4DP,1731837
B32:1:12,Eriocrania sangii,,Eriocrania,,sangii,,species,,B32:1,accepted,,,,,,,,,,,Eriocrania,,,3B4DL,1731820,3B4DL,1731820
B32:1:13,Eriocrania semipurpurella,,Eriocrania,,semipurpurella,,species,,B32:1,accepted,,,,,,,,,,,Eriocrania,,,3B4DM,1731826,3B4DM,1731826
B32:1:14,Opostega salaciella,,Opostega,,salaciella,,species,,B32:1,accepted,,,,,,,,,,,Opostega,,,74S7W,1735532,74S7W,1735532
B32:1:15,Pseudopostega auritella,,Pseudopostega,,auritella,,species,,B32:1,accepted,,,,,,,,,,,Pseudopostega,,,4P8PW,4527342,4P8PW,4527342
B32:1:16,Pseudopostega crepusculella,,Pseudopostega,,crepusculella,,species,,B32:1,accepted,,,,,,,,,,,Pseudopostega,,,4P8QL,4527339,4P8QL,4527339
B32:1:17,Stigmella lapponica,,Stigmella,,lapponica,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52M4Z,5769734,52M4Z,5769734
B32:1:18,Stigmella confusella,,Stigmella,,confusella,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,6ZSZ6,5769718,6ZSZ6,5769718
B32:1:19,Stigmella freyella,,Stigmella,,freyella,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52LZJ,5769726,52LZJ,5769726
B32:1:20,Stigmella tiliae,,Stigmella,,tiliae,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52MDM,5102471,52MDM,5102471
B32:1:21,Stigmella betulicola,,Stigmella,,betulicola,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52LVJ,12005640,52LVJ,12005640
B32:1:22,Stigmella nivenburgensis,,Stigmella,,nivenburgensis,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52M7K,9031593,52M7K,9031593
B32:1:23,Stigmella sakhalinella,,Stigmella,,sakhalinella,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52MBJ,5769757,52MBJ,5769757
B32:1:24,Stigmella luteella,,Stigmella,,luteella,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52M5R,5102480,52M5R,5102480
B32:1:25,Stigmella glutinosae,,Stigmella,,glutinosae,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52M24,5102455,52M24,5102455
B32:1:26,Stigmella alnetella,,Stigmella,,alnetella,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52LTY,5102559,52LTY,5102559
B32:1:27,Stigmella microtheriella,,Stigmella,,microtheriella,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52M6J,5769761,52M6J,5769761
B32:1:28,Stigmella prunetorum,,Stigmella,,prunetorum,,species,,B32:1,accepted,,,,,,,,,,,Stigmella,,,52M9W,5102495,52M9W,5102495
