scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B101:1:1,"Nothochrysinae Navas, 1910","Navas, 1910",,,,,subfamily,,B101:1,accepted,,,,,,,,,,Nothochrysinae,,,,,,,
B101:1:2,"Nothochrysa McLachlan, 1868","McLachlan, 1868",,,,,genus,,B101:1,accepted,,,B101:1:1,"Nothochrysinae Navas, 1910",,,,,,Nothochrysinae,Nothochrysa,,Nothochrysinae,653R,2103955,653R,2103955
B101:1:3,"Nothochrysa fulviceps (Stephens, 1836)","(Stephens, 1836)",Nothochrysa,,fulviceps,,species,,B101:1,accepted,,,B101:1:2,"Nothochrysa McLachlan, 1868",,,,,,Nothochrysinae,Nothochrysa,,Nothochrysinae | Nothochrysa,47ST5,2103965,47ST5,2103965
B101:1:4,"Nothochrysa capitata (Fabricius, 1793)","(Fabricius, 1793)",Nothochrysa,,capitata,,species,,B101:1,accepted,,,B101:1:2,"Nothochrysa McLachlan, 1868",,,,,,Nothochrysinae,Nothochrysa,,Nothochrysinae | Nothochrysa,47SSP,2103956,47SSP,2103956
B101:1:5,"Hypochrysa Hagen, 1866","Hagen, 1866",,,,,genus,,B101:1,accepted,,,B101:1:1,"Nothochrysinae Navas, 1910",,,,,,Nothochrysinae,Hypochrysa,,Nothochrysinae,52NJ,2104964,52NJ,2104964
B101:1:6,"Hypochrysa elegans (Burmeister, 1839)","(Burmeister, 1839)",Hypochrysa,,elegans,,species,,B101:1,accepted,,,B101:1:5,"Hypochrysa Hagen, 1866",,,,,,Nothochrysinae,Hypochrysa,,Nothochrysinae | Hypochrysa,6MPVB,5165419,6MPVB,5165419
B101:1:7,"Hypochrysa nobilis (Schneider, 1851)","(Schneider, 1851)",Hypochrysa,,nobilis,,species,,B101:1,synonym,B101:1:6,"Hypochrysa elegans (Burmeister, 1839)",,,,,,,,Nothochrysinae,Hypochrysa,,Nothochrysinae | Hypochrysa,6N27B,5165421,6MPVB,5165419
B101:1:8,"Hypochrysa pernobilis Tjeder, 1967","Tjeder, 1967",Hypochrysa,,pernobilis,,species,,B101:1,synonym,B101:1:6,"Hypochrysa elegans (Burmeister, 1839)",,,,,,,,Nothochrysinae,Hypochrysa,,Nothochrysinae | Hypochrysa,6MPVD,5165420,6MPVB,5165419
B101:1:9,"Chrysopinae Schneider, 1851","Schneider, 1851",,,,,subfamily,,B101:1,accepted,,,,,,,,,,Chrysopinae,,,,,,,
B101:1:10,"Nineta Navás, 1912","Navás, 1912",,,,,genus,,B101:1,accepted,,,B101:1:9,"Chrysopinae Schneider, 1851",,,,,,Chrysopinae,Nineta,,Chrysopinae,647L,2104130,647L,2104130
B101:1:11,"Nineta flava (Scopoli, 1763)","(Scopoli, 1763)",Nineta,,flava,,species,,B101:1,accepted,,,B101:1:10,"Nineta Navás, 1912",,,,,,Chrysopinae,Nineta,,Chrysopinae | Nineta,47FF7,2104131,47FF7,2104131
B101:1:12,"Nineta vittata (Wesmael, 1841)","(Wesmael, 1841)",Nineta,,vittata,,species,,B101:1,accepted,,,B101:1:10,"Nineta Navás, 1912",,,,,,Chrysopinae,Nineta,,Chrysopinae | Nineta,47FFL,2104157,47FFL,2104157
B101:1:13,"Nineta pallida (Schneider, 1846)","(Schneider, 1846)",Nineta,,pallida,,species,,B101:1,accepted,,,B101:1:10,"Nineta Navás, 1912",,,,,,Chrysopinae,Nineta,,Chrysopinae | Nineta,47FFF,2104141,47FFF,2104141
