scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2408:1:1,"Colletes Latreille, 1802","Latreille, 1802",,,,,genus,,B2408:1,accepted,,,,,,,,,,,Colletes,,,"Colletes LATREILLE, 1802",,3SBT,1348504,3SBT,1348504
B2408:1:2,Colletes nigricans-group,,Colletes,,,,group,,B2408:1,accepted,,,B2408:1:1,"Colletes Latreille, 1802",,,,,,,Colletes,,Colletes,nigricans,,,,,
B2408:1:3,"Colletes eous Morice, 1904","Morice, 1904",Colletes,,eous,,species,,B2408:1,accepted,,,B2408:1:2,Colletes nigricans-group,,,,,,,Colletes,,Colletes | Colletes nigricans-group,"eous MORICE, 1904",,X3BX,1348863,X3BX,1348863
B2408:1:4,"Colletes nigricans Gistel, 1857","Gistel, 1857",Colletes,,nigricans,,species,,B2408:1,accepted,,,B2408:1:2,Colletes nigricans-group,,,,,,,Colletes,,Colletes | Colletes nigricans-group,"nigricans GISTEL, 1857",,X3GQ,1348905,X3GQ,1348905
B2408:1:5,Colletes carinatus-group,,Colletes,,,,group,,B2408:1,accepted,,,B2408:1:1,"Colletes Latreille, 1802",,,,,,,Colletes,,Colletes,carinatus,,,,,
B2408:1:6,"Colletes carinatus Radoszkowski, 1891","Radoszkowski, 1891",Colletes,,carinatus,,species,,B2408:1,accepted,,,B2408:1:5,Colletes carinatus-group,,,,,,,Colletes,,Colletes | Colletes carinatus-group,"carinatus RADOSZKOWSKI, 1891",,X39X,1348996,X39X,1348996
B2408:1:7,"Colletes gallicus Radoszkowski, 1891","Radoszkowski, 1891",Colletes,,gallicus,,species,,B2408:1,accepted,,,B2408:1:5,Colletes carinatus-group,,,,,,,Colletes,,Colletes | Colletes carinatus-group,"gallicus RADOSZKOWSKI, 1891",,X3CQ,1348616,X3CQ,1348616
B2408:1:8,Colletes hylaeiformis-group,,Colletes,,,,group,,B2408:1,accepted,,,B2408:1:1,"Colletes Latreille, 1802",,,,,,,Colletes,,Colletes,hylaeiformis,,,,,
B2408:1:9,"Colletes hylaeiformis Eversmann, 1852","Eversmann, 1852",Colletes,,hylaeiformis,,species,,B2408:1,accepted,,,B2408:1:8,Colletes hylaeiformis-group,,,,,,,Colletes,,Colletes | Colletes hylaeiformis-group,"hylaeiformis EVERSMANN, 1852",,X3DQ,1348850,X3DQ,1348850
B2408:1:10,Colletes caspicus-group,,Colletes,,,,group,,B2408:1,accepted,,,B2408:1:1,"Colletes Latreille, 1802",,,,,,,Colletes,,Colletes,caspicus,,,,,
B2408:1:11,"Colletes caspicus Morawitz, 1874","Morawitz, 1874",Colletes,,caspicus,,species,,B2408:1,accepted,,,B2408:1:10,Colletes caspicus-group,,,,,,,Colletes,,Colletes | Colletes caspicus-group,"caspicus MORAWITZ, 1874",,5ZLS5,1348979,5ZLS5,1348979
B2408:1:12,"Colletes maidli Noskiewicz, 1936","Noskiewicz, 1936",Colletes,,maidli,,species,,B2408:1,accepted,,,B2408:1:10,Colletes caspicus-group,,,,,,,Colletes,,Colletes | Colletes caspicus-group,"maidli NOSKIEWICZ, 1936",,5ZM6L,1348836,5ZM6L,1348836
B2408:1:13,Colletes fodiens-group,,Colletes,,,,group,,B2408:1,accepted,,,B2408:1:1,"Colletes Latreille, 1802",,,,,,,Colletes,,Colletes,fodiens,,,,,
B2408:1:14,"Colletes fodiens (Geoffroy, 1785)","(Geoffroy, 1785)",Colletes,,fodiens,,species,,B2408:1,accepted,,,B2408:1:13,Colletes fodiens-group,,,,,,,Colletes,,Colletes | Colletes fodiens-group,"fodiens (GEOFFROY, 1785)",,X3CC,11033848,X3CC,11033848
B2408:1:15,"Colletes inexpectatus Noskiewicz, 1936","Noskiewicz, 1936",Colletes,,inexpectatus,,species,,B2408:1,accepted,,,B2408:1:13,Colletes fodiens-group,,,,,,,Colletes,,Colletes | Colletes fodiens-group,"inexpectatus NOSKIEWICZ, 1936",,X3DW,1348797,X3DW,1348797
B2408:1:16,"Colletes similis Schenck, 1853","Schenck, 1853",Colletes,,similis,,species,,B2408:1,accepted,,,B2408:1:13,Colletes fodiens-group,,,,,,,Colletes,,Colletes | Colletes fodiens-group,"similis SCHENCK, 1853",,X3KP,1348950,X3KP,1348950
B2408:1:17,Colletes senilis-group,,Colletes,,,,group,,B2408:1,accepted,,,B2408:1:1,"Colletes Latreille, 1802",,,,,,,Colletes,,Colletes,senilis,,,,,
