scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B546:1:1,Pieridae,,,,,,family,,B546:1,accepted,,,,,,,,,Pieridae,,,,,625MK,5481
B546:1:2,Anthocharis,,,,,,genus,,B546:1,accepted,,,B546:1:1,Pieridae,,,,,Pieridae,,Anthocharis,,Pieridae,XDF,1919696
B546:1:3,Anthocharis cardamines,,Anthocharis,,cardamines,,species,,B546:1,accepted,,,B546:1:2,Anthocharis,,,,,Pieridae,,Anthocharis,,Pieridae | Anthocharis,5VC9R,1919712
B546:1:4,Aporia,,,,,,genus,,B546:1,accepted,,,B546:1:1,Pieridae,,,,,Pieridae,,Aporia,,Pieridae,Z3J,8319926
B546:1:5,Aporia crataegi,,Aporia,,crataegi,,species,,B546:1,accepted,,,B546:1:4,Aporia,,,,,Pieridae,,Aporia,,Pieridae | Aporia,5VQKD,1920218
B546:1:6,Gonepteryx,,,,,,genus,,B546:1,accepted,,,B546:1:1,Pieridae,,,,,Pieridae,,Gonepteryx,,Pieridae,4PZD,1920704
B546:1:7,Gonepteryx rhamni,,Gonepteryx,,rhamni,,species,,B546:1,accepted,,,B546:1:6,Gonepteryx,,,,,Pieridae,,Gonepteryx,,Pieridae | Gonepteryx,6L326,1920712
B546:1:8,Colias,,,,,,genus,,B546:1,accepted,,,B546:1:1,Pieridae,,,,,Pieridae,,Colias,,Pieridae,3S9M,11311228
B546:1:9,Colias alfacariensis,,Colias,,alfacariensis,,species,,B546:1,accepted,,,B546:1:8,Colias,,,,,Pieridae,,Colias,,Pieridae | Colias,5ZLPL,8203812
B546:1:10,Colias crocea,,Colias,,crocea,,species,,B546:1,accepted,,,B546:1:8,Colias,,,,,Pieridae,,Colias,,Pieridae | Colias,5ZLQ4,5137612
B546:1:11,Leptidea,,,,,,genus,,B546:1,accepted,,,B546:1:1,Pieridae,,,,,Pieridae,,Leptidea,,Pieridae,5CTM,11251585
B546:1:12,Leptidea sinapis,,Leptidea,,sinapis,,species,,B546:1,accepted,,,B546:1:11,Leptidea,,,,,Pieridae,,Leptidea,,Pieridae | Leptidea,3TJNN,5137903
B546:1:13,Pieris,,,,,,genus,,B546:1,accepted,,,B546:1:1,Pieridae,,,,,Pieridae,,Pieris,,Pieridae,6QB2,1920481
B546:1:14,Pieris rapae,,Pieris,,rapae,,species,,B546:1,accepted,,,B546:1:13,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRRC,1920496
B546:1:15,Pieris napi,,Pieris,,napi,,species,,B546:1,accepted,,,B546:1:13,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRQQ,1920494
B546:1:16,Pieris brassicae,,Pieris,,brassicae,,species,,B546:1,accepted,,,B546:1:13,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRN4,1920506
B546:1:17,Papilionidae,,,,,,family,,B546:1,accepted,,,,,,,,,Papilionidae,,,,,DX5,9417
B546:1:18,Parnassius,,,,,,genus,,B546:1,accepted,,,B546:1:17,Papilionidae,,,,,Papilionidae,,Parnassius,,Papilionidae,6HYL,1938238
B546:1:19,Parnassius apollo,,Parnassius,,apollo,,species,,B546:1,accepted,,,B546:1:18,Parnassius,,,,,Papilionidae,,Parnassius,,Papilionidae | Parnassius,4DQ9X,1938810
B546:1:20,Parnassius mnemosyne,,Parnassius,,mnemosyne,,species,,B546:1,accepted,,,B546:1:18,Parnassius,,,,,Papilionidae,,Parnassius,,Papilionidae | Parnassius,4DQB6,1938520
B546:1:21,Iphiclides,,,,,,genus,,B546:1,accepted,,,B546:1:17,Papilionidae,,,,,Papilionidae,,Iphiclides,,Papilionidae,54T7,1938213
B546:1:22,Iphiclides podalirius,,Iphiclides,,podalirius,,species,,B546:1,accepted,,,B546:1:21,Iphiclides,,,,,Papilionidae,,Iphiclides,,Papilionidae | Iphiclides,6N94P,1938214
B546:1:23,Lycaenidae,,,,,,family,,B546:1,accepted,,,,,,,,,Lycaenidae,,,,,34ad2f0e-966e-4bc4-80a4-1ab8b4f148e7,5473
B546:1:24,Celastrina,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Celastrina,,Lycaenidae,9CKBC,1925804
B546:1:25,Celastrina argiolus,,Celastrina,,argiolus,,species,,B546:1,accepted,,,B546:1:24,Celastrina,,,,,Lycaenidae,,Celastrina,,Lycaenidae | Celastrina,S2R3,1925918
B546:1:26,Polyommatus,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Polyommatus,,Lycaenidae,9CLR4,1933268
B546:1:27,Polyommatus amandus,,Polyommatus,,amandus,,species,,B546:1,accepted,,,B546:1:26,Polyommatus,,,,,Lycaenidae,,Polyommatus,,Lycaenidae | Polyommatus,,7597891
B546:1:28,Polyommatus icarus,,Polyommatus,,icarus,,species,,B546:1,accepted,,,B546:1:26,Polyommatus,,,,,Lycaenidae,,Polyommatus,,Lycaenidae | Polyommatus,4LCR7,5140214
B546:1:29,Cupido,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Cupido,,Lycaenidae,9CKGL,3257152
B546:1:30,Cupido minimus,,Cupido,,minimus,,species,,B546:1,accepted,,,B546:1:29,Cupido,,,,,Lycaenidae,,Cupido,,Lycaenidae | Cupido,32FR9,1926260
B546:1:31,Plebejus,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Plebejus,,Lycaenidae,9CJ39,1923058
B546:1:32,Plebejus argus,,Plebejus,,argus,,species,,B546:1,accepted,,,B546:1:31,Plebejus,,,,,Lycaenidae,,Plebejus,,Lycaenidae | Plebejus,4K2C4,5138561
B546:1:33,Cyaniris,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Cyaniris,,Lycaenidae,9CKGT,1928447
B546:1:34,Cyaniris semiargus,,Cyaniris,,semiargus,,species,,B546:1,accepted,,,B546:1:33,Cyaniris,,,,,Lycaenidae,,Cyaniris,,Lycaenidae | Cyaniris,32NGW,5139156
B546:1:35,Aricia,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Aricia,,Lycaenidae,9CHY3,1933094
B546:1:36,Aricia agestis,,Aricia,,agestis,,species,,B546:1,accepted,,,B546:1:35,Aricia,,,,,Lycaenidae,,Aricia,,Lycaenidae | Aricia,GLXN,1933095
B546:1:37,Maculinea,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Maculinea,,Lycaenidae,9CJ2S,1922308
B546:1:38,Maculinea arion,,Maculinea,,arion,,species,,B546:1,accepted,,,B546:1:37,Maculinea,,,,,Lycaenidae,,Maculinea,,Lycaenidae | Maculinea,3XDQM,1922311
B546:1:39,Glaucopsyche,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Glaucopsyche,,Lycaenidae,9CKW2,1924047
B546:1:40,Glaucopsyche alexis,,Glaucopsyche,,alexis,,species,,B546:1,accepted,,,B546:1:39,Glaucopsyche,,,,,Lycaenidae,,Glaucopsyche,,Lycaenidae | Glaucopsyche,9CWYS,1924097
B546:1:41,Lysandra,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Lysandra,,Lycaenidae,9CL8S,11319183
B546:1:42,Lysandra bellargus,,Lysandra,,bellargus,,species,,B546:1,accepted,,,B546:1:41,Lysandra,,,,,Lycaenidae,,Lysandra,,Lycaenidae | Lysandra,9DBMB,7895859
B546:1:43,Lysandra cordinon,,Lysandra,,cordinon,,species,,B546:1,accepted,,,B546:1:41,Lysandra,,,,,Lycaenidae,,Lysandra,,Lycaenidae | Lysandra,9CL8S,11319183
B546:1:44,Lycaena,,,,,,genus,,B546:1,accepted,,,B546:1:23,Lycaenidae,,,,,Lycaenidae,,Lycaena,,Lycaenidae,9CJ2Q,11329683
