scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1378:3:1,"Lygaeidae Schilling, 1829","Schilling, 1829",,,,,family,,B1378:3,accepted,,,,,,,,,Lygaeidae,,,,,8NKMB,7888,8NKMB,7888
B1378:3:2,"Myodochidae Kirkaldy, 1899","Kirkaldy, 1899",,,,,family,,B1378:3,synonym,B1378:3:1,"Lygaeidae Schilling, 1829",,,,,,,Myodochidae,,,,,,4290015,,7888
B1378:3:3,"Lygaeinae Amyot & Serville, 1843","Amyot & Serville, 1843",,,,,subfamily,,B1378:3,accepted,,,B1378:3:1,"Lygaeidae Schilling, 1829",,,,,Lygaeidae,Lygaeinae,,,Lygaeidae,8NKXC,,8NKXC,
B1378:3:4,"Tropidothorax Bergroth, 1894","Bergroth, 1894",,,,,genus,,B1378:3,accepted,,,B1378:3:3,"Lygaeinae Amyot & Serville, 1843",,,,,Lygaeidae,Lygaeinae,Tropidothorax,,Lygaeidae | Lygaeinae,8P2G4,4407191,8P2G4,4407191
B1378:3:5,"Tropidothorax leucopterus (Goeze, 1778)","(Goeze, 1778)",Tropidothorax,,leucopterus,,species,,B1378:3,accepted,,,B1378:3:4,"Tropidothorax Bergroth, 1894",,,,,Lygaeidae,Lygaeinae,Tropidothorax,,Lygaeidae | Lygaeinae | Tropidothorax,59CJ2,4486301,59CJ2,4486301
B1378:3:6,"Cimex leucopterus Goeze, 1778","Goeze, 1778",Cimex,,leucopterus,,species,,B1378:3,synonym,B1378:3:5,"Tropidothorax leucopterus (Goeze, 1778)",,,,,,,Lygaeidae,Lygaeinae,Tropidothorax,,Lygaeidae | Lygaeinae | Tropidothorax,8Q6SD,4486302,59CJ2,4486301
B1378:3:7,"Lygaeus Fabricius, 1794","Fabricius, 1794",,,,,genus,,B1378:3,accepted,,,B1378:3:3,"Lygaeinae Amyot & Serville, 1843",,,,,Lygaeidae,Lygaeinae,Lygaeus,,Lygaeidae | Lygaeinae,8NNXR,2007851,8NNXR,2007851
B1378:3:8,"Spilostethus Stål, 1868","Stål, 1868",,,,,genus,,B1378:3,synonym,B1378:3:7,"Lygaeus Fabricius, 1794",,,,,,,Lygaeidae,Lygaeinae,Spilostethus,,Lygaeidae | Lygaeinae,8NZDR,4407676,8NZDR,4407676
B1378:3:9,"Lygaeus equestris (Linnaeus, 1758)","(Linnaeus, 1758)",Lygaeus,,equestris,,species,,B1378:3,accepted,,,B1378:3:7,"Lygaeus Fabricius, 1794",,,,,Lygaeidae,Lygaeinae,Lygaeus,,Lygaeidae | Lygaeinae | Lygaeus,3WP92,2007862,3WP92,2007862
B1378:3:10,"Cimex equestris Linnaeus, 1758","Linnaeus, 1758",Cimex,,equestris,,species,,B1378:3,synonym,B1378:3:9,"Lygaeus equestris (Linnaeus, 1758)",,,,,,,Lygaeidae,Lygaeinae,Lygaeus,,Lygaeidae | Lygaeinae | Lygaeus,VC6S,2007863,3WP92,2007862
