scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B516:2:1,Vespinae,,,,,,subfamily,,B516:2,accepted,,,,,,,,,,Vespinae,,,,,
B516:2:2,Vespa,,,,,,genus,,B516:2,accepted,,,B516:2:1,Vespinae,,,,,,Vespinae,Vespa,,Vespinae,86JM,1311334
B516:2:3,Vespa affinis,,Vespa,,affinis,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,5B9QF,1311357
B516:2:4,Vespa analis,,Vespa,,analis,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,5B9QR,11004388
B516:2:5,Vespa cincta,,Vespa,,cincta,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,5B9SJ,7780410
B516:2:6,Vespa crabro,,Vespa,,crabro,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,5B9T3,1311527
B516:2:7,Vespa mongolica,,Vespa,,mongolica,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,86JM,1311334
B516:2:8,Vespa parallela,,Vespa,,parallela,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,86JM,1311334
B516:2:9,Vespa tropica,,Vespa,,tropica,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,7G3C3,1311336
B516:2:10,Vespa velutina,,Vespa,,velutina,,species,,B516:2,accepted,,,B516:2:2,Vespa,,,,,,Vespinae,Vespa,,Vespinae | Vespa,7G3C6,1311477
B516:2:11,Provespa,,,,,,genus,,B516:2,accepted,,,B516:2:1,Vespinae,,,,,,Vespinae,Provespa,,Vespinae,6Y4X,1310483
B516:2:12,Provespa anomala,,Provespa,,anomala,,species,,B516:2,accepted,,,B516:2:11,Provespa,,,,,,Vespinae,Provespa,,Vespinae | Provespa,4N82J,1310484
B516:2:13,Dolichovespula,,,,,,genus,,B516:2,accepted,,,B516:2:1,Vespinae,,,,,,Vespinae,Dolichovespula,,Vespinae,47KP,1311794
