scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B29:1:1,Neuroptera,,,,,,order,,B29:1,accepted,,,,,,,,Neuroptera,,,,,,3ND,1501
B29:1:2,Planipennia,,,,,,suborder,,B29:1,accepted,,,B29:1:1,Neuroptera,,,,Neuroptera,,,,,Neuroptera,,
B29:1:3,Myrmeleontidae Newm.,Newm.,,,,,family,,B29:1,accepted,,,B29:1:2,Planipennia,,,,Neuroptera,Myrmeleontidae,,,,Neuroptera | Planipennia,D3X,5471
B29:1:4,Myrmeleon Linn.,Linn.,,,,,genus,,B29:1,accepted,,,B29:1:3,Myrmeleontidae Newm.,,,,Neuroptera,Myrmeleontidae,,Myrmeleon,,Neuroptera | Planipennia | Myrmeleontidae,5WNV,2100347
B29:1:5,Myrmeleon formicarius Linn.,Linn.,Myrmeleon,,formicarius,,species,,B29:1,accepted,,,B29:1:4,Myrmeleon Linn.,,,,Neuroptera,Myrmeleontidae,,Myrmeleon,,Neuroptera | Planipennia | Myrmeleontidae | Myrmeleon,45BXT,2100670
B29:1:6,Euroleon Esb.-P.,Esb.-P.,,,,,genus,,B29:1,accepted,,,B29:1:3,Myrmeleontidae Newm.,,,,Neuroptera,Myrmeleontidae,,Euroleon,,Neuroptera | Planipennia | Myrmeleontidae,4GM3,2097891
B29:1:7,Euroleon europaeus Mac,Mac,Euroleon,,europaeus,,species,Lachl.,B29:1,accepted,,,B29:1:6,Euroleon Esb.-P.,,,,Neuroptera,Myrmeleontidae,,Euroleon,,Neuroptera | Planipennia | Myrmeleontidae | Euroleon,3D28P,2097903
B29:1:8,Osmylidae Newm.,Newm.,,,,,family,,B29:1,accepted,,,B29:1:2,Planipennia,,,,Neuroptera,Osmylidae,,,,Neuroptera | Planipennia,DRB,9380
B29:1:9,Osmylus Latr.,Latr.,,,,,genus,,B29:1,accepted,,,B29:1:8,Osmylidae Newm.,,,,Neuroptera,Osmylidae,,Osmylus,,Neuroptera | Planipennia | Osmylidae,63GQF,2097149
B29:1:10,Osmylus chrysops Linn.,Linn.,Osmylus,,chrysops,,species,,B29:1,accepted,,,B29:1:9,Osmylus Latr.,,,,Neuroptera,Osmylidae,,Osmylus,,Neuroptera | Planipennia | Osmylidae | Osmylus,75BYZ,5165431
