scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B20:1:1,Sphecidae,,,,,,family,,B20:1,accepted,,,,,,,,,Sphecidae,,,,,GH7,4352
B20:1:2,Ampulicinae,,,,,,subfamily,,B20:1,accepted,,,B20:1:1,Sphecidae,,,,,Sphecidae,Ampulicinae,,,Sphecidae,J52,
B20:1:3,"Dolichurus Latreille, 1809","Latreille, 1809",,,,,genus,,B20:1,accepted,,,B20:1:2,Ampulicinae,,,,,Sphecidae,Ampulicinae,Dolichurus,,Sphecidae | Ampulicinae,47KX,1338953
B20:1:4,"Dolichurus corniculus (Spinola, 1808)","(Spinola, 1808)",Dolichurus,,corniculus,,species,,B20:1,accepted,,,B20:1:3,"Dolichurus Latreille, 1809",,,,,Sphecidae,Ampulicinae,Dolichurus,,Sphecidae | Ampulicinae | Dolichurus,377H3,1339010
B20:1:5,"Pompilus corniculus Spinola, 1808","Spinola, 1808",Pompilus,,corniculus,,species,,B20:1,synonym,B20:1:4,"Dolichurus corniculus (Spinola, 1808)",,,,,,,Sphecidae,Ampulicinae,Dolichurus,,Sphecidae | Ampulicinae | Dolichurus,786M8,1339011
B20:1:6,Sphecinae,,,,,,subfamily,,B20:1,accepted,,,B20:1:1,Sphecidae,,,,,Sphecidae,Sphecinae,,,Sphecidae,KCR,
B20:1:7,"Sphex Linné, 1758","Linné, 1758",,,,,genus,,B20:1,accepted,,,B20:1:6,Sphecinae,,,,,Sphecidae,Sphecinae,Sphex,,Sphecidae | Sphecinae,7KTN,1311747
B20:1:8,"Sphex rufocinctus Brullé, 1832","Brullé, 1832",Sphex,,rufocinctus,,species,,B20:1,accepted,,,B20:1:7,"Sphex Linné, 1758",,,,,Sphecidae,Sphecinae,Sphex,,Sphecidae | Sphecinae | Sphex,4YZ26,1347638
B20:1:9,"Sphex rufocincta Brullé, 1832","Brullé, 1832",Sphex,,rufocincta,,species,,B20:1,synonym,B20:1:8,"Sphex rufocinctus Brullé, 1832",,,,,,,Sphecidae,Sphecinae,Sphex,,Sphecidae | Sphecinae | Sphex,4YZ26,1347638
B20:1:10,Sphex maxillosa,,Sphex,,maxillosa,,species,"auctt., nec Fabricius",B20:1,synonym,B20:1:8,"Sphex rufocinctus Brullé, 1832",,,,,,,Sphecidae,Sphecinae,Sphex,,Sphecidae | Sphecinae | Sphex,6YYTD,1346788
B20:1:11,"Podalonia Fernald, 1927","Fernald, 1927",,,,,genus,,B20:1,accepted,,,B20:1:6,Sphecinae,,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae,63NKS,1347780
B20:1:12,"Podalonia hirsuta (Scopoli, 1763)","(Scopoli, 1763)",Podalonia,,hirsuta,,species,,B20:1,accepted,,,B20:1:11,"Podalonia Fernald, 1927",,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,77R9Q,1347914
B20:1:13,"Sphex hirsuta Scopoli, 1763","Scopoli, 1763",Sphex,,hirsuta,,species,,B20:1,synonym,B20:1:12,"Podalonia hirsuta (Scopoli, 1763)",,,,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,4YYQK,1347496
B20:1:14,Podalonia viatica,,Podalonia,,viatica,,species,auctt.,B20:1,synonym,B20:1:12,"Podalonia hirsuta (Scopoli, 1763)",,,,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,,11235262
B20:1:15,"Podalonia affinis (Kirby, 1798)","(Kirby, 1798)",Podalonia,,affinis,,species,,B20:1,accepted,,,B20:1:11,"Podalonia Fernald, 1927",,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,4KP93,1347885
B20:1:16,"Ammophila affinis Kirby, 1798","Kirby, 1798",Ammophila,,affinis,,species,,B20:1,synonym,B20:1:15,"Podalonia affinis (Kirby, 1798)",,,,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,66CPJ,5041694
B20:1:17,"Podalonia luffii Saunders, 1903","Saunders, 1903",Podalonia,,luffii,,species,,B20:1,accepted,,,B20:1:11,"Podalonia Fernald, 1927",,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,77QY5,1347842
B20:1:18,"Podalonia arenaria Lüderwaldt, 1897","Lüderwaldt, 1897",Podalonia,,arenaria,,species,,B20:1,synonym,B20:1:17,"Podalonia luffii Saunders, 1903",,,,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,6VQY2,9989443
B20:1:19,"Ammophila Kirby, 1798","Kirby, 1798",,,,,genus,,B20:1,accepted,,,B20:1:6,Sphecinae,,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae,TY5,1346141
B20:1:20,"Ammophila sabulosa (Linné, 1758)","(Linné, 1758)",Ammophila,,sabulosa,,species,,B20:1,accepted,,,B20:1:19,"Ammophila Kirby, 1798",,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,CV7M,5041296
B20:1:21,"Sphex sabulosus Linné, 1758","Linné, 1758",Sphex,,sabulosus,,species,,B20:1,synonym,B20:1:20,"Ammophila sabulosa (Linné, 1758)",,,,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,6YZ68,1346539
B20:1:22,"Ammophila pubescens Curtis, 1829","Curtis, 1829",Ammophila,,pubescens,,species,,B20:1,accepted,,,B20:1:19,"Ammophila Kirby, 1798",,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,CV6L,11042798
B20:1:23,"Ammophila susterai Šnoflák, 1943","Šnoflák, 1943",Ammophila,,susterai,,species,,B20:1,synonym,B20:1:22,"Ammophila pubescens Curtis, 1829",,,,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,CV8S,10167144
