scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2890:1:1,"Aeliini Stål, 1872","Stål, 1872",,,,,tribe,,B2890:1,accepted,,,,,,,,,,,,,,"Aeliini Stål, 1872",,,,,
B2890:1:2,"Aelia Fabricius, 1803","Fabricius, 1803",,,,,genus,,B2890:1,accepted,,,B2890:1:1,"Aeliini Stål, 1872",,,,,,,Aelia,,Aeliini,"Aelia Fabricius, 1803",,L6T9Y,2079121,L6T9Y,2079121
B2890:1:3,"Oelia Laporte de Castelnau, 1832","Laporte de Castelnau, 1832",,,,,genus,,B2890:1,synonym,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,,,Oelia,,Aeliini,"Oelia Laporte de Castelnau, 1832",,,,,
B2890:1:4,"Aelia acuminata (Linnaeus, 1758)","(Linnaeus, 1758)",Aelia,,acuminata,,species,,B2890:1,accepted,,,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,Aelia,,Aeliini | Aelia,"acuminata (Linnaeus, 1758)",,L6TB6,2079123,L6TB6,2079123
B2890:1:5,"Cimex acuminatus Linnaeus, 1758","Linnaeus, 1758",Cimex,,acuminatus,,species,,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Cimex acuminatus Linnaeus, 1758",,V482D,2079125,L6TB6,2079123
B2890:1:6,"Cimex rostratus De Geer, 1773","De Geer, 1773",Cimex,,rostratus,,species,,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Cimex rostratus De Geer, 1773",,VCD6,8158672,KZVP4,8158672
B2890:1:7,"Cimex tessarophthalmus Schrank, 1781","Schrank, 1781",Cimex,,tessarophthalmus,,species,,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Cimex tessarophthalmus Schrank, 1781",,,,,
B2890:1:8,"Aelia acuminata Fabricius, 1803","Fabricius, 1803",Aelia,,acuminata,,species,,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Aelia acuminata Fabricius, 1803",,L6TB6,2079123,L6TB6,2079123
B2890:1:9,"Aelia neglecta Dallas, 1851","Dallas, 1851",Aelia,,neglecta,,species,,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Aelia neglecta Dallas, 1851",,,,,
B2890:1:10,"Aelia burmeisteri Küster, 1852","Küster, 1852",Aelia,,burmeisteri,,species,,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Aelia burmeisteri Küster, 1852",,,,,
B2890:1:11,"Aelia pallida Küster, 1852","Küster, 1852",Aelia,,pallida,,species,,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Aelia pallida Küster, 1852",,,,,
B2890:1:12,"Aelia rostrata Mulsant & Rey, 1866","Mulsant & Rey, 1866",Aelia,,rostrata,,species,nec Boheman,B2890:1,synonym,B2890:1:4,"Aelia acuminata (Linnaeus, 1758)",,,,,,,,,Aelia,,Aeliini | Aelia,"Aelia rostrata Mulsant & Rey, 1866 nec Boheman",,L6TCR,7906393,L6TCR,7906393
B2890:1:13,"Aelia klugi Hahn, 1833","Hahn, 1833",Aelia,,klugi,,species,,B2890:1,accepted,,,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,Aelia,,Aeliini | Aelia,"klugi Hahn, 1833",,L6TCD,6096804,L6TCD,6096804
B2890:1:14,"Aelia cribosa Fieber, 1868","Fieber, 1868",Aelia,,cribosa,,species,,B2890:1,accepted,,,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,Aelia,,Aeliini | Aelia,"cribosa Fieber, 1868",,,9096562,,9096562
B2890:1:15,"Aelia germari Küster, 1852","Küster, 1852",Aelia,,germari,,species,,B2890:1,accepted,,,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,Aelia,,Aeliini | Aelia,"germari Küster, 1852",,L6TC4,7847436,L6TC4,7847436
B2890:1:16,"Aelia cognata Fieber, 1868","Fieber, 1868",Aelia,,cognata,,species,,B2890:1,accepted,,,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,Aelia,,Aeliini | Aelia,"cognata Fieber, 1868",,L6TBV,7651552,L6TCW,9333024
B2890:1:17,"Aelia rostrata Boheman, 1852","Boheman, 1852",Aelia,,rostrata,,species,,B2890:1,accepted,,,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,Aelia,,Aeliini | Aelia,"rostrata Boheman, 1852",,L6TCR,7906393,L6TCR,7906393
B2890:1:18,"Cimex acuminatus Panzer, 1796","Panzer, 1796",Cimex,,acuminatus,,species,nec Linnaeus,B2890:1,synonym,B2890:1:17,"Aelia rostrata Boheman, 1852",,,,,,,,,Aelia,,Aeliini | Aelia,"Cimex acuminatus Panzer, 1796 nec Linnaeus",,V482D,2079125,L6TB6,2079123
B2890:1:19,"Aelia acuminata Hahn, 1831","Hahn, 1831",Aelia,,acuminata,,species,nec Linnaeus,B2890:1,synonym,B2890:1:17,"Aelia rostrata Boheman, 1852",,,,,,,,,Aelia,,Aeliini | Aelia,"Aelia acuminata Hahn, 1831 nec Linnaeus",,L6TB6,2079123,L6TB6,2079123
B2890:1:20,"Aelia rostrata Boheman, 1852","Boheman, 1852",Aelia,,rostrata,,species,,B2890:1,synonym,B2890:1:17,"Aelia rostrata Boheman, 1852",,,,,,,,,Aelia,,Aeliini | Aelia,"Aelia rostrata Boheman, 1852",,L6TCR,7906393,L6TCR,7906393
B2890:1:21,"Aelia furcula Fieber, 1868","Fieber, 1868",Aelia,,furcula,,species,,B2890:1,accepted,,,B2890:1:2,"Aelia Fabricius, 1803",,,,,,,Aelia,,Aeliini | Aelia,"furcula Fieber, 1868",,L6TC2,8720831,L6TC2,8720831
B2890:1:22,"Neottiglossa Kirby, 1837","Kirby, 1837",,,,,genus,,B2890:1,accepted,,,B2890:1:1,"Aeliini Stål, 1872",,,,,,,Neottiglossa,,Aeliini,"Neottiglossa Kirby, 1837",,QKRQ3,2078911,QKRQ3,2078911
B2890:1:23,"Neottiglossa Kirby,","Kirby,",Pentatoma,Neottiglossa,,,subgenus,1837.,B2890:1,synonym,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,,,Neottiglossa,Neottiglossa,Aeliini,"Pentatoma (Neottiglossa) Kirby, 1837.",,QKRQ3,,QKRQ3,
B2890:1:24,"Aelioides Dohrn, 1860","Dohrn, 1860",,,,,genus,,B2890:1,synonym,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,,,Aelioides,,Aeliini,"Aelioides Dohrn, 1860",,,4784959,,4784959
B2890:1:25,"Platysolen Fieber, 1860","Fieber, 1860",,,,,genus,,B2890:1,synonym,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,,,Platysolen,,Aeliini,"Platysolen Fieber, 1860",,,4780118,,4780118
B2890:1:26,"Aeliodes Mulsant & Rey, 1866","Mulsant & Rey, 1866",,,,,genus,,B2890:1,synonym,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,,,Aeliodes,,Aeliini,"Aeliodes Mulsant & Rey, 1866",,,,,
B2890:1:27,"Melanostoma Stål, 1872","Stål, 1872",,,,,genus,"nec Schiner, 1860",B2890:1,synonym,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,,,Melanostoma,,Aeliini,"Melanostoma Stål, 1872 nec Schiner, 1860",,BY2WS,6007377,BY2WS,6007377
B2890:1:28,"Texas Kirkaildy, 1904","Kirkaildy, 1904",Neottiglossa,Texas,,,subgenus,"nuev. nomb. para Melanostoma Stål, 1872 nec Schiner, 1860",B2890:1,synonym,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,,,Neottiglossa,Texas,Aeliini,"Neottiglossa (Texas) Kirkaildy, 1904 nuev. nomb. para Melanostoma Stål, 1872 nec Schiner, 1860",,,,,
B2890:1:29,"Neottiglossa flavomarginata (Lucas, 1849)","(Lucas, 1849)",Neottiglossa,,flavomarginata,,species,,B2890:1,accepted,,,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"flavomarginata (Lucas, 1849)",,QKRRF,4485938,QKRRF,4485938
B2890:1:30,"Pentatoma flavomarginata Lucas, 1849","Lucas, 1849",Pentatoma,,flavomarginata,,species,,B2890:1,synonym,B2890:1:29,"Neottiglossa flavomarginata (Lucas, 1849)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Pentatoma flavomarginata Lucas, 1849",,RYZYZ,9216960,QKRRF,4485938
B2890:1:31,"Platysolen griseus Fieber, 1861","Fieber, 1861",Platysolen,,griseus,,species,,B2890:1,synonym,B2890:1:29,"Neottiglossa flavomarginata (Lucas, 1849)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Platysolen griseus Fieber, 1861",,,,,
B2890:1:32,"Aelioides albomarginata Mulsant & Rey, 1866","Mulsant & Rey, 1866",Aelioides,,albomarginata,,species,,B2890:1,synonym,B2890:1:29,"Neottiglossa flavomarginata (Lucas, 1849)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Aelioides albomarginata Mulsant & Rey, 1866",,,,,
B2890:1:33,"Neottiglossa flavomarginata Puton, 1881","Puton, 1881",Neottiglossa,,flavomarginata,,species,,B2890:1,synonym,B2890:1:29,"Neottiglossa flavomarginata (Lucas, 1849)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Neottiglossa flavomarginata Puton, 1881",,QKRRF,4485938,QKRRF,4485938
B2890:1:34,"Neottiglossa bifida (Costa, 1847)","(Costa, 1847)",Neottiglossa,,bifida,,species,,B2890:1,accepted,,,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"bifida (Costa, 1847)",,QKRQ9,4485942,QKRQ9,4485942
B2890:1:35,"Aelia bifida Costa, 1847","Costa, 1847",Aelia,,bifida,,species,,B2890:1,synonym,B2890:1:34,"Neottiglossa bifida (Costa, 1847)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Aelia bifida Costa, 1847",,L6TBQ,8966096,QKRQ9,4485942
B2890:1:36,"Neottiglossa bifida Puton, 1881","Puton, 1881",Neottiglossa,,bifida,,species,,B2890:1,synonym,B2890:1:34,"Neottiglossa bifida (Costa, 1847)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Neottiglossa bifida Puton, 1881",,QKRQ9,4485942,QKRQ9,4485942
B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)","(Gmelin, 1789)",Neottiglossa,,pusilla,,species,,B2890:1,accepted,,,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"pusilla (Gmelin, 1789)",,QKRS5,4485936,QKRS5,4485936
B2890:1:38,"Cimex griseus subsp. nigropunctatus De Geer, 1773","De Geer, 1773",Cimex,,griseus,nigropunctatus,subspecies,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Cimex griseus nigropunctatus De Geer, 1773",,,,,
B2890:1:39,"Cimex pusillus Gmelin, 1789","Gmelin, 1789",Cimex,,pusillus,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Cimex pusillus Gmelin, 1789",,MZ5TN,4485937,QKRS5,4485936
B2890:1:40,"Cimex perlatus Panzer, 1796","Panzer, 1796",Cimex,,perlatus,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Cimex perlatus Panzer, 1796",,,,,
B2890:1:41,"Cydnus inflexus Wolff, 1806","Wolff, 1806",Cydnus,,inflexus,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Cydnus inflexus Wolff, 1806",,,,,
B2890:1:42,"Eysarcoris inflexus Hahn, 1834","Hahn, 1834",Eysarcoris,,inflexus,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Eysarcoris inflexus Hahn, 1834",,,,,
B2890:1:43,"Pentatoma inflexum Herrich-Schaeffer, 1835","Herrich-Schaeffer, 1835",Pentatoma,,inflexum,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Pentatoma inflexum Herrich-Schaeffer, 1835",,,,,
B2890:1:44,"Aelia inflexa Rambur, 1842","Rambur, 1842",Aelia,,inflexa,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Aelia inflexa Rambur, 1842",,,,,
B2890:1:45,"Sciocoris inflexus Kolenati, 1845","Kolenati, 1845",Sciocoris,,inflexus,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Sciocoris inflexus Kolenati, 1845",,,,,
B2890:1:46,"Pentatoma inflexa Gorski, 1852","Gorski, 1852",Pentatoma,Eusarcoris,inflexa,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,Eusarcoris,Aeliini | Neottiglossa,"Pentatoma (Eusarcoris) inflexa Gorski, 1852",,,,,
B2890:1:47,"Aelioides inflexa Dohrn, 1860","Dohrn, 1860",Aelioides,,inflexa,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Aelioides inflexa Dohrn, 1860",,L6TDK,11095657,QKRS5,4485936
B2890:1:48,"Piatysolen inflexus Fieber, 1861","Fieber, 1861",Piatysolen,,inflexus,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Piatysolen inflexus Fieber, 1861",,,,,
B2890:1:49,"Aeliodes inflexa Mulsant & Rey, 1866","Mulsant & Rey, 1866",Aeliodes,,inflexa,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Aeliodes inflexa Mulsant & Rey, 1866",,L6TDK,11095657,QKRS5,4485936
B2890:1:50,"Neottiglossa inflexa Puton, 1875","Puton, 1875",Neottiglossa,,inflexa,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Neottiglossa inflexa Puton, 1875",,QKRRL,9857585,QKRS5,4485936
B2890:1:51,"Aelia panzeri Krynicki e Ivan, 1871","Krynicki e Ivan, 1871",Aelia,,panzeri,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Aelia panzeri Krynicki e Ivan, 1871",,,,,
B2890:1:52,"Neottiglossa pusilla Reuter, 1884","Reuter, 1884",Neottiglossa,,pusilla,,species,,B2890:1,synonym,B2890:1:37,"Neottiglossa pusilla (Gmelin, 1789)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Neottiglossa pusilla Reuter, 1884",,QKRS5,4485936,QKRS5,4485936
B2890:1:53,"Neottiglossa lineolata (Mulsant & Rey, 1852)","(Mulsant & Rey, 1852)",Neottiglossa,,lineolata,,species,,B2890:1,accepted,,,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"lineolata (Mulsant & Rey, 1852)",,QKRRW,4485940,QKRRW,4485940
B2890:1:54,"Pentatoma lineolata Mulsant & Rey, 1852","Mulsant & Rey, 1852",Pentatoma,,lineolata,,species,,B2890:1,synonym,B2890:1:53,"Neottiglossa lineolata (Mulsant & Rey, 1852)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Pentatoma lineolata Mulsant & Rey, 1852",,RZ25J,8909639,QKRRW,4485940
B2890:1:55,"Aeliodes lineolata Mulsant & Rey, 1866","Mulsant & Rey, 1866",Aeliodes,,lineolata,,species,,B2890:1,synonym,B2890:1:53,"Neottiglossa lineolata (Mulsant & Rey, 1852)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Aeliodes lineolata Mulsant & Rey, 1866",,,,,
B2890:1:56,"Neottiglossa lineolata Puton, 1875","Puton, 1875",Neottiglossa,,lineolata,,species,,B2890:1,synonym,B2890:1:53,"Neottiglossa lineolata (Mulsant & Rey, 1852)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Neottiglossa lineolata Puton, 1875",,QKRRW,4485940,QKRRW,4485940
B2890:1:57,"Neottiglossa angulata Stichel, 1961","Stichel, 1961",Neottiglossa,,angulata,,species,,B2890:1,synonym,B2890:1:53,"Neottiglossa lineolata (Mulsant & Rey, 1852)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Neottiglossa angulata Stichel, 1961",,,,,
B2890:1:58,"Neottiglossa leporina (Herrich-Schaeffer, 1830)","(Herrich-Schaeffer, 1830)",Neottiglossa,,leporina,,species,,B2890:1,accepted,,,B2890:1:22,"Neottiglossa Kirby, 1837",,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"leporina (Herrich-Schaeffer, 1830)",,QKRQC,4485944,QKRQC,4485944
B2890:1:59,"Pentatoma leporina Herrich-Schaeffer, 1830","Herrich-Schaeffer, 1830",Pentatoma,,leporina,,species,,B2890:1,synonym,B2890:1:58,"Neottiglossa leporina (Herrich-Schaeffer, 1830)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Pentatoma leporina Herrich-Schaeffer, 1830",,RZ24X,8987517,QKRQC,4485944
B2890:1:60,"Platysolen leporinus Fieber, 1861","Fieber, 1861",Platysolen,,leporinus,,species,,B2890:1,synonym,B2890:1:58,"Neottiglossa leporina (Herrich-Schaeffer, 1830)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Platysolen leporinus Fieber, 1861",,,,,
B2890:1:61,"Neottiglossa leporina Puton, 1881","Puton, 1881",Neottiglossa,,leporina,,species,,B2890:1,synonym,B2890:1:58,"Neottiglossa leporina (Herrich-Schaeffer, 1830)",,,,,,,,,Neottiglossa,,Aeliini | Neottiglossa,"Neottiglossa leporina Puton, 1881",,QKRQC,4485944,QKRQC,4485944
B2890:1:62,"Neottiglossa leporina subsp. leporina (Herrich-Schaeffer, 1830)","(Herrich-Schaeffer, 1830)",Neottiglossa,,leporina,leporina,subspecies,,B2890:1,accepted,,,B2890:1:58,"Neottiglossa leporina (Herrich-Schaeffer, 1830)",,,,,,,Neottiglossa,,Aeliini | Neottiglossa | Neottiglossa leporina,"subsp. leporina (Herrich-Schaeffer, 1830)",,QKRRQ,9249641,QKRQC,4485944
B2890:1:63,"Neottiglossa leporina subsp. valenciana Wagner, 1960","Wagner, 1960",Neottiglossa,,leporina,valenciana,subspecies,,B2890:1,accepted,,,B2890:1:58,"Neottiglossa leporina (Herrich-Schaeffer, 1830)",,,,,,,Neottiglossa,,Aeliini | Neottiglossa | Neottiglossa leporina,"subsp. valenciana Wagner, 1960",,QKRRV,10900837,QKRQC,4485944
