scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B536:1:1,Pieridae,,,,,,family,,B536:1,accepted,,,,,,,,,Pieridae,,,,,625MK,5481,625MK,5481
B536:1:2,Aporia,,,,,,genus,,B536:1,accepted,,,B536:1:1,Pieridae,,,,,Pieridae,,Aporia,,Pieridae,Z3K,8319926,5SYS,8319926
B536:1:3,Aporia crataegi,,Aporia,,crataegi,,species,,B536:1,accepted,,,B536:1:2,Aporia,,,,,Pieridae,,Aporia,,Pieridae | Aporia,5VQKD,1920218,5VQKD,1920218
B536:1:4,Gonepteryx,,,,,,genus,,B536:1,accepted,,,B536:1:1,Pieridae,,,,,Pieridae,,Gonepteryx,,Pieridae,4PZD,1920704,4PZD,1920704
B536:1:5,Gonepteryx rhamni,,Gonepteryx,,rhamni,,species,,B536:1,accepted,,,B536:1:4,Gonepteryx,,,,,Pieridae,,Gonepteryx,,Pieridae | Gonepteryx,6L326,1920712,6L326,1920712
B536:1:6,Colias,,,,,,genus,,B536:1,accepted,,,B536:1:1,Pieridae,,,,,Pieridae,,Colias,,Pieridae,3S9M,1919766,3S9M,1919766
B536:1:7,Colias crocea,,Colias,,crocea,,species,,B536:1,accepted,,,B536:1:6,Colias,,,,,Pieridae,,Colias,,Pieridae | Colias,5ZLQ4,5137612,5ZLQ4,5137612
B536:1:8,Pieris,,,,,,genus,,B536:1,accepted,,,B536:1:1,Pieridae,,,,,Pieridae,,Pieris,,Pieridae,6QB2,1920481,6QB2,1920481
B536:1:9,Pieris napi,,Pieris,,napi,,species,,B536:1,accepted,,,B536:1:8,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRQQ,1920494,4HRQQ,1920494
B536:1:10,Pieris rapae,,Pieris,,rapae,,species,,B536:1,accepted,,,B536:1:8,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRRC,1920496,4HRRC,1920496
B536:1:11,Pieris brassicae,,Pieris,,brassicae,,species,,B536:1,accepted,,,B536:1:8,Pieris,,,,,Pieridae,,Pieris,,Pieridae | Pieris,4HRN4,1920506,4HRN4,1920506
B536:1:12,Anthocharis,,,,,,genus,,B536:1,accepted,,,B536:1:1,Pieridae,,,,,Pieridae,,Anthocharis,,Pieridae,XDF,1919696,XDF,1919696
B536:1:13,Anthocharis cardamines,,Anthocharis,,cardamines,,species,,B536:1,accepted,,,B536:1:12,Anthocharis,,,,,Pieridae,,Anthocharis,,Pieridae | Anthocharis,5VC9R,1919712,5VC9R,1919712
B536:1:14,Pontia,,,,,,genus,,B536:1,accepted,,,B536:1:1,Pieridae,,,,,Pieridae,,Pontia,,Pieridae,63Q77,1920236,63Q77,1920236
B536:1:15,Pontia edusa,,Pontia,,edusa,,species,,B536:1,accepted,,,B536:1:14,Pontia,,,,,Pieridae,,Pontia,,Pieridae | Pontia,787RL,1920259,787RL,1920259
B536:1:16,Leptidea,,,,,,genus,,B536:1,accepted,,,B536:1:1,Pieridae,,,,,Pieridae,,Leptidea,,Pieridae,5CTM,11251585,5CTM,11251585
B536:1:17,Leptidea sinapis,,Leptidea,,sinapis,,species,,B536:1,accepted,,,B536:1:16,Leptidea,,,,,Pieridae,,Leptidea,,Pieridae | Leptidea,3TJNN,5137903,3TJNN,5137903
B536:1:18,Leptidea juvernica,,Leptidea,,juvernica,,species,,B536:1,accepted,,,B536:1:16,Leptidea,,,,,Pieridae,,Leptidea,,Pieridae | Leptidea,,5804895,,5804895
