scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B136:15:1,Latridius,,,,,,genus,,B136:15,accepted,,,,,,,,,,,Latridius,,,Latridius,,PNDVK,1043934,PNDVK,1043934
B136:15:2,Latridius minutus-group,,Latridius,,,,group,,B136:15,accepted,,,B136:15:1,Latridius,,,,,,,Latridius,,Latridius,minutus,,,,,
B136:15:3,Latridius anthracinus Mnh.,Mnh.,Latridius,,anthracinus,,species,,B136:15,accepted,,,B136:15:2,Latridius minutus-group,,,,,,,Latridius,,Latridius | Latridius minutus-group,anthracinus Mnh.,,PNDWZ,6097710,PNF5Z,4451231
B136:15:4,Latridius minutus (L.),(L.),Latridius,,minutus,,species,,B136:15,accepted,,,B136:15:2,Latridius minutus-group,,,,,,,Latridius,,Latridius | Latridius minutus-group,minutus (L.),,PNF4C,4451244,PNF4C,4451244
B136:15:5,Latridius pseudominutus (Strand),(Strand),Latridius,,pseudominutus,,species,,B136:15,accepted,,,B136:15:2,Latridius minutus-group,,,,,,,Latridius,,Latridius | Latridius minutus-group,pseudominutus (Strand),,PNF68,6097711,PNDXF,4451251
B136:15:6,Latridius nidicola (Palm),(Palm),Latridius,,nidicola,,species,,B136:15,accepted,,,B136:15:2,Latridius minutus-group,,,,,,,Latridius,,Latridius | Latridius minutus-group,nidicola (Palm),,PNF4Y,6988976,PNF5Z,4451237
