scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B311:1:1,Acer,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Acer,,,MLD,12089963,MLD,12089963
B311:1:2,Acer campestre,,Acer,,campestre,,species,,B311:1,accepted,,,B311:1:1,Acer,,,,,,,Acer,,Acer,946Z,3189863,946Z,3189863
B311:1:3,Acer pseudoplatanus,,Acer,,pseudoplatanus,,species,,B311:1,accepted,,,B311:1:1,Acer,,,,,,,Acer,,Acer,94HF,3189870,94HF,3189870
B311:1:4,Acer platanoides,,Acer,,platanoides,,species,,B311:1,accepted,,,B311:1:1,Acer,,,,,,,Acer,,Acer,94H3,3189846,94H3,3189846
B311:1:5,Aesculus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Aesculus,,,PTB,3189801,PTB,3189801
B311:1:6,Alnus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Alnus,,,8VTM3,2876099,8VTM3,2876099
B311:1:7,Alnus coradata,,Alnus,,coradata,,species,,B311:1,accepted,,,B311:1:6,Alnus,,,,,,,Alnus,,Alnus,C2P7,2876607,C2P7,2876607
B311:1:8,Amelanchier,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Amelanchier,,,6298M,3023817,6298M,3023817
B311:1:9,Amelanchier lamarckii,,Amelanchier,,lamarckii,,species,,B311:1,accepted,,,B311:1:8,Amelanchier,,,,,,,Amelanchier,,Amelanchier,92SRN,3024109,92SRN,3024109
B311:1:10,Aronia,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Aronia,,,335P,2988529,335P,2988529
B311:1:11,Berberis,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Berberis,,,39LV,3033893,39LV,3033893
B311:1:12,Berberis vulgaris,,Berberis,,vulgaris,,species,,B311:1,accepted,,,B311:1:11,Berberis,,,,,,,Berberis,,Berberis,LKBJ,7425472,LKBJ,7425472
B311:1:13,Betula,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Betula,,,8VVK7,2875008,8VVK7,2875008
B311:1:14,Betula sp.,,Betula,,sp.,,species,,B311:1,accepted,,,B311:1:13,Betula,,,,,,,Betula,,Betula,,,,
B311:1:15,Buddleja,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Buddleja,,,62H6F,3173330,62H6F,3173330
B311:1:16,Buddleja davidii,,Buddleja,,davidii,,species,,B311:1,accepted,,,B311:1:15,Buddleja,,,,,,,Buddleja,,Buddleja,NN2L,3173338,NN2L,3173338
B311:1:17,Carpinus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Carpinus,,,8VVZD,2875770,8VVZD,2875770
B311:1:18,Carpinus betulus,,Carpinus,,betulus,,species,,B311:1,accepted,,,B311:1:17,Carpinus,,,,,,,Carpinus,,Carpinus,RG23,11002584,RG23,11002584
B311:1:19,Castanea Mill.,Mill.,,,,,genus,,B311:1,accepted,,,,,,,,,,,Castanea,,,8VVZQ,2882140,8VVZQ,2882140
B311:1:20,Castanea sativa,,Castanea,,sativa,,species,,B311:1,accepted,,,B311:1:19,Castanea Mill.,,,,,,,Castanea,,Castanea,5XCVW,5333294,5XCVW,5333294
B311:1:21,Clematis,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Clematis,,,3QTB,3033512,3QTB,3033512
B311:1:22,Clematis vitalba,,Clematis,,vitalba,,species,,B311:1,accepted,,,B311:1:21,Clematis,,,,,,,Clematis,,Clematis,VYJ3,3033558,VYJ3,3033558
B311:1:23,Cornus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Cornus,,,8VWH2,3082226,8VWH2,3082226
B311:1:24,Cornus alba,,Cornus,,alba,,species,,B311:1,accepted,,,B311:1:23,Cornus,,,,,,,Cornus,,Cornus,YGGQ,7804940,YGGQ,7804940
B311:1:25,Cornus mas,,Cornus,,mas,,species,,B311:1,accepted,,,B311:1:23,Cornus,,,,,,,Cornus,,Cornus,YGL2,3082263,YGL2,3082263
B311:1:26,Cornus sanguinea,,Cornus,,sanguinea,,species,,B311:1,accepted,,,B311:1:23,Cornus,,,,,,,Cornus,,Cornus,YGMF,7925402,YGMF,7925402
B311:1:27,Cornus stolonifera,,Cornus,,stolonifera,,species,,B311:1,accepted,,,B311:1:23,Cornus,,,,,,,Cornus,,Cornus,YGMP,6427418,YGMJ,3082244
B311:1:28,Corylus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Corylus,,,8VWHC,2875967,8VWHC,2875967
B311:1:29,Corylus avellana,,Corylus,,avellana,,species,,B311:1,accepted,,,B311:1:28,Corylus,,,,,,,Corylus,,Corylus,YQ55,7902408,YQ55,7902408
B311:1:30,Crataegus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Crataegus,,,3VBV,3013395,3VBV,3013395
B311:1:31,Cytisus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Cytisus,,,9CKHH,8089532,9CKHH,8089532
B311:1:32,Cytisus scoparius,,Cytisus,,scoparius,,species,,B311:1,accepted,,,B311:1:31,Cytisus,,,,,,,Cytisus,,Cytisus,33S3C,5354656,33S3C,5354656
B311:1:33,Daphne,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Daphne,,,3ZT2,3188453,3ZT2,3188453
B311:1:34,Daphne mezereum,,Daphne,,mezereum,,species,,B311:1,accepted,,,B311:1:33,Daphne,,,,,,,Daphne,,Daphne,344W3,5420852,344W3,5420852
B311:1:35,Euonymus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Euonymus,,,4G5H,3169115,4G5H,3169115
B311:1:36,Euonymus europaeus,,Euonymus,,europaeus,,species,,B311:1,accepted,,,B311:1:35,Euonymus,,,,,,,Euonymus,,Euonymus,3CGVN,3169131,3CGVN,3169131
B311:1:37,Fagus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Fagus,,,8VXN4,2874875,8VXN4,2874875
B311:1:38,Fagus sylvatica,,Fagus,,sylvatica,,species,,B311:1,accepted,,,B311:1:37,Fagus,,,,,,,Fagus,,Fagus,3DSK5,2882316,3DSK5,2882316
B311:1:39,Forsythia,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Forsythia,,,8VXQ4,3172281,8VXQ4,3172281
B311:1:40,Frangula,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Frangula,,,4KZF,3039453,4KZF,3039453
B311:1:41,Frangula alnus,,Frangula,,alnus,,species,,B311:1,accepted,,,B311:1:40,Frangula,,,,,,,Frangula,,Frangula,6JLFV,3039454,6JLFV,3039454
B311:1:42,Fraxinus,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Fraxinus,,,8VXQ9,3172323,8VXQ9,3172323
B311:1:43,Fraxinus excelsior,,Fraxinus,,excelsior,,species,,B311:1,accepted,,,B311:1:42,Fraxinus,,,,,,,Fraxinus,,Fraxinus,6JMBM,8322708,6JMBM,8322708
B311:1:44,Ginkgo,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Ginkgo,,,4NL8,2687884,4NL8,2687884
B311:1:45,Ginkgo biloba,,Ginkgo,,biloba,,species,,B311:1,accepted,,,B311:1:44,Ginkgo,,,,,,,Ginkgo,,Ginkgo,3G3B3,2687885,3G3B3,2687885
B311:1:46,Hamamelis,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Hamamelis,,,635R7,3152826,635R7,3152826
B311:1:47,Hippophae,,,,,,genus,,B311:1,accepted,,,,,,,,,,,Hippophae,,,4XFW,3039284,4XFW,3039284
