scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B491:1:1,Formicidae,,,,,,family,,B491:1,accepted,,,,,,,,,Formicidae,,,,,623T5,4342
B491:1:2,Dorylinae,,,,,,subfamily,,B491:1,accepted,,,B491:1:1,Formicidae,,,,,Formicidae,Dorylinae,,,Formicidae,JGT,
B491:1:3,Dorylus,,,,,,genus,,B491:1,accepted,,,B491:1:2,Dorylinae,,,,,Formicidae,Dorylinae,Dorylus,,Formicidae | Dorylinae,47Y3,1317800
B491:1:4,Typhlopone,,,,,,subgenus,,B491:1,accepted,,,B491:1:3,Dorylus,,,,,Formicidae,Dorylinae,Dorylus,Typhlopone,Formicidae | Dorylinae | Dorylus,,
B491:1:5,Dorylus fulvus Westwood,Westwood,Dorylus,,fulvus,,species,,B491:1,accepted,,,B491:1:4,Typhlopone,,,,,Formicidae,Dorylinae,Dorylus,Typhlopone,Formicidae | Dorylinae | Dorylus | Typhlopone,37FC8,1317802
B491:1:6,Ponerinae,,,,,,subfamily,,B491:1,accepted,,,B491:1:1,Formicidae,,,,,Formicidae,Ponerinae,,,Formicidae,K6Z,
B491:1:7,Odontomachini,,,,,,tribe,,B491:1,accepted,,,B491:1:6,Ponerinae,,,,,Formicidae,Ponerinae,,,Formicidae | Ponerinae,,
B491:1:8,Anochetus,,,,,,genus,,B491:1,accepted,,,B491:1:7,Odontomachini,,,,,Formicidae,Ponerinae,Anochetus,,Formicidae | Ponerinae | Odontomachini,WNN,1319461
B491:1:9,Anochetus ghiliani Spin.,Spin.,Anochetus,,ghiliani,,species,,B491:1,accepted,,,B491:1:8,Anochetus,,,,,Formicidae,Ponerinae,Anochetus,,Formicidae | Ponerinae | Odontomachini | Anochetus,5V3XQ,1319481
B491:1:10,Anochetus sedilloti Em.,Em.,Anochetus,,sedilloti,,species,,B491:1,accepted,,,B491:1:8,Anochetus,,,,,Formicidae,Ponerinae,Anochetus,,Formicidae | Ponerinae | Odontomachini | Anochetus,5V3YW,1319498
