scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B187:3:1,Tetratomidae,,,,,,family,,B187:3,accepted,,,,,,,,,Tetratomidae,,,,,TETRATOMIDAE,,KVV42,4764,KVV42,4764
B187:3:2,Tetratoma Fabricius,Fabricius,,,,,genus,,B187:3,accepted,,,B187:3:1,Tetratomidae,,,,,Tetratomidae,,Tetratoma,,Tetratomidae,Tetratoma Fabricius,,KVVDW,1045099,KVVDW,1045099
B187:3:3,Tetratoma ancora Fabricius,Fabricius,Tetratoma,,ancora,,species,,B187:3,accepted,,,B187:3:2,Tetratoma Fabricius,,,,,Tetratomidae,,Tetratoma,,Tetratomidae | Tetratoma,ancora Fabricius,,T75S3,5878217,T75S3,5878217
B187:3:4,Tetratoma fungorum Fabricius,Fabricius,Tetratoma,,fungorum,,species,,B187:3,accepted,,,B187:3:2,Tetratoma Fabricius,,,,,Tetratomidae,,Tetratoma,,Tetratomidae | Tetratoma,fungorum Fabricius,,T75SV,5878216,T75SV,5878216
B187:3:5,Tetratoma desmarestii Latreille,Latreille,Tetratoma,,desmarestii,,species,,B187:3,accepted,,,B187:3:2,Tetratoma Fabricius,,,,,Tetratomidae,,Tetratoma,,Tetratomidae | Tetratoma,desmarestii Latreille,,T75SJ,6097719,T75SJ,6097719
