scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B601:1:1,"Colletes Latreille, 1802","Latreille, 1802",,,,,genus,,B601:1,accepted,,,,,,,,,,,Colletes,,,"Colletes Latreille, 1802",,3SBT,1348504,3SBT,1348504
B601:1:2,"Colletes Latreille, 1802","Latreille, 1802",Colletes,,,,subgenus,,B601:1,accepted,,,B601:1:1,"Colletes Latreille, 1802",,,,,,,Colletes,Colletes,Colletes,"Colletes Latreille, 1802",,3SBT,,3SBT,
B601:1:3,Colletes carinatus-group,,Colletes,Colletes,,,group,,B601:1,accepted,,,B601:1:2,"Colletes Latreille, 1802",,,,,,,Colletes,Colletes,Colletes | Colletes,carinatus,,,,,
B601:1:4,"Colletes gallicus Radoszkowski, 1891","Radoszkowski, 1891",Colletes,Colletes,gallicus,,species,,B601:1,accepted,,,B601:1:3,Colletes carinatus-group,,,,,,,Colletes,Colletes,Colletes | Colletes | Colletes carinatus-group,"gallicus Radoszkowski, 1891",,X3CQ,1348616,X3CQ,1348616
B601:1:5,Colletes carinatus subsp. gallicus Radoszkowski sensu Warncke 1978,Radoszkowski sensu Warncke 1978,Colletes,Colletes,carinatus,gallicus,subspecies,,B601:1,synonym,B601:1:4,"Colletes gallicus Radoszkowski, 1891",,,,,,,,,Colletes,Colletes,Colletes | Colletes | Colletes carinatus-group,carinatus ssp. gallicus Radoszkowski sensu Warncke 1978,,,,,
B601:1:6,"Colletes elongata Frey-Gessner, 1900","Frey-Gessner, 1900",Colletes,Colletes,elongata,,species,,B601:1,synonym,B601:1:4,"Colletes gallicus Radoszkowski, 1891",,,,,,,,,Colletes,Colletes,Colletes | Colletes | Colletes carinatus-group,"elongata Frey-Gessner, 1900",,,,,
B601:1:7,Colletes clypearis-group,,Colletes,Colletes,,,group,,B601:1,accepted,,,B601:1:2,"Colletes Latreille, 1802",,,,,,,Colletes,Colletes,Colletes | Colletes,clypearis,,,,,
B601:1:8,"Colletes floralis Eversmann, 1852","Eversmann, 1852",Colletes,Colletes,floralis,,species,,B601:1,accepted,,,B601:1:7,Colletes clypearis-group,,,,,,,Colletes,Colletes,Colletes | Colletes | Colletes clypearis-group,"floralis Eversmann, 1852",,X3CB,1348742,X3CB,1348742
B601:1:9,"Colletes montanus Morawitz, 1876","Morawitz, 1876",Colletes,Colletes,montanus,,species,,B601:1,synonym,B601:1:8,"Colletes floralis Eversmann, 1852",,,,,,,,,Colletes,Colletes,Colletes | Colletes | Colletes clypearis-group,"montanus Morawitz, 1876",,,8453655,,1348742
B601:1:10,"Colletes impunctatus Nylander, 1852","Nylander, 1852",Colletes,Colletes,impunctatus,,species,,B601:1,accepted,,,B601:1:7,Colletes clypearis-group,,,,,,,Colletes,Colletes,Colletes | Colletes | Colletes clypearis-group,"impunctatus Nylander, 1852",,X3DS,1348624,X3DS,1348624
