scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1329:1:1,Abraxas grossulariata,,Abraxas,,grossulariata,,species,,B1329:1,accepted,,,,,,,,,,,Abraxas,,,8LSG,1967873,8LSG,1967873
B1329:1:2,Abraxas sylvata,,Abraxas,,sylvata,,species,,B1329:1,accepted,,,,,,,,,,,Abraxas,,,8LVM,1967815,8LVM,1967815
B1329:1:3,Abrostola tripartita,,Abrostola,,tripartita,,species,,B1329:1,accepted,,,,,,,,,,,Abrostola,,,93PN3,1767625,93PN3,1767625
B1329:1:4,Abrostola triplasia,,Abrostola,,triplasia,,species,,B1329:1,accepted,,,,,,,,,,,Abrostola,,,8MB9,1767597,8MB9,1767597
B1329:1:5,Acasis viretata,,Acasis,,viretata,,species,,B1329:1,accepted,,,,,,,,,,,Acasis,,,93HW,7681733,93HW,7681733
B1329:1:6,Acherontia atropos,,Acherontia,,atropos,,species,,B1329:1,accepted,,,,,,,,,,,Acherontia,,,64GRC,1861510,64GRC,1861510
B1329:1:7,Achlya flavicornis,,Achlya,,flavicornis,,species,,B1329:1,accepted,,,,,,,,,,,Achlya,,,982W,1952229,982W,1952229
B1329:1:8,Acronicta aceris,,Acronicta,,aceris,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RFC,1782763,92RFC,1782763
B1329:1:9,Acronicta alni,,Acronicta,,alni,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RFG,1782726,92RFG,1782726
B1329:1:10,Acronicta auricoma,,Acronicta,,auricoma,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RFH,1782927,92RFH,1782927
B1329:1:11,Acronicta cuspis,,Acronicta,,cuspis,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RFQ,7825213,92RFQ,7825213
B1329:1:12,Acronicta euphorbiae,,Acronicta,,euphorbiae,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RFT,1782727,92RFN,1782727
B1329:1:13,Acronicta leporina,,Acronicta,,leporina,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RG5,1783043,92RG5,1783043
B1329:1:14,Acronicta menyanthidis,,Acronicta,,menyanthidis,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RG8,1783037,92RG8,1783037
B1329:1:15,Acronicta psi,,Acronicta,,psi,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RGK,1782948,92RGK,1782948
B1329:1:16,Acronicta rumicis,,Acronicta,,rumicis,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RGM,1782672,92RGM,1782672
B1329:1:17,Acronicta strigosa,,Acronicta,,strigosa,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RGR,1782841,92RGR,1782841
B1329:1:18,Acronicta tridens,,Acronicta,,tridens,,species,,B1329:1,accepted,,,,,,,,,,,Acronicta,,,92RGX,1783016,92RGK,1783016
B1329:1:19,Actinotia polyodon,,Actinotia,,polyodon,,species,,B1329:1,accepted,,,,,,,,,,,Actinotia,,,65362,1792292,65362,1792292
B1329:1:20,Aethalura punctulata,,Aethalura,,punctulata,,species,,B1329:1,accepted,,,,,,,,,,,Aethalura,,,65BJK,1990150,65BJK,1990150
B1329:1:21,Aglais io,,Aglais,,io,,species,,B1329:1,accepted,,,,,,,,,,,Aglais,,,93Q3Q,4535827,93Q3Q,4535827
