scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B152:1:1,Odonata,,,,,,order,,B152:1,accepted,,,,,,,,Odonata,,,,,,3P7,789
B152:1:2,Zygoptera,,,,,,suborder,,B152:1,accepted,,,B152:1:1,Odonata,,,,Odonata,,,,,Odonata,,
B152:1:3,Agriidae,,,,,,family,,B152:1,accepted,,,B152:1:2,Zygoptera,,,,Odonata,Agriidae,,,,Odonata | Zygoptera,,3265126
B152:1:4,Agrion L.,L.,,,,,genus,,B152:1,accepted,,,B152:1:3,Agriidae,,,,Odonata,Agriidae,,Agrion,,Odonata | Zygoptera | Agriidae,,7236019
B152:1:5,Agrion splendens (Harris),(Harris),Agrion,,splendens,,species,,B152:1,accepted,,,B152:1:4,Agrion L.,,,,Odonata,Agriidae,,Agrion,,Odonata | Zygoptera | Agriidae | Agrion,,8181166
B152:1:6,Agrion virgo (L.),(L.),Agrion,,virgo,,species,,B152:1,accepted,,,B152:1:4,Agrion L.,,,,Odonata,Agriidae,,Agrion,,Odonata | Zygoptera | Agriidae | Agrion,,8350851
B152:1:7,Lestidae,,,,,,family,,B152:1,accepted,,,B152:1:2,Zygoptera,,,,Odonata,Lestidae,,,,Odonata | Zygoptera,BYV,4489
B152:1:8,Lestes Leach,Leach,,,,,genus,,B152:1,accepted,,,B152:1:7,Lestidae,,,,Odonata,Lestidae,,Lestes,,Odonata | Zygoptera | Lestidae,62WZW,1423980
B152:1:9,Lestes sponsa Hansemann,Hansemann,Lestes,,sponsa,,species,,B152:1,accepted,,,B152:1:8,Lestes Leach,,,,Odonata,Lestidae,,Lestes,,Odonata | Zygoptera | Lestidae | Lestes,7233R,1424038
B152:1:10,Lestes dryas Kirby,Kirby,Lestes,,dryas,,species,,B152:1,accepted,,,B152:1:8,Lestes Leach,,,,Odonata,Lestidae,,Lestes,,Odonata | Zygoptera | Lestidae | Lestes,6PQS9,1424045
B152:1:11,Platycnemididae,,,,,,family,,B152:1,accepted,,,B152:1:2,Zygoptera,,,,Odonata,Platycnemididae,,,,Odonata | Zygoptera,62634,9402
B152:1:12,Platycnemis Burmeister,Burmeister,,,,,genus,,B152:1,accepted,,,B152:1:11,Platycnemididae,,,,Odonata,Platycnemididae,,Platycnemis,,Odonata | Zygoptera | Platycnemididae,6RR9,8235578
B152:1:13,Platycnemis pennipes (Pallas),(Pallas),Platycnemis,,pennipes,,species,,B152:1,accepted,,,B152:1:12,Platycnemis Burmeister,,,,Odonata,Platycnemididae,,Platycnemis,,Odonata | Zygoptera | Platycnemididae | Platycnemis,4JPVZ,1423859
B152:1:14,Coenagriidae,,,,,,family,,B152:1,accepted,,,B152:1:2,Zygoptera,,,,Odonata,Coenagriidae,,,,Odonata | Zygoptera,,10725624
B152:1:15,Erythromma Charpentier,Charpentier,,,,,genus,,B152:1,accepted,,,B152:1:14,Coenagriidae,,,,Odonata,Coenagriidae,,Erythromma,,Odonata | Zygoptera | Coenagriidae,6344N,8167819
B152:1:16,Erythromma najas (Hansemann),(Hansemann),Erythromma,,najas,,species,,B152:1,accepted,,,B152:1:15,Erythromma Charpentier,,,,Odonata,Coenagriidae,,Erythromma,,Odonata | Zygoptera | Coenagriidae | Erythromma,6GS2M,1423018
B152:1:17,Enallagma Selys,Selys,,,,,genus,,B152:1,accepted,,,B152:1:14,Coenagriidae,,,,Odonata,Coenagriidae,,Enallagma,,Odonata | Zygoptera | Coenagriidae,62RV7,8327918
B152:1:18,Enallagma cyathigerum (Charpentier),(Charpentier),Enallagma,,cyathigerum,,species,,B152:1,accepted,,,B152:1:17,Enallagma Selys,,,,Odonata,Coenagriidae,,Enallagma,,Odonata | Zygoptera | Coenagriidae | Enallagma,39M5B,5051273
B152:1:19,Ischnura Charpentier,Charpentier,,,,,genus,,B152:1,accepted,,,B152:1:14,Coenagriidae,,,,Odonata,Coenagriidae,,Ischnura,,Odonata | Zygoptera | Coenagriidae,638C6,1423281
B152:1:20,Ischnura elegans (Van der Linden),(Van der Linden),Ischnura,,elegans,,species,,B152:1,accepted,,,B152:1:19,Ischnura Charpentier,,,,Odonata,Coenagriidae,,Ischnura,,Odonata | Zygoptera | Coenagriidae | Ischnura,6N9HG,1423395
B152:1:21,Ischnura pumilio (Charpentier),(Charpentier),Ischnura,,pumilio,,species,,B152:1,accepted,,,B152:1:19,Ischnura Charpentier,,,,Odonata,Coenagriidae,,Ischnura,,Odonata | Zygoptera | Coenagriidae | Ischnura,3Q6GD,1423317
B152:1:22,Ceriagrion Selys,Selys,,,,,genus,,B152:1,accepted,,,B152:1:14,Coenagriidae,,,,Odonata,Coenagriidae,,Ceriagrion,,Odonata | Zygoptera | Coenagriidae,3L49,7950738
B152:1:23,Ceriagrion tenellum (Villers),(Villers),Ceriagrion,,tenellum,,species,,B152:1,accepted,,,B152:1:22,Ceriagrion Selys,,,,Odonata,Coenagriidae,,Ceriagrion,,Odonata | Zygoptera | Coenagriidae | Ceriagrion,SXSQ,1423259
B152:1:24,Pyrrhosoma Charpentier,Charpentier,,,,,genus,,B152:1,accepted,,,B152:1:14,Coenagriidae,,,,Odonata,Coenagriidae,,Pyrrhosoma,,Odonata | Zygoptera | Coenagriidae,642VH,7953343
B152:1:25,Pyrrhosoma nymphula (Sulzer),(Sulzer),Pyrrhosoma,,nymphula,,species,,B152:1,accepted,,,B152:1:24,Pyrrhosoma Charpentier,,,,Odonata,Coenagriidae,,Pyrrhosoma,,Odonata | Zygoptera | Coenagriidae | Pyrrhosoma,4QVYL,1423540
B152:1:26,Coenagrion Kirby,Kirby,,,,,genus,,B152:1,accepted,,,B152:1:14,Coenagriidae,,,,Odonata,Coenagriidae,,Coenagrion,,Odonata | Zygoptera | Coenagriidae,3RYV,1421959
B152:1:27,Coenagrion scitulum (Rambur),(Rambur),Coenagrion,,scitulum,,species,,B152:1,accepted,,,B152:1:26,Coenagrion Kirby,,,,Odonata,Coenagriidae,,Coenagrion,,Odonata | Zygoptera | Coenagriidae | Coenagrion,WTY6,1422010
B152:1:28,Coenagrion mercuriale (Charpentier),(Charpentier),Coenagrion,,mercuriale,,species,,B152:1,accepted,,,B152:1:26,Coenagrion Kirby,,,,Odonata,Coenagriidae,,Coenagrion,,Odonata | Zygoptera | Coenagriidae | Coenagrion,WTXN,1422012
B152:1:29,Coenagrion pulchellum (Van der Linden),(Van der Linden),Coenagrion,,pulchellum,,species,,B152:1,accepted,,,B152:1:26,Coenagrion Kirby,,,,Odonata,Coenagriidae,,Coenagrion,,Odonata | Zygoptera | Coenagriidae | Coenagrion,WTXZ,1421980
B152:1:30,Coenagrion puella (L.),(L.),Coenagrion,,puella,,species,,B152:1,accepted,,,B152:1:26,Coenagrion Kirby,,,,Odonata,Coenagriidae,,Coenagrion,,Odonata | Zygoptera | Coenagriidae | Coenagrion,WTXY,1421964
B152:1:31,Coenagrion armatum (Charpentier),(Charpentier),Coenagrion,,armatum,,species,,B152:1,accepted,,,B152:1:26,Coenagrion Kirby,,,,Odonata,Coenagriidae,,Coenagrion,,Odonata | Zygoptera | Coenagriidae | Coenagrion,WTWG,1422008
B152:1:32,Coenagrion hastulatum (Charpentier),(Charpentier),Coenagrion,,hastulatum,,species,,B152:1,accepted,,,B152:1:26,Coenagrion Kirby,,,,Odonata,Coenagriidae,,Coenagrion,,Odonata | Zygoptera | Coenagriidae | Coenagrion,WTX5,1422001
B152:1:33,Anisoptera,,,,,,suborder,,B152:1,accepted,,,B152:1:1,Odonata,,,,Odonata,,,,,Odonata,,
B152:1:34,Gomphidae,,,,,,family,,B152:1,accepted,,,B152:1:33,Anisoptera,,,,Odonata,Gomphidae,,,,Odonata | Anisoptera,623L5,8515099
B152:1:35,Gomphus Leach,Leach,,,,,genus,,B152:1,accepted,,,B152:1:34,Gomphidae,,,,Odonata,Gomphidae,,Gomphus,,Odonata | Anisoptera | Gomphidae,8NPWY,1426461
B152:1:36,Gomphus vulgatissimus (L.),(L.),Gomphus,,vulgatissimus,,species,,B152:1,accepted,,,B152:1:35,Gomphus Leach,,,,Odonata,Gomphidae,,Gomphus,,Odonata | Anisoptera | Gomphidae | Gomphus,3GTSK,5051951
B152:1:37,Cordulegasteridae,,,,,,family,,B152:1,accepted,,,B152:1:33,Anisoptera,,,,Odonata,Cordulegasteridae,,,,Odonata | Anisoptera,,3265134
B152:1:38,Cordulegaster Leach,Leach,,,,,genus,,B152:1,accepted,,,B152:1:37,Cordulegasteridae,,,,Odonata,Cordulegasteridae,,Cordulegaster,,Odonata | Anisoptera | Cordulegasteridae,62ML3,1421157
B152:1:39,Cordulegaster boltonii (Donovan),(Donovan),Cordulegaster,,boltonii,,species,,B152:1,accepted,,,B152:1:38,Cordulegaster Leach,,,,Odonata,Cordulegasteridae,,Cordulegaster,,Odonata | Anisoptera | Cordulegasteridae | Cordulegaster,YC5X,1421161
B152:1:40,Aeschnidae,,,,,,family,,B152:1,accepted,,,B152:1:33,Anisoptera,,,,Odonata,Aeschnidae,,,,Odonata | Anisoptera,,3265146
B152:1:41,Brachytron Evans,Evans,,,,,genus,,B152:1,accepted,,,B152:1:40,Aeschnidae,,,,Odonata,Aeschnidae,,Brachytron,,Odonata | Anisoptera | Aeschnidae,3CMR,7236015
B152:1:42,Brachytron pratense (Müller),(Müller),Brachytron,,pratense,,species,,B152:1,accepted,,,B152:1:41,Brachytron Evans,,,,Odonata,Aeschnidae,,Brachytron,,Odonata | Anisoptera | Aeschnidae | Brachytron,N36T,1425146
B152:1:43,Anax Leach,Leach,,,,,genus,,B152:1,accepted,,,B152:1:40,Aeschnidae,,,,Odonata,Aeschnidae,,Anax,,Odonata | Anisoptera | Aeschnidae,VDK,1424815
B152:1:44,Anax imperator Leach,Leach,Anax,,imperator,,species,,B152:1,accepted,,,B152:1:43,Anax Leach,,,,Odonata,Aeschnidae,,Anax,,Odonata | Anisoptera | Aeschnidae | Anax,DJX8,5051775
B152:1:45,Aeschna Fabricius,Fabricius,,,,,genus,,B152:1,accepted,,,B152:1:40,Aeschnidae,,,,Odonata,Aeschnidae,,Aeschna,,Odonata | Anisoptera | Aeschnidae,,4302609
B152:1:46,Aeschna grandis (L.),(L.),Aeschna,,grandis,,species,,B152:1,accepted,,,B152:1:45,Aeschna Fabricius,,,,Odonata,Aeschnidae,,Aeschna,,Odonata | Anisoptera | Aeschnidae | Aeschna,,11350424
B152:1:47,Aeschna isosceles (Müller),(Müller),Aeschna,,isosceles,,species,,B152:1,accepted,,,B152:1:45,Aeschna Fabricius,,,,Odonata,Aeschnidae,,Aeschna,,Odonata | Anisoptera | Aeschnidae | Aeschna,,11230952
B152:1:48,Aeschna cyanea (Müller),(Müller),Aeschna,,cyanea,,species,,B152:1,accepted,,,B152:1:45,Aeschna Fabricius,,,,Odonata,Aeschnidae,,Aeschna,,Odonata | Anisoptera | Aeschnidae | Aeschna,,9453665
B152:1:49,Aeschna mixta Latreille,Latreille,Aeschna,,mixta,,species,,B152:1,accepted,,,B152:1:45,Aeschna Fabricius,,,,Odonata,Aeschnidae,,Aeschna,,Odonata | Anisoptera | Aeschnidae | Aeschna,,4302608
B152:1:50,Aeschna caerulea (Ström),(Ström),Aeschna,,caerulea,,species,,B152:1,accepted,,,B152:1:45,Aeschna Fabricius,,,,Odonata,Aeschnidae,,Aeschna,,Odonata | Anisoptera | Aeschnidae | Aeschna,,11342947
B152:1:51,Aeschna juncea (L.),(L.),Aeschna,,juncea,,species,,B152:1,accepted,,,B152:1:45,Aeschna Fabricius,,,,Odonata,Aeschnidae,,Aeschna,,Odonata | Anisoptera | Aeschnidae | Aeschna,,4302624
B152:1:52,Corduliidae,,,,,,family,,B152:1,accepted,,,B152:1:33,Anisoptera,,,,Odonata,Corduliidae,,,,Odonata | Anisoptera,8K3,7009
B152:1:53,Cordulia Leach,Leach,,,,,genus,,B152:1,accepted,,,B152:1:52,Corduliidae,,,,Odonata,Corduliidae,,Cordulia,,Odonata | Anisoptera | Corduliidae,62ML4,1429716
B152:1:54,Cordulia linaenea Fraser,Fraser,Cordulia,,linaenea,,species,,B152:1,accepted,,,B152:1:53,Cordulia Leach,,,,Odonata,Corduliidae,,Cordulia,,Odonata | Anisoptera | Corduliidae | Cordulia,YC75,1429721
B152:1:55,Somatochlora Selys,Selys,,,,,genus,,B152:1,accepted,,,B152:1:52,Corduliidae,,,,Odonata,Corduliidae,,Somatochlora,,Odonata | Anisoptera | Corduliidae,7JLJ,1429956
B152:1:56,Somatochlora metallica (Van der Linden),(Van der Linden),Somatochlora,,metallica,,species,,B152:1,accepted,,,B152:1:55,Somatochlora Selys,,,,Odonata,Corduliidae,,Somatochlora,,Odonata | Anisoptera | Corduliidae | Somatochlora,6YT9R,7845669
B152:1:57,Somatochlora arctica (Zetterstedt),(Zetterstedt),Somatochlora,,arctica,,species,,B152:1,accepted,,,B152:1:55,Somatochlora Selys,,,,Odonata,Corduliidae,,Somatochlora,,Odonata | Anisoptera | Corduliidae | Somatochlora,4Y8S8,1429997
B152:1:58,Somatochlora alpestris (Selys),(Selys),Somatochlora,,alpestris,,species,,B152:1,accepted,,,B152:1:55,Somatochlora Selys,,,,Odonata,Corduliidae,,Somatochlora,,Odonata | Anisoptera | Corduliidae | Somatochlora,4Y8S7,1430020
B152:1:59,Oxygastra Selys,Selys,,,,,genus,,B152:1,accepted,,,B152:1:52,Corduliidae,,,,Odonata,Corduliidae,,Oxygastra,,Odonata | Anisoptera | Corduliidae,6BBD,7778715
B152:1:60,Oxygastra curtisii (Dale),(Dale),Oxygastra,,curtisii,,species,,B152:1,accepted,,,B152:1:59,Oxygastra Selys,,,,Odonata,Corduliidae,,Oxygastra,,Odonata | Anisoptera | Corduliidae | Oxygastra,4BF6Q,1430236
B152:1:61,Libellulidae,,,,,,family,,B152:1,accepted,,,B152:1:33,Anisoptera,,,,Odonata,Libellulidae,,,,Odonata | Anisoptera,BZS,5936
B152:1:62,Sympetrum Newman,Newman,,,,,genus,,B152:1,accepted,,,B152:1:61,Libellulidae,,,,Odonata,Libellulidae,,Sympetrum,,Odonata | Anisoptera | Libellulidae,64658,1428195
B152:1:63,Sympetrum fonscolombii (Selys),(Selys),Sympetrum,,fonscolombii,,species,,B152:1,accepted,,,B152:1:62,Sympetrum Newman,,,,Odonata,Libellulidae,,Sympetrum,,Odonata | Anisoptera | Libellulidae | Sympetrum,53P7C,1428264
B152:1:64,Sympetrum flaveolum (L.),(L.),Sympetrum,,flaveolum,,species,,B152:1,accepted,,,B152:1:62,Sympetrum Newman,,,,Odonata,Libellulidae,,Sympetrum,,Odonata | Anisoptera | Libellulidae | Sympetrum,53P78,1428248
B152:1:65,Sympetrum vulgatum (L.),(L.),Sympetrum,,vulgatum,,species,,B152:1,accepted,,,B152:1:62,Sympetrum Newman,,,,Odonata,Libellulidae,,Sympetrum,,Odonata | Anisoptera | Libellulidae | Sympetrum,7B6W6,1428311
B152:1:66,Sympetrum nigrescens Lucas,Lucas,Sympetrum,,nigrescens,,species,,B152:1,accepted,,,B152:1:62,Sympetrum Newman,,,,Odonata,Libellulidae,,Sympetrum,,Odonata | Anisoptera | Libellulidae | Sympetrum,7B6VT,1428242
B152:1:67,Sympetrum striolatum,,Sympetrum,,striolatum,,species,,B152:1,accepted,,,B152:1:62,Sympetrum Newman,,,,Odonata,Libellulidae,,Sympetrum,,Odonata | Anisoptera | Libellulidae | Sympetrum,7B6VS,1428345
B152:1:68,Sympetrum striolatum subsp. striolatum (Charpentier),(Charpentier),Sympetrum,,striolatum,striolatum,subspecies,,B152:1,accepted,,,B152:1:67,Sympetrum striolatum,,,,Odonata,Libellulidae,,Sympetrum,,Odonata | Anisoptera | Libellulidae | Sympetrum | Sympetrum striolatum,,7215895
