scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B530:1:1,"Symmorphus Wesmael, 1836","Wesmael, 1836",,,,,genus,,B530:1,accepted,,,,,,,,,,,Symmorphus,,,7QTL,1331373,7QTL,1331373
B530:1:2,"Symmorphus angustatus (Zetterstedt, 1838)","(Zetterstedt, 1838)",Symmorphus,,angustatus,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NYK,1331399,53NYK,1331399
B530:1:3,"Odynerus angustatus Zetterstedt, 1838","Zetterstedt, 1838",Odynerus,,angustatus,,species,,B530:1,synonym,B530:1:2,"Symmorphus angustatus (Zetterstedt, 1838)",,,,,,,,,Symmorphus,,Symmorphus,,9008510,,1331399
B530:1:4,"Symmorphus bifasciatus (Linnaeus, 1761)","(Linnaeus, 1761)",Symmorphus,,bifasciatus,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NYP,1331436,53NYP,1331436
B530:1:5,"Vespa bifasciata Linnaeus, 1761","Linnaeus, 1761",Vespa,,bifasciata,,species,,B530:1,synonym,B530:1:4,"Symmorphus bifasciatus (Linnaeus, 1761)",,,,,,,,,Symmorphus,,Symmorphus,,9097523,,1331436
B530:1:6,"Symmorphus connexus (Curtis, 1826)","(Curtis, 1826)",Symmorphus,,connexus,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NYW,1331406,53NYW,1331406
B530:1:7,"Odynerus connexus Curtis, 1826","Curtis, 1826",Odynerus,,connexus,,species,,B530:1,synonym,B530:1:6,"Symmorphus connexus (Curtis, 1826)",,,,,,,,,Symmorphus,,Symmorphus,,9038470,,1331406
B530:1:8,"Symmorphus crassicornis (Panzer, 1798)","(Panzer, 1798)",Symmorphus,,crassicornis,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NYX,1331425,53NYX,1331425
B530:1:9,"Vespa crassicornis Panzer, 1798","Panzer, 1798",Vespa,,crassicornis,,species,,B530:1,synonym,B530:1:8,"Symmorphus crassicornis (Panzer, 1798)",,,,,,,,,Symmorphus,,Symmorphus,,9163508,,1331425
B530:1:10,"Symmorphus debilitatus (Saussure, 1855)","(Saussure, 1855)",Symmorphus,,debilitatus,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NYZ,1331444,53NYZ,1331444
B530:1:11,"Odynerus debilitatus Saussure, 1855","Saussure, 1855",Odynerus,,debilitatus,,species,,B530:1,synonym,B530:1:10,"Symmorphus debilitatus (Saussure, 1855)",,,,,,,,,Symmorphus,,Symmorphus,,9194658,,1331444
B530:1:12,"Symmorphus declivis Harttig, 1932","Harttig, 1932",Symmorphus,,declivis,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NZ3,1331408,53NZ3,1331408
B530:1:13,"Symmorphus fuscipes (Herrich-Schaeffer, 1838)","(Herrich-Schaeffer, 1838)",Symmorphus,,fuscipes,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NZ6,1331387,53NZ6,1331387
B530:1:14,"Odynerus fuscipes Herrich-Schaeffer, 1838","Herrich-Schaeffer, 1838",Odynerus,,fuscipes,,species,,B530:1,synonym,B530:1:13,"Symmorphus fuscipes (Herrich-Schaeffer, 1838)",,,,,,,,,Symmorphus,,Symmorphus,48TPB,1331992,4D4S4,1331986
B530:1:15,"Symmorphus gracilis (Brullé, 1832)","(Brullé, 1832)",Symmorphus,,gracilis,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NZ8,1331377,53NZ8,1331377
B530:1:16,"Odynerus gracilis Brullé, 1832","Brullé, 1832",Odynerus,,gracilis,,species,,B530:1,synonym,B530:1:15,"Symmorphus gracilis (Brullé, 1832)",,,,,,,,,Symmorphus,,Symmorphus,,8860377,,1331377
B530:1:17,"Symmorphus murarius (Linnaeus, 1758)","(Linnaeus, 1758)",Symmorphus,,murarius,,species,,B530:1,accepted,,,B530:1:1,"Symmorphus Wesmael, 1836",,,,,,,Symmorphus,,Symmorphus,53NZL,1331389,53NZL,1331389
B530:1:18,"Vespa muraria Linnaeus, 1758","Linnaeus, 1758",Vespa,,muraria,,species,,B530:1,synonym,B530:1:17,"Symmorphus murarius (Linnaeus, 1758)",,,,,,,,,Symmorphus,,Symmorphus,5B9XJ,1311520,5B9XJ,1311520
