scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B212:2:1,Ichneumoninae,,,,,,subfamily,,B212:2,accepted,,,,,,,,,,Ichneumoninae,,,,,
B212:2:2,Eurylabini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:3,Goedartia,,,,,,genus,,B212:2,accepted,,,B212:2:2,Eurylabini,,,,,,Ichneumoninae,Goedartia,,Ichneumoninae | Eurylabini,4PRP,1292193
B212:2:4,Heresiarchini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:5,Ichneumonini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:6,Listrodromini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:7,Anisobas,,,,,,genus,,B212:2,accepted,,,B212:2:6,Listrodromini,,,,,,Ichneumoninae,Anisobas,,Ichneumoninae | Listrodromini,WC9,1290784
B212:2:8,Phaeogenini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:9,Platylabini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:10,Apaeleticus,,,,,,genus,,B212:2,accepted,,,B212:2:9,Platylabini,,,,,,Ichneumoninae,Apaeleticus,,Ichneumoninae | Platylabini,Y2F,1284061
B212:2:11,Hypomecus,,,,,,genus,,B212:2,accepted,,,B212:2:9,Platylabini,,,,,,Ichneumoninae,Hypomecus,,Ichneumoninae | Platylabini,8NSRW,1227472
B212:2:12,Protichneumonini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:13,Trogini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
B212:2:14,Zimmerini,,,,,,tribe,,B212:2,accepted,,,B212:2:1,Ichneumoninae,,,,,,Ichneumoninae,,,Ichneumoninae,,
