scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B211:1:1,Ichneumonidae,,,,,,family,,B211:1,accepted,,,,,,,,,Ichneumonidae,,,,,BCL,3512,BCL,3512
B211:1:2,Pimplinae,,,,,,subfamily,,B211:1,accepted,,,B211:1:1,Ichneumonidae,,,,,Ichneumonidae,Pimplinae,,,Ichneumonidae,,,,
B211:1:3,Ephialtinae,,,,,,subfamily,,B211:1,synonym,B211:1:2,Pimplinae,,,,,,,Ichneumonidae,Ephialtinae,,,Ichneumonidae,,,,
B211:1:4,Ephialtini,,,,,,tribe,,B211:1,accepted,,,B211:1:2,Pimplinae,,,,,Ichneumonidae,Pimplinae,,,Ichneumonidae | Pimplinae,,,,
B211:1:5,Pimplini Townes,Townes,,,,,tribe,,B211:1,synonym,B211:1:4,Ephialtini,,,,,,,Ichneumonidae,Pimplinae,,,Ichneumonidae | Pimplinae,,,,
B211:1:6,"Ephialtes Gravenhorst, 1829","Gravenhorst, 1829",,,,,genus,,B211:1,accepted,,,B211:1:4,Ephialtini,,,,,Ichneumonidae,Pimplinae,Ephialtes,,Ichneumonidae | Pimplinae | Ephialtini,62S8J,1308771,62S8J,1308771
B211:1:7,"Pimpla Curtis, 1828","Curtis, 1828",,,,,genus,suppressed,B211:1,synonym,B211:1:6,"Ephialtes Gravenhorst, 1829",,,,,,,Ichneumonidae,Pimplinae,Pimpla,,Ichneumonidae | Pimplinae | Ephialtini,6QKX,1277839,6QKX,1277839
B211:1:8,"Ephialtes manifestator (Linnaeus, 1758)","(Linnaeus, 1758)",Ephialtes,,manifestator,,species,,B211:1,accepted,,,B211:1:6,"Ephialtes Gravenhorst, 1829",,,,,Ichneumonidae,Pimplinae,Ephialtes,,Ichneumonidae | Pimplinae | Ephialtini | Ephialtes,6FQFB,1308779,6FQFB,1308779
B211:1:9,"Dolichomitus Smith, 1877","Smith, 1877",,,,,genus,,B211:1,accepted,,,B211:1:4,Ephialtini,,,,,Ichneumonidae,Pimplinae,Dolichomitus,,Ichneumonidae | Pimplinae | Ephialtini,47HK,1273960,47HK,1273960
B211:1:10,"Dolichomitus agnoscendus (Roman, 1939)","(Roman, 1939)",Dolichomitus,,agnoscendus,,species,,B211:1,accepted,,,B211:1:9,"Dolichomitus Smith, 1877",,,,,Ichneumonidae,Pimplinae,Dolichomitus,,Ichneumonidae | Pimplinae | Ephialtini | Dolichomitus,375JD,1274043,375JD,1274043
B211:1:11,"Dolichomitus diversicostae (Perkins, 1943)","(Perkins, 1943)",Dolichomitus,,diversicostae,,species,,B211:1,accepted,,,B211:1:9,"Dolichomitus Smith, 1877",,,,,Ichneumonidae,Pimplinae,Dolichomitus,,Ichneumonidae | Pimplinae | Ephialtini | Dolichomitus,375K7,1274005,375K7,1274005
B211:1:12,"Dolichomitus imperator (Kriechbaumer, 1854)","(Kriechbaumer, 1854)",Dolichomitus,,imperator,,species,,B211:1,accepted,,,B211:1:9,"Dolichomitus Smith, 1877",,,,,Ichneumonidae,Pimplinae,Dolichomitus,,Ichneumonidae | Pimplinae | Ephialtini | Dolichomitus,375KT,1274033,375KT,1274033
B211:1:13,"Dolichomitus mesocentrus (Gravenhorst, 1829)","(Gravenhorst, 1829)",Dolichomitus,,mesocentrus,,species,,B211:1,accepted,,,B211:1:9,"Dolichomitus Smith, 1877",,,,,Ichneumonidae,Pimplinae,Dolichomitus,,Ichneumonidae | Pimplinae | Ephialtini | Dolichomitus,375LJ,1274044,375LJ,1274044
