scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B229:7:1,Culicinae,,,,,,subfamily,,B229:7,accepted,,,,,,,,,,Culicinae,,,,CULICINAE,,87CGC,,87CGC,
B229:7:2,Anophelini,,,,,,tribe,,B229:7,accepted,,,B229:7:1,Culicinae,,,,,,Culicinae,,,Culicinae,ANOPHELINI,,,,,
B229:7:3,Anopheles,,,,,,genus,,B229:7,accepted,,,B229:7:2,Anophelini,,,,,,Culicinae,Anopheles,,Culicinae | Anophelini,Anopheles,,BXWM4,1650098,BXWM4,1650098
B229:7:4,Anopheles,,Anopheles,,,,subgenus,,B229:7,accepted,,,B229:7:3,Anopheles,,,,,,Culicinae,Anopheles,Anopheles,Culicinae | Anophelini | Anopheles,Anopheles,,BXWM6,,BXWM6,
B229:7:5,Anopheles algeriensis Theobald,Theobald,Anopheles,Anopheles,algeriensis,,species,,B229:7,accepted,,,B229:7:4,Anopheles,,,,,,Culicinae,Anopheles,Anopheles,Culicinae | Anophelini | Anopheles | Anopheles,algeriensis Theobald,,677SG,1650824,677SG,1650824
B229:7:6,Anopheles claviger Meigen,Meigen,Anopheles,Anopheles,claviger,,species,,B229:7,accepted,,,B229:7:4,Anopheles,,,,,,Culicinae,Anopheles,Anopheles,Culicinae | Anophelini | Anopheles | Anopheles,claviger Meigen,,66VTZ,1650857,66VTZ,1650857
B229:7:7,Anopheles plumbeus Stephens,Stephens,Anopheles,Anopheles,plumbeus,,species,,B229:7,accepted,,,B229:7:4,Anopheles,,,,,,Culicinae,Anopheles,Anopheles,Culicinae | Anophelini | Anopheles | Anopheles,plumbeus Stephens,,5V7X3,1650313,5V7X3,1650313
B229:7:8,Anopheles maculipennis,,Anopheles,Anopheles,,,complex,,B229:7,accepted,,,B229:7:4,Anopheles,,,,,,Culicinae,Anopheles,Anopheles,Culicinae | Anophelini | Anopheles | Anopheles,maculipennis,,DJB97,,6787Y,
B229:7:53,Anopheles messeae Falleroni,Falleroni,Anopheles,Anopheles,messeae,,species,,B229:7,accepted,,,B229:7:8,Anopheles maculipennis,,,,,,Culicinae,Anopheles,Anopheles,Culicinae | Anophelini | Anopheles | Anopheles | Anopheles maculipennis,messeae Falleroni,"{""identifiable"":false}",6787Y,1650482,6787Y,1650482
B229:7:54,Anopheles maculipennis var. messeae,,Anopheles,Anopheles,maculipennis,messeae,variety,,B229:7,synonym,B229:7:53,Anopheles messeae Falleroni,,,,,,,,Culicinae,Anopheles,Anopheles,Culicinae | Anophelini | Anopheles | Anopheles | Anopheles maculipennis,maculipennis var. messeae,,,,,
