scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B37:1:1,Lampetra planeri,,Lampetra,,planeri,,species,,B37:1,accepted,,,,,,,,,,,Lampetra,,,6NVMN,2421402,6NVMN,2421402
B37:1:2,Lampetra fluviatilis,,Lampetra,,fluviatilis,,species,,B37:1,accepted,,,,,,,,,,,Lampetra,,,6NVLC,2421365,6NVLC,2421365
B37:1:3,Petromyzon marinus,,Petromyzon,,marinus,,species,,B37:1,accepted,,,,,,,,,,,Petromyzon,,,6V6DZ,8236498,6V6DZ,8236498
B37:1:4,Acipenser sturio,,Acipenser,,sturio,,species,,B37:1,accepted,,,,,,,,,,,Acipenser,,,9C7Q,2402203,9C7Q,2402203
B37:1:5,Salvelinus fontinalis,,Salvelinus,,fontinalis,,species,,B37:1,accepted,,,,,,,,,,,Salvelinus,,,6XG35,2351271,6XG35,2351271
B37:1:6,Oncorhynchus mykiss,,Oncorhynchus,,mykiss,,species,,B37:1,accepted,,,,,,,,,,,Oncorhynchus,,,49JFF,5204019,49JFF,5204019
B37:1:7,Salmo salar,,Salmo,,salar,,species,,B37:1,accepted,,,,,,,,,,,Salmo,,,6XCXT,7595433,6XCXT,7595433
B37:1:8,Salmo trutta,,Salmo,,trutta,,species,,B37:1,accepted,,,,,,,,,,,Salmo,,,79CZL,8215487,79CZL,8215487
B37:1:9,Silurus glanis,,Silurus,,glanis,,species,,B37:1,accepted,,,,,,,,,,,Silurus,,,6YPTG,2337607,6YPTG,2337607
B37:1:10,Ictalurus punctatus,,Ictalurus,,punctatus,,species,,B37:1,accepted,,,,,,,,,,,Ictalurus,,,3PB88,5202520,3PB88,5202520
B37:1:11,Ameiurus nebulosus,,Ameiurus,,nebulosus,,species,,B37:1,accepted,,,,,,,,,,,Ameiurus,,,CQKG,2340989,CQKG,2340989
B37:1:12,Ameiurus melas,,Ameiurus,,melas,,species,,B37:1,accepted,,,,,,,,,,,Ameiurus,,,CQKD,2340977,CQKD,2340977
B37:1:13,Osmerus eperlanus,,Osmerus,,eperlanus,,species,,B37:1,accepted,,,,,,,,,,,Osmerus,,,6SZTL,2410854,6SZTL,2410854
B37:1:14,Thymallus thymallus,,Thymallus,,thymallus,,species,,B37:1,accepted,,,,,,,,,,,Thymallus,,,56Q8K,5203999,56Q8K,5203999
B37:1:15,Coregonus oxyrinchus,,Coregonus,,oxyrinchus,,species,,B37:1,accepted,,,,,,,,,,,Coregonus,,,6B3P8,2351155,6B3P8,2351155
B37:1:16,Coregonus albula,,Coregonus,,albula,,species,,B37:1,accepted,,,,,,,,,,,Coregonus,,,YD7R,2351027,YD7R,2351027
B37:1:17,Coregonus lavaretus,,Coregonus,,lavaretus,,species,,B37:1,accepted,,,,,,,,,,,Coregonus,,,6B298,2351211,6B298,2351211
B37:1:18,Anguilla anguilla,,Anguilla,,anguilla,,species,,B37:1,accepted,,,,,,,,,,,Anguilla,,,DZZN,5212973,DZZN,5212973
B37:1:19,Alosa fallax,,Alosa,,fallax,,species,,B37:1,accepted,,,,,,,,,,,Alosa,,,C5M6,2412623,C5M6,2412623
B37:1:20,Alosa alosa,,Alosa,,alosa,,species,,B37:1,accepted,,,,,,,,,,,Alosa,,,C5LK,2412685,C5LK,2412685
B37:1:21,Esox lucius,,Esox,,lucius,,species,,B37:1,accepted,,,,,,,,,,,Esox,,,3BHYH,2346633,3BHYH,2346633
B37:1:22,Umbra pygmaea,,Umbra,,pygmaea,,species,,B37:1,accepted,,,,,,,,,,,Umbra,,,7DGKY,5203111,7DGKY,5203111
B37:1:23,Cyprinus carpio,,Cyprinus,,carpio,,species,,B37:1,accepted,,,,,,,,,,,Cyprinus,,,33HRJ,4286975,33HRJ,4286975
B37:1:24,Tinca tinca,,Tinca,,tinca,,species,,B37:1,accepted,,,,,,,,,,,Tinca,,,56ZWM,2362524,56ZWM,2362524
B37:1:25,Barbus barbus,,Barbus,,barbus,,species,,B37:1,accepted,,,,,,,,,,,Barbus,,,KMZ5,5739539,KMZ5,5739539
B37:1:26,Gobio gobio,,Gobio,,gobio,,species,,B37:1,accepted,,,,,,,,,,,Gobio,,,3GP8J,4409628,3GP8J,4409628
B37:1:27,Carassius carassius,,Carassius,,carassius,,species,,B37:1,accepted,,,,,,,,,,,Carassius,,,R32J,2366645,R32J,2366645
B37:1:28,Carassius gibelio,,Carassius,,gibelio,,species,,B37:1,accepted,,,,,,,,,,,Carassius,,,R32T,2366634,R32T,2366634
B37:1:29,Carassius auratus,,Carassius,,auratus,,species,,B37:1,accepted,,,,,,,,,,,Carassius,,,68ZXN,4286942,68ZXN,4286942
B37:1:30,Hypophthalmichthys molitrix,,Hypophthalmichthys,,molitrix,,species,,B37:1,accepted,,,,,,,,,,,Hypophthalmichthys,,,6MR5M,2362473,6MR5M,2362473
B37:1:31,Aristichthys nobilis,,Aristichthys,,nobilis,,species,,B37:1,accepted,,,,,,,,,,,Aristichthys,,,GNQQ,2362489,6N2TM,2362486
B37:1:32,Chondrostoma nasus,,Chondrostoma,,nasus,,species,,B37:1,accepted,,,,,,,,,,,Chondrostoma,,,5XZDS,2360551,5XZDS,2360551
B37:1:33,Vimba vimba,,Vimba,,vimba,,species,,B37:1,accepted,,,,,,,,,,,Vimba,,,5BFDX,2360504,5BFDX,2360504
B37:1:34,Pseudorasbora parva,,Pseudorasbora,,parva,,species,,B37:1,accepted,,,,,,,,,,,Pseudorasbora,,,4P9F3,2362868,4P9F3,2362868
B37:1:35,Leucaspius delineatus,,Leucaspius,,delineatus,,species,,B37:1,accepted,,,,,,,,,,,Leucaspius,,,723YJ,2362881,723YJ,2362881
B37:1:36,Aspius aspius,,Aspius,,aspius,,species,,B37:1,accepted,,,,,,,,,,,Aspius,,,HJNT,2360181,6Q3Q4,5851603
B37:1:37,Alburnus alburnus,,Alburnus,,alburnus,,species,,B37:1,accepted,,,,,,,,,,,Alburnus,,,66876,2362925,66876,2362925
B37:1:38,Scardinius erythrophthalmus,,Scardinius,,erythrophthalmus,,species,,B37:1,accepted,,,,,,,,,,,Scardinius,,,4V2SM,2362635,4V2SM,2362635
B37:1:39,Blicca bjoerkna,,Blicca,,bjoerkna,,species,,B37:1,accepted,,,,,,,,,,,Blicca,,,68LRL,2359471,68LRL,2359471
B37:1:40,Abramis brama,,Abramis,,brama,,species,,B37:1,accepted,,,,,,,,,,,Abramis,,,63ZV8,9809222,63ZV8,9809222
B37:1:41,Alburnoïdes bipunctatus,,Alburnoïdes,,bipunctatus,,species,,B37:1,accepted,,,,,,,,,,,Alburnoïdes,,,65W6T,2360305,65W6T,2360305
B37:1:42,Pimephales promelas,,Pimephales,,promelas,,species,,B37:1,accepted,,,,,,,,,,,Pimephales,,,4HWST,2367742,4HWST,2367742
B37:1:43,Rhodeus sericeus,,Rhodeus,,sericeus,,species,,B37:1,accepted,,,,,,,,,,,Rhodeus,,,796MF,2360803,796MF,2360803
B37:1:44,Phoxinus phoxinus,,Phoxinus,,phoxinus,,species,,B37:1,accepted,,,,,,,,,,,Phoxinus,,,4GTGC,4409653,4GTGC,4409653
B37:1:45,Leuciscus idus,,Leuciscus,,idus,,species,,B37:1,accepted,,,,,,,,,,,Leuciscus,,,6Q3R5,4409643,6Q3R5,4409643
B37:1:46,Leuciscus leuciscus,,Leuciscus,,leuciscus,,species,,B37:1,accepted,,,,,,,,,,,Leuciscus,,,6Q433,4409641,6Q433,4409641
B37:1:47,Rutilus rutilus,,Rutilus,,rutilus,,species,,B37:1,accepted,,,,,,,,,,,Rutilus,,,4TTHT,2359706,4TTHT,2359706
B37:1:48,Ctenopharyngodon idella,,Ctenopharyngodon,,idella,,species,,B37:1,accepted,,,,,,,,,,,Ctenopharyngodon,,,99H8T,2362030,99H8T,2362030
B37:1:49,Leuciscus cephalus,,Leuciscus,,cephalus,,species,,B37:1,accepted,,,,,,,,,,,Leuciscus,,,723PB,5207464,6ZDRX,2365685
B37:1:50,Cobitis taenia,,Cobitis,,taenia,,species,,B37:1,accepted,,,,,,,,,,,Cobitis,,,WK47,2368185,WK47,2368185
