scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B919:1:1,Acanthinula aculeata,,Acanthinula,,aculeata,,species,,B919:1,accepted,,,,,,,,,,,Acanthinula,,,8TS9,4567429,8TS9,4567429
B919:1:2,Acicula fusca,,Acicula,,fusca,,species,,B919:1,accepted,,,,,,,,,,,Acicula,,,64HPS,5778127,64HPS,5778127
B919:1:3,Aegopinella nitens,,Aegopinella,,nitens,,species,,B919:1,accepted,,,,,,,,,,,Aegopinella,,,6595S,4562566,6595S,4562566
B919:1:4,Aegopinella nitens,,Aegopinella,,nitens,,species,,B919:1,accepted,,,,,,,,,,,Aegopinella,,,6595S,4562566,6595S,4562566
B919:1:5,Aegopinella nitidul,,Aegopinella,,nitidul,,species,,B919:1,accepted,,,,,,,,,,,Aegopinella,,,65964,4562554,65964,4562554
B919:1:6,Aegopinella nitidula,,Aegopinella,,nitidula,,species,,B919:1,accepted,,,,,,,,,,,Aegopinella,,,65964,4562554,65964,4562554
B919:1:7,Aegopinella pura,,Aegopinella,,pura,,species,,B919:1,accepted,,,,,,,,,,,Aegopinella,,,64X5V,4562571,64X5V,4562571
B919:1:8,Alinda biplicata,,Alinda,,biplicata,,species,,B919:1,accepted,,,,,,,,,,,Alinda,,,BSB3,4568664,BSB3,4568664
B919:1:9,Arianta arbustorum,,Arianta,,arbustorum,,species,,B919:1,accepted,,,,,,,,,,,Arianta,,,GLSS,5778937,GLSS,5778937
B919:1:10,Balea heydeni,,Balea,,heydeni,,species,,B919:1,accepted,,,,,,,,,,,Balea,,,KGTD,7466358,KGTD,7466358
B919:1:11,Balea perversa,,Balea,,perversa,,species,,B919:1,accepted,,,,,,,,,,,Balea,,,KGTJ,5781968,KGTJ,5781968
B919:1:12,Candidula gigaxii,,Candidula,,gigaxii,,species,,B919:1,accepted,,,,,,,,,,,Candidula,,,QLLW,4564645,K92D,10211679
B919:1:13,Candidula intersecta,,Candidula,,intersecta,,species,,B919:1,accepted,,,,,,,,,,,Candidula,,,QLLY,2296797,7G9PR,9890104
B919:1:14,Candidula unifasciata,,Candidula,,unifasciata,,species,,B919:1,accepted,,,,,,,,,,,Candidula,,,QLMB,4564687,QLMB,4564687
B919:1:15,Candidula unifasciata,,Candidula,,unifasciata,,species,,B919:1,accepted,,,,,,,,,,,Candidula,,,QLMB,4564687,QLMB,4564687
B919:1:16,Carychium minimum,,Carychium,,minimum,,species,,B919:1,accepted,,,,,,,,,,,Carychium,,,RHZ2,2291066,RHZ2,2291066
B919:1:17,Carychium tridentatum,,Carychium,,tridentatum,,species,,B919:1,accepted,,,,,,,,,,,Carychium,,,RJ22,2291063,RJ22,2291063
B919:1:18,Cecilioides acicula,,Cecilioides,,acicula,,species,,B919:1,accepted,,,,,,,,,,,Cecilioides,,,RZMZ,2297229,RZMZ,2297229
B919:1:19,Cepaea hortensis,,Cepaea,,hortensis,,species,,B919:1,accepted,,,,,,,,,,,Cepaea,,,SBY2,2294279,SBY2,2294279
B919:1:20,Cepaea nemoralis,,Cepaea,,nemoralis,,species,,B919:1,accepted,,,,,,,,,,,Cepaea,,,SBY4,2294280,SBY4,2294280
B919:1:21,Cernuella aginnica,,Cernuella,,aginnica,,species,,B919:1,accepted,,,,,,,,,,,Cernuella,,,SZLY,4565134,SZLY,4565134
B919:1:22,Cernuella cisalpina,,Cernuella,,cisalpina,,species,,B919:1,accepted,,,,,,,,,,,Cernuella,,,SZM4,4565140,SZM4,4565140
B919:1:23,Cernuella cisalpina,,Cernuella,,cisalpina,,species,,B919:1,accepted,,,,,,,,,,,Cernuella,,,SZM4,4565140,SZM4,4565140
B919:1:24,Cernuella neglecta,,Cernuella,,neglecta,,species,,B919:1,accepted,,,,,,,,,,,Cernuella,,,SZM8,4565061,SZM8,4565061
B919:1:25,Cernuella neglecta,,Cernuella,,neglecta,,species,,B919:1,accepted,,,,,,,,,,,Cernuella,,,SZM8,4565061,SZM8,4565061
B919:1:26,Cernuella virgata,,Cernuella,,virgata,,species,,B919:1,accepted,,,,,,,,,,,Cernuella,,,SZMC,9805907,SZMC,9805907
B919:1:27,Clausilia bidentata,,Clausilia,,bidentata,,species,,B919:1,accepted,,,,,,,,,,,Clausilia,,,VTTR,4571002,VTTR,4571002
