scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B853:1:1,Atrichum,,,,,,genus,,B853:1,accepted,,,,,,,,,,,Atrichum,,,35CH,2673296
B853:1:2,Oligotrichum,,,,,,genus,,B853:1,accepted,,,,,,,,,,,Oligotrichum,,,67RQ,7907140
B853:1:3,Oligotrichum hercynicum,,Oligotrichum,,hercynicum,,species,,B853:1,accepted,,,B853:1:2,Oligotrichum,,,,,,,Oligotrichum,,Oligotrichum,497SR,2683049
B853:1:4,Pogonatum,,,,,,genus,,B853:1,accepted,,,,,,,,,,,Pogonatum,,,6TMG,2682962
B853:1:5,Pogonatum aloides,,Pogonatum,,aloides,,species,,B853:1,accepted,,,B853:1:4,Pogonatum,,,,,,,Pogonatum,,Pogonatum,4KV92,2683017
B853:1:6,Pogonatum dentatum,,Pogonatum,,dentatum,,species,,B853:1,accepted,,,B853:1:4,Pogonatum,,,,,,,Pogonatum,,Pogonatum,77SYV,2682966
B853:1:7,Pogonatum nanum,,Pogonatum,,nanum,,species,,B853:1,accepted,,,B853:1:4,Pogonatum,,,,,,,Pogonatum,,Pogonatum,4KV9T,2682983
B853:1:8,Pogonatum urnigerum,,Pogonatum,,urnigerum,,species,,B853:1,accepted,,,B853:1:4,Pogonatum,,,,,,,Pogonatum,,Pogonatum,6VSZD,2682986
B853:1:9,Polytrichastrum,,,,,,genus,,B853:1,accepted,,,,,,,,,,,Polytrichastrum,,,63P9Y,2682927
B853:1:10,Polytrichastrum alpinum,,Polytrichastrum,,alpinum,,species,,B853:1,accepted,,,B853:1:9,Polytrichastrum,,,,,,,Polytrichastrum,,Polytrichastrum,4LPPF,2682930
B853:1:11,Polytrichastrum alpinum var. alpinum,,Polytrichastrum,,alpinum,alpinum,variety,,B853:1,accepted,,,B853:1:10,Polytrichastrum alpinum,,,,,,,Polytrichastrum,,Polytrichastrum | Polytrichastrum alpinum,,7259182
B853:1:12,Polytrichastrum alpinum var. fragile,,Polytrichastrum,,alpinum,fragile,variety,,B853:1,accepted,,,B853:1:10,Polytrichastrum alpinum,,,,,,,Polytrichastrum,,Polytrichastrum | Polytrichastrum alpinum,,4279993
B853:1:13,Polytrichastrum alpinum var. septentrionale,,Polytrichastrum,,alpinum,septentrionale,variety,,B853:1,accepted,,,B853:1:10,Polytrichastrum alpinum,,,,,,,Polytrichastrum,,Polytrichastrum | Polytrichastrum alpinum,,4279998
B853:1:14,Polytrichastrum sexangulare,,Polytrichastrum,,sexangulare,,species,,B853:1,accepted,,,B853:1:9,Polytrichastrum,,,,,,,Polytrichastrum,,Polytrichastrum,4LPPQ,2682935
B853:1:15,Polytrichastrum sphaerothecium,,Polytrichastrum,,sphaerothecium,,species,,B853:1,accepted,,,B853:1:9,Polytrichastrum,,,,,,,Polytrichastrum,,Polytrichastrum,,8243583
B853:1:16,Polytrichum,,,,,,genus,,B853:1,accepted,,,,,,,,,,,Polytrichum,,,63P9G,2683053
B853:1:17,Polytrichum commune,,Polytrichum,,commune,,species,,B853:1,accepted,,,B853:1:16,Polytrichum,,,,,,,Polytrichum,,Polytrichum,77V79,2683084
B853:1:18,Polytrichum commune var. commune,,Polytrichum,,commune,commune,variety,,B853:1,accepted,,,B853:1:17,Polytrichum commune,,,,,,,Polytrichum,,Polytrichum | Polytrichum commune,,7259184
B853:1:19,Polytrichum commune var. perigoniale,,Polytrichum,,commune,perigoniale,variety,,B853:1,accepted,,,B853:1:17,Polytrichum commune,,,,,,,Polytrichum,,Polytrichum | Polytrichum commune,,4280094
B853:1:20,Polytrichum formosum,,Polytrichum,,formosum,,species,,B853:1,accepted,,,B853:1:16,Polytrichum,,,,,,,Polytrichum,,Polytrichum,,4280088
B853:1:21,Polytrichum formosum var. densifolium,,Polytrichum,,formosum,densifolium,variety,,B853:1,accepted,,,B853:1:20,Polytrichum formosum,,,,,,,Polytrichum,,Polytrichum | Polytrichum formosum,,7555094
B853:1:22,Polytrichum formosum var. formosum,,Polytrichum,,formosum,formosum,variety,,B853:1,accepted,,,B853:1:20,Polytrichum formosum,,,,,,,Polytrichum,,Polytrichum | Polytrichum formosum,,8030658
