scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B2352:2:1,Monanthia Lep. & St. F.,Lep. & St. F.,,,,,genus,,B2352:2,accepted,,,,,,,,,,,Monanthia,,,Monanthia Lep. & St. F.,,2020599,,2020599
B2352:2:2,Tropidochila Fieb.,Fieb.,Monanthia,,,,subgenus,,B2352:2,accepted,,,B2352:2:1,Monanthia Lep. & St. F.,,,,,,,Monanthia,Tropidochila,Monanthia,Tropidochila Fieb.,,,,
B2352:2:3,Monanthia caucasica,,Monanthia,Tropidochila,caucasica,,species,sp. n.,B2352:2,accepted,,,B2352:2:2,Tropidochila Fieb.,,,,,,,Monanthia,Tropidochila,Monanthia | Tropidochila,caucasica sp. n.,,4489113,,4489112
B2352:2:4,Monanthia tenuicornis,,Monanthia,Tropidochila,tenuicornis,,species,sp. n.,B2352:2,accepted,,,B2352:2:2,Tropidochila Fieb.,,,,,,,Monanthia,Tropidochila,Monanthia | Tropidochila,tenuicornis sp. n.,,,,
B2352:2:5,Monanthia pilosa Fieb.,Fieb.,Monanthia,Tropidochila,pilosa,,species,,B2352:2,accepted,,,B2352:2:2,Tropidochila Fieb.,,,,,,,Monanthia,Tropidochila,Monanthia | Tropidochila,pilosa Fieb.,,,,
