scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1669:1:1,Blindia acuta,,Blindia,,acuta,,species,,B1669:1,accepted,,,,,,,,,,,Blindia,,,Blindia acuta,,68LS4,2670176,68LS4,2670176
B1669:1:2,Blindia caespiticia,,Blindia,,caespiticia,,species,,B1669:1,accepted,,,,,,,,,,,Blindia,,,Blindia caespiticia,,9JWS7,2670162,9JWS7,2670162
B1669:1:3,Blindiadelphus campylopodus,,Blindiadelphus,,campylopodus,,species,,B1669:1,accepted,,,,,,,,,,,Blindiadelphus,,,Blindiadelphus campylopodus,,9L5GX,10413213,9L5GX,10413213
B1669:1:4,Blindiadelphus diversifolius,,Blindiadelphus,,diversifolius,,species,,B1669:1,accepted,,,,,,,,,,,Blindiadelphus,,,Blindiadelphus diversifolius,,9L5GY,10026080,9L5GY,10026080
B1669:1:5,Blindiadelphus polaris,,Blindiadelphus,,polaris,,species,,B1669:1,accepted,,,,,,,,,,,Blindiadelphus,,,Blindiadelphus polaris,,9L5GZ,10999561,9L5GZ,10999561
B1669:1:6,Blindiadelphus recurvatus,,Blindiadelphus,,recurvatus,,species,,B1669:1,accepted,,,,,,,,,,,Blindiadelphus,,,Blindiadelphus recurvatus,,9L5H2,10658500,9L5H2,10658500
B1669:1:7,Blindiadelphus subimmersus,,Blindiadelphus,,subimmersus,,species,,B1669:1,accepted,,,,,,,,,,,Blindiadelphus,,,Blindiadelphus subimmersus,,9L5H4,10906757,9L5H4,10906757
B1669:1:8,Brachydontium trichodes,,Brachydontium,,trichodes,,species,,B1669:1,accepted,,,,,,,,,,,Brachydontium,,,Brachydontium trichodes,,9JX3H,7841385,9JX3H,7841385
B1669:1:9,Seligeria acutifolia,,Seligeria,,acutifolia,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria acutifolia,,6YDFM,2670139,6YDFM,2670139
B1669:1:10,Seligeria brevifolia,,Seligeria,,brevifolia,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria brevifolia,,6YDFS,2670127,6YDFS,2670127
B1669:1:11,Seligeria calcarea,,Seligeria,,calcarea,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria calcarea,,6YDG4,2670132,6YDG4,2670132
B1669:1:12,Seligeria carniolica,,Seligeria,,carniolica,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria carniolica,,9N4GL,7675030,9N4GL,7675030
B1669:1:13,Seligeria donniana,,Seligeria,,donniana,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria donniana,,9KTB6,8941394,9KTB6,8941394
B1669:1:14,Seligeria oelandica,,Seligeria,,oelandica,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria oelandica,,6YDG9,2670129,6YDG9,2670129
B1669:1:15,Seligeria patula,,Seligeria,,patula,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria patula,,9MJSB,7694205,9MJSB,7694205
B1669:1:16,Seligeria pusilla,,Seligeria,,pusilla,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria pusilla,,6YDG7,2670130,6YDG7,2670130
B1669:1:17,Seligeria tristichoides,,Seligeria,,tristichoides,,species,,B1669:1,accepted,,,,,,,,,,,Seligeria,,,Seligeria tristichoides,,6YDGB,2670137,6YDGB,2670137
