scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B3048:1:1,"Monosteira Costa, 1862","Costa, 1862",,,,,genus,,B3048:1,accepted,,,,,,,,,,,Monosteira,,,"Monosteira Costa, 1862",,63D8K,4407766,63D8K,4407766
B3048:1:2,"Monosteira unicostata (Mulsant & Rey, 1852)","(Mulsant & Rey, 1852)",Monosteira,,unicostata,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"unicostata (Mulsant & Rey, 1852)",,73PR5,4489137,73PR5,4489137
B3048:1:3,"Monanthia unicostata Mulsant & Rey, 1852","Mulsant & Rey, 1852",Monanthia,,unicostata,,species,,B3048:1,synonym,B3048:1:2,"Monosteira unicostata (Mulsant & Rey, 1852)",,,,,,,,,Monosteira,,Monosteira,"Monanthia unicostata Mulsant & Rey, 1852",,R6CX5,4489138,73PR5,4489137
B3048:1:4,"Monanthia aliena Fieber, 1861","Fieber, 1861",Monanthia,,aliena,,species,,B3048:1,synonym,B3048:1:2,"Monosteira unicostata (Mulsant & Rey, 1852)",,,,,,,,,Monosteira,,Monosteira,"Monanthia aliena Fieber, 1861","{""synonymUncertain"":true}",,,,
B3048:1:5,"Monosteira discoidalis (Jakovlev, 1883)","(Jakovlev, 1883)",Monosteira,,discoidalis,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"discoidalis (Jakovlev, 1883)",,449DV,4489140,449DV,4489140
B3048:1:6,"Monanthia discoidalis Jakovlev, 1883","Jakovlev, 1883",Monanthia,Monosteira,discoidalis,,species,,B3048:1,synonym,B3048:1:5,"Monosteira discoidalis (Jakovlev, 1883)",,,,,,,,,Monosteira,Monosteira,Monosteira,"Monanthia (Monosteira) discoidalis Jakovlev, 1883",,,4489141,,4489140
B3048:1:7,"Monosteira lobulifera Reuter, 1888","Reuter, 1888",Monosteira,,lobulifera,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"lobulifera Reuter, 1888",,449DZ,4489139,449DZ,4489139
B3048:1:8,"Monosteira edeia Drake & Livingstone, 1964","Drake & Livingstone, 1964",Monosteira,,edeia,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"edeia Drake & Livingstone, 1964",,449DW,7867941,449DW,7867941
B3048:1:9,"Monosteira nigricollis Linnavuori, 1977","Linnavuori, 1977",Monosteira,,nigricollis,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"nigricollis Linnavuori, 1977",,6RQ2T,7369148,6RQ2T,7369148
B3048:1:10,"Monosteira minutula Montandon, 1897","Montandon, 1897",Monosteira,,minutula,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"minutula Montandon, 1897",,6RPR5,7749930,6RPR5,7749930
B3048:1:11,"Monosteira alticarinata Ghauri, 1965","Ghauri, 1965",Monosteira,,alticarinata,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"alticarinata Ghauri, 1965",,449DT,8140776,449DT,8140776
B3048:1:12,Monosteira tuberculata,,Monosteira,,tuberculata,,species,n. sp.,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,tuberculata n. sp.,,73PQT,8189869,73PQT,8189869
B3048:1:13,"Monosteira brevicornis Ghauri, 1965","Ghauri, 1965",Monosteira,,brevicornis,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"brevicornis Ghauri, 1965",,6RPQT,7631446,6RPQT,7631446
B3048:1:14,"Monosteira inermis Horváth, 1889","Horváth, 1889",Monosteira,,inermis,,species,,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,"inermis Horváth, 1889",,449DX,7676578,449DX,7676578
B3048:1:15,Monosteira remanei,,Monosteira,,remanei,,species,n. sp.,B3048:1,accepted,,,B3048:1:1,"Monosteira Costa, 1862",,,,,,,Monosteira,,Monosteira,remanei n. sp.,,6S22T,7822226,6S22T,7822226
