scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B518:8:1,"Rhynchium Spinola, 1806","Spinola, 1806",,,,,genus,,B518:8,accepted,,,,,,,,,,,Rhynchium,,,"Rhynchium Spinola, 1806",79J3,1327845,79J3,1327845
B518:8:2,"Rhynchium oculatum (Fabricius, 1781)","(Fabricius, 1781)",Rhynchium,,oculatum,,species,,B518:8,accepted,,,B518:8:1,"Rhynchium Spinola, 1806",,,,,,,Rhynchium,,Rhynchium,"oculatum (Fabricius, 1781)",4SRGH,1327870,4SRGH,1327870
B518:8:3,"Rhynchium oculatum subsp. oculatum (Fabricius, 1781)","(Fabricius, 1781)",Rhynchium,,oculatum,oculatum,subspecies,,B518:8,accepted,,,B518:8:2,"Rhynchium oculatum (Fabricius, 1781)",,,,,,,Rhynchium,,Rhynchium | Rhynchium oculatum,"oculatum subsp. oculatum (Fabricius, 1781)",,7217673,,7217673
B518:8:4,"Vespa oculata Fabricius, 1781","Fabricius, 1781",Vespa,,oculata,,species,,B518:8,synonym,B518:8:3,"Rhynchium oculatum subsp. oculatum (Fabricius, 1781)",,,,,,,,,Rhynchium,,Rhynchium | Rhynchium oculatum,"Vespa oculata Fabricius, 1781",,8263019,,1327870
B518:8:5,"Rhynchium oculatum subsp. hebraeum Giordani Soika, 1952","Giordani Soika, 1952",Rhynchium,,oculatum,hebraeum,subspecies,,B518:8,accepted,,,B518:8:2,"Rhynchium oculatum (Fabricius, 1781)",,,,,,,Rhynchium,,Rhynchium | Rhynchium oculatum,"hebraeum Giordani Soika, 1952",5KXCX,1327878,5KXCX,1327878
B518:8:6,"Rhynchium oculatum subsp. ibericum Giordani Soika, 1966","Giordani Soika, 1966",Rhynchium,,oculatum,ibericum,subspecies,,B518:8,accepted,,,B518:8:2,"Rhynchium oculatum (Fabricius, 1781)",,,,,,,Rhynchium,,Rhynchium | Rhynchium oculatum,"ibericum Giordani Soika, 1966",5KXCY,1327876,5KXCY,1327876
