scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B83:1:23,"Leptopezella Sinclair & Cumming, 2007","Sinclair & Cumming, 2007",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Leptopezella,,Hybotidae | Ocydromiinae,"Leptopezella Sinclair & Cumming, 2007",BY2NJ,1458483,BY2NJ,1458483
B83:1:24,Hoplopeza Bezzi,Bezzi,,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Hoplopeza,,Hybotidae | Ocydromiinae,Hoplopeza Bezzi,BY2B9,1457139,BY2B9,1457139
B83:1:25,Scelolabes Philippi,Philippi,,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Scelolabes,,Hybotidae | Ocydromiinae,Scelolabes Philippi,BYPWX,1458910,BYPWX,1458910
B83:1:26,"Bicellaria Macquart, 1823","Macquart, 1823",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Bicellaria,,Hybotidae | Ocydromiinae,"Bicellaria Macquart, 1823",BXYX4,1458522,BXYX4,1458522
B83:1:27,"Apteromyia Oldroyd, 1949","Oldroyd, 1949",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Apteromyia,,Hybotidae | Ocydromiinae,"Apteromyia Oldroyd, 1949",BY7GN,1588712,BY7GN,1588712
B83:1:28,"Neotrichina Sinclair & Cumming, 2000","Sinclair & Cumming, 2000",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Neotrichina,,Hybotidae | Ocydromiinae,"Neotrichina Sinclair & Cumming, 2000",BYK56,1458635,BYK56,1458635
B83:1:29,"Trichina Meigen, 1830","Meigen, 1830",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Trichina,,Hybotidae | Ocydromiinae,"Trichina Meigen, 1830",BY65Q,1458943,BY65Q,1458943
B83:1:30,"Trichinomyia Tuomikoski, 1959","Tuomikoski, 1959",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Trichinomyia,,Hybotidae | Ocydromiinae,"Trichinomyia Tuomikoski, 1959",BYS28,1459501,BYS28,1459501
B83:1:31,"Trichinomyia flavipes (Meigen, 1830)","(Meigen, 1830)",Trichinomyia,,flavipes,,species,,B83:1,accepted,,,B83:1:30,"Trichinomyia Tuomikoski, 1959",,,,,Hybotidae,Ocydromiinae,Trichinomyia,,Hybotidae | Ocydromiinae | Trichinomyia,"Trichinomyia flavipes (Meigen, 1830)",,4514756,,1458957
B83:1:32,"Trichinomyia fuscipes (Zetterstedt, 1838)","(Zetterstedt, 1838)",Trichinomyia,,fuscipes,,species,,B83:1,accepted,,,B83:1:30,"Trichinomyia Tuomikoski, 1959",,,,,Hybotidae,Ocydromiinae,Trichinomyia,,Hybotidae | Ocydromiinae | Trichinomyia,"Trichinomyia fuscipes (Zetterstedt, 1838)",5897T,1459502,5897T,1459502
B83:1:33,"Abocciputa Plant, 1989","Plant, 1989",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Abocciputa,,Hybotidae | Ocydromiinae,"Abocciputa Plant, 1989",BXXYX,1458494,BXXYX,1458494
B83:1:34,"Chvalaea Papp & Földvári, 2001","Papp & Földvári, 2001",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Chvalaea,,Hybotidae | Ocydromiinae,"Chvalaea Papp & Földvári, 2001",BY8YW,1459449,BY8YW,1459449
B83:1:35,"Leptodromia Sinclair, 2000","Sinclair, 2000",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Leptodromia,,Hybotidae | Ocydromiinae,"Leptodromia Sinclair, 2000",BY2NC,4796954,BY2NC,4796954
B83:1:36,Leptopeza,,,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Leptopeza,,Hybotidae | Ocydromiinae,Leptopeza,BY2NG,1458615,BY2NG,1458615
B83:1:37,"Leptopeza flavipes (Meigen, 1820)","(Meigen, 1820)",Leptopeza,,flavipes,,species,,B83:1,accepted,,,B83:1:36,Leptopeza,,,,,Hybotidae,Ocydromiinae,Leptopeza,,Hybotidae | Ocydromiinae | Leptopeza,"Leptopeza flavipes (Meigen, 1820)",8CJ5F,5765917,8CJ5F,5765917
B83:1:38,"Leptopeza borealis Zetterstedt, 1842","Zetterstedt, 1842",Leptopeza,,borealis,,species,,B83:1,accepted,,,B83:1:36,Leptopeza,,,,,Hybotidae,Ocydromiinae,Leptopeza,,Hybotidae | Ocydromiinae | Leptopeza,"Leptopeza borealis Zetterstedt, 1842",3TST2,5056259,3TST2,5056259
B83:1:39,"Stylocydromia Saigusa, 1986","Saigusa, 1986",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Stylocydromia,,Hybotidae | Ocydromiinae,"Stylocydromia Saigusa, 1986",BYR44,1458912,BYR44,1458912
B83:1:40,Leptodromiella,,,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Leptodromiella,,Hybotidae | Ocydromiinae,Leptodromiella,BYGS5,1459182,BYGS5,1459182
B83:1:41,"Leptodromiella crassiseta (Tuomikoski, 192)","(Tuomikoski, 192)",Leptodromiella,,crassiseta,,species,,B83:1,accepted,,,B83:1:40,Leptodromiella,,,,,Hybotidae,Ocydromiinae,Leptodromiella,,Hybotidae | Ocydromiinae | Leptodromiella,"Leptodromiella crassiseta (Tuomikoski, 192)",3TNYH,1459183,3TNYH,1459183
B83:1:42,"Oropezella Collin, 1926","Collin, 1926",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Oropezella,,Hybotidae | Ocydromiinae,"Oropezella Collin, 1926",BY3DV,1458917,BY3DV,1458917
B83:1:43,"Ocydromia Meigen, 1820","Meigen, 1820",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Ocydromia,,Hybotidae | Ocydromiinae,"Ocydromia Meigen, 1820",BYKJC,1459580,BYKJC,1459580
B83:1:44,"Ocydromia glabricula (Fallén, 1816)","(Fallén, 1816)",Ocydromia,,glabricula,,species,,B83:1,accepted,,,B83:1:43,"Ocydromia Meigen, 1820",,,,,Hybotidae,Ocydromiinae,Ocydromia,,Hybotidae | Ocydromiinae | Ocydromia,"Ocydromia glabricula (Fallén, 1816)",48L9Z,1459590,48L9Z,1459590
B83:1:45,"Ocydromia melanopleura Loew, 1840","Loew, 1840",Ocydromia,,melanopleura,,species,,B83:1,accepted,,,B83:1:43,"Ocydromia Meigen, 1820",,,,,Hybotidae,Ocydromiinae,Ocydromia,,Hybotidae | Ocydromiinae | Ocydromia,"Ocydromia melanopleura Loew, 1840",74FQZ,1459583,74FQZ,1459583
B83:1:46,"Pseudoscelolabes Collin, 1933","Collin, 1933",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Pseudoscelolabes,,Hybotidae | Ocydromiinae,"Pseudoscelolabes Collin, 1933",BY3ZT,1459249,BY3ZT,1459249
B83:1:47,"Austropeza Plant, 1989","Plant, 1989",,,,,genus,,B83:1,accepted,,,B83:1:22,Ocydromiinae,,,,,Hybotidae,Ocydromiinae,Austropeza,,Hybotidae | Ocydromiinae,"Austropeza Plant, 1989",BXYT7,1586083,BXYT7,1586083
