scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1312:1:1,Cladonia,,,,,,genus,,B1312:1,accepted,,,,,,,,,,,Cladonia,,,62LF9,2607519,62LF9,2607519
B1312:1:2,Cladonia floerkeana,,Cladonia,,floerkeana,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPFF,7453254,VPFF,7453254
B1312:1:3,Cladonia alpina,,Cladonia,,alpina,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPC5,3390733,VPC5,3390733
B1312:1:4,Cladonia macilenta,,Cladonia,,macilenta,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPHK,7246716,VPHK,7246716
B1312:1:5,Cladonia coccifera,,Cladonia,,coccifera,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPDT,7246653,VPDT,7246653
B1312:1:6,Cladonia pleurota,,Cladonia,,pleurota,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPKB,2607718,VPKB,2607718
B1312:1:7,Cladonia straminea,,Cladonia,,straminea,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,9Z436,9746241,9Z436,9746241
B1312:1:8,Cladonia bellidiflora,,Cladonia,,bellidiflora,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPCT,2607724,VPCT,2607724
B1312:1:9,Cladonia diversa,,Cladonia,,diversa,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,5Z867,3390950,5Z867,3390950
B1312:1:10,Cladonia borealis,,Cladonia,,borealis,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPCX,2607717,VPCX,2607717
B1312:1:11,Cladonia incrassata,,Cladonia,,incrassata,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPGL,7984707,VPGL,7984707
B1312:1:12,Cladonia polydactyla,,Cladonia,,polydactyla,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPKG,10907622,VPKG,7246899
B1312:1:13,Cladonia umbricola,,Cladonia,,umbricola,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPN3,3391691,VPKG,3391690
B1312:1:14,Cladonia digitata,,Cladonia,,digitata,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,9XK8N,2607722,9XK8N,2607722
B1312:1:15,Cladonia deformis,,Cladonia,,deformis,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,5YW5V,9075436,5YW5V,9075436
B1312:1:16,Cladonia sulphurina,,Cladonia,,sulphurina,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPMM,2607566,VPMM,2607566
B1312:1:17,Cladonia botrytes,,Cladonia,,botrytes,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPCY,2607624,VPCY,2607624
B1312:1:18,Cladonia carneola,,Cladonia,,carneola,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPDD,2607571,VPDD,2607571
B1312:1:19,Cladonia norvegica,,Cladonia,,norvegica,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPJJ,3390102,VPJJ,3390102
B1312:1:20,Cladonia bacciliformis,,Cladonia,,bacciliformis,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,,,,
B1312:1:21,Cladonia cyanipes,,Cladonia,,cyanipes,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,,7246865,,7246865
B1312:1:22,Cladonia macrophylla,,Cladonia,,macrophylla,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPHM,2607629,VPHM,2607629
B1312:1:23,Cladonia acuminata,,Cladonia,,acuminata,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPBW,7246790,VPBW,7246790
B1312:1:24,Cladonia cariosa,,Cladonia,,cariosa,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPDC,2607655,VPDC,2607655
B1312:1:25,Cladonia decorticata,,Cladonia,,decorticata,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,,3391162,,3391162
B1312:1:26,Cladonia parasitica,,Cladonia,,parasitica,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPJW,2607631,VPJW,2607631
B1312:1:27,Cladonia symphycarpa,,Cladonia,,symphycarpa,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,VPMQ,3391014,VPMQ,3391014
B1312:1:28,Cladonia arbuscula,,Cladonia,,arbuscula,,species,,B1312:1,accepted,,,B1312:1:1,Cladonia,,,,,,,Cladonia,,Cladonia,5YWCX,10950385,5YWCX,7186976
