scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B314:1:1,Abies grandis,,Abies,,grandis,,species,,B314:1,accepted,,,,,,,,,,,Abies,,,8KCY,2685361,8KCY,2685361
B314:1:2,Abies pinsapo,,Abies,,pinsapo,,species,,B314:1,accepted,,,,,,,,,,,Abies,,,8KFM,2685464,8KFM,2685464
B314:1:3,Acacia dealbata,,Acacia,,dealbata,,species,,B314:1,accepted,,,,,,,,,,,Acacia,,,8P4G,2979474,8P4G,2979474
B314:1:4,Acer campestre,,Acer,,campestre,,species,,B314:1,accepted,,,,,,,,,,,Acer,,,946Z,3189863,946Z,3189863
B314:1:5,Acer platanoides,,Acer,,platanoides,,species,,B314:1,accepted,,,,,,,,,,,Acer,,,94H3,3189846,94H3,3189846
B314:1:6,Acer pseudoplatanus,,Acer,,pseudoplatanus,,species,,B314:1,accepted,,,,,,,,,,,Acer,,,94HF,3189870,94HF,3189870
B314:1:7,Acer tataricum,,Acer,,tataricum,,species,,B314:1,accepted,,,,,,,,,,,Acer,,,94L9,3189843,94L9,3189843
B314:1:8,Aesculus carnea,,Aesculus,,carnea,,species,,B314:1,accepted,,,,,,,,,,,Aesculus,,,65BYY,3189809,65BYY,3189809
B314:1:9,Aesculus hippocastanum,,Aesculus,,hippocastanum,,species,,B314:1,accepted,,,,,,,,,,,Aesculus,,,65BKZ,3189815,65BKZ,3189815
B314:1:10,Ailanthus altissima,,Ailanthus,,altissima,,species,,B314:1,accepted,,,,,,,,,,,Ailanthus,,,BCBF,3190653,BCBF,3190653
B314:1:11,Alnus cordata,,Alnus,,cordata,,species,,B314:1,accepted,,,,,,,,,,,Alnus,,,C2P7,2876607,C2P7,2876607
B314:1:12,Alnus glutinosa,,Alnus,,glutinosa,,species,,B314:1,accepted,,,,,,,,,,,Alnus,,,C2Q2,2876213,C2Q2,2876213
B314:1:13,Amelanchier lamarckii,,Amelanchier,,lamarckii,,species,,B314:1,accepted,,,,,,,,,,,Amelanchier,,,92SRN,3024109,92SRN,3024109
B314:1:14,Amelanchier canadensis,,Amelanchier,,canadensis,,species,,B314:1,synonym,B314:1:13,Amelanchier lamarckii,,,,,,,,,Amelanchier,,,CQN6,3023833,CQN6,3023833
B314:1:15,Amelanchier ovalis,,Amelanchier,,ovalis,,species,,B314:1,accepted,,,,,,,,,,,Amelanchier,,,66C2F,7536898,66C2F,7536898
B314:1:16,Amelanchier vulgaris,,Amelanchier,,vulgaris,,species,,B314:1,synonym,B314:1:15,Amelanchier ovalis,,,,,,,,,Amelanchier,,,CQQ8,3023885,5FK6D,7272307
B314:1:17,Amelanchier rotundifolia,,Amelanchier,,rotundifolia,,species,,B314:1,synonym,B314:1:15,Amelanchier ovalis,,,,,,,,,Amelanchier,,,9JRLG,8784557,5FK6D,8784557
B314:1:18,Araucaria araucana,,Araucaria,,araucana,,species,,B314:1,accepted,,,,,,,,,,,Araucaria,,,G67B,2684984,G67B,2684984
B314:1:19,Arbutus unedo,,Arbutus,,unedo,,species,,B314:1,accepted,,,,,,,,,,,Arbutus,,,G6RG,2882803,G6RG,2882803
B314:1:20,Betula pendula,,Betula,,pendula,,species,,B314:1,accepted,,,,,,,,,,,Betula,,,LPCQ,5331916,LPCQ,5331916
B314:1:21,Betula pubescens,,Betula,,pubescens,,species,,B314:1,accepted,,,,,,,,,,,Betula,,,LPDF,9118014,LPDF,9118014
B314:1:22,Carpinus betulus,,Carpinus,,betulus,,species,,B314:1,accepted,,,,,,,,,,,Carpinus,,,RG23,11002584,RG23,11002584
B314:1:23,Castanea sativa,,Castanea,,sativa,,species,,B314:1,accepted,,,,,,,,,,,Castanea,,,5XCVW,5333294,5XCVW,5333294
B314:1:24,Catalpa bignonioides,,Catalpa,,bignonioides,,species,,B314:1,accepted,,,,,,,,,,,Catalpa,,,99H5X,3172615,99H5X,3172615
B314:1:25,Cedrus atlantica,,Cedrus,,atlantica,,species,,B314:1,accepted,,,,,,,,,,,Cedrus,,,69GTZ,8074435,69GTZ,8074435
B314:1:26,Ceratonia siliqua,,Ceratonia,,siliqua,,species,,B314:1,accepted,,,,,,,,,,,Ceratonia,,,SNNM,5356354,SNNM,5356354
B314:1:27,Cercis siliquastrum,,Cercis,,siliquastrum,,species,,B314:1,accepted,,,,,,,,,,,Cercis,,,SSR7,5353590,SSR7,5353590
B314:1:28,Chamaecyparis lawsoniana,,Chamaecyparis,,lawsoniana,,species,,B314:1,accepted,,,,,,,,,,,Chamaecyparis,,,TJJD,2683866,TJJD,2683866
B314:1:29,Citrus aurantium,,Citrus,,aurantium,,species,,B314:1,accepted,,,,,,,,,,,Citrus,,,VMN6,8077391,VMN6,8077391
B314:1:30,Citrus limon,,Citrus,,limon,,species,,B314:1,accepted,,,,,,,,,,,Citrus,,,9XK4K,9198046,9XK4K,9198046
B314:1:31,Corylus avellana,,Corylus,,avellana,,species,,B314:1,accepted,,,,,,,,,,,Corylus,,,YQ55,7902408,YQ55,7902408
B314:1:32,Crataegus laevigata,,Crataegus,,laevigata,,species,,B314:1,accepted,,,,,,,,,,,Crataegus,,,Z859,8252683,Z859,8252683
B314:1:33,Crataegus oxyacantha,,Crataegus,,oxyacantha,,species,,B314:1,synonym,B314:1:32,Crataegus laevigata,,,,,,,,,Crataegus,,,9XL2S,8358065,6BB5X,8358065
B314:1:34,Crataegus monogyna,,Crataegus,,monogyna,,species,,B314:1,accepted,,,,,,,,,,,Crataegus,,,6BB5X,9220780,6BB5X,9220780
B314:1:35,Cryptomeria japonica,,Cryptomeria,,japonica,,species,,B314:1,accepted,,,,,,,,,,,Cryptomeria,,,ZY5W,5284237,ZY5W,5284237
B314:1:36,Cydonia oblunga,,Cydonia,,oblunga,,species,,B314:1,accepted,,,,,,,,,,,Cydonia,,,32ZLZ,9538862,32ZLZ,9538862
B314:1:37,Diospyros kaki,,Diospyros,,kaki,,species,,B314:1,accepted,,,,,,,,,,,Diospyros,,,6CWZ5,7973323,6CWZ5,7973323
B314:1:38,Eucalyptus globulus,,Eucalyptus,,globulus,,species,,B314:1,accepted,,,,,,,,,,,Eucalyptus,,,3BPZ6,3176787,3BPZ6,3176787
