scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B1454:1:1,Ptychopteridae,,,,,,family,,B1454:1,accepted,,,,,,,,,Ptychopteridae,,,,,Ptychopteridae,6277P,5585,6277P,5585
B1454:1:2,"Ptychoptera Meigen, 1803","Meigen, 1803",,,,,genus,,B1454:1,accepted,,,B1454:1:1,Ptychopteridae,,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae,"Ptychoptera Meigen, 1803",BYNXR,1646623,BYNXR,1646623
B1454:1:3,"Ptychoptera albimana (Fabricius, 1787)","(Fabricius, 1787)",Ptychoptera,,albimana,,species,,B1454:1,accepted,,,B1454:1:2,"Ptychoptera Meigen, 1803",,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae | Ptychoptera,"Ptychoptera albimana (Fabricius, 1787)",78MVH,5089433,78MVH,5089433
B1454:1:4,"Ptychoptera contaminata (Linnaeus, 1758)","(Linnaeus, 1758)",Ptychoptera,,contaminata,,species,,B1454:1,accepted,,,B1454:1:2,"Ptychoptera Meigen, 1803",,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae | Ptychoptera,"Ptychoptera contaminata (Linnaeus, 1758)",6WMTM,5089477,6WMTM,5089477
B1454:1:5,"Ptychoptera handlirschi (Czižek, 1919)","(Czižek, 1919)",Ptychoptera,,handlirschi,,species,,B1454:1,accepted,,,B1454:1:2,"Ptychoptera Meigen, 1803",,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae | Ptychoptera,"Ptychoptera handlirschi (Czižek, 1919)",6WMTN,5089436,6WMTN,5089436
B1454:1:6,"Ptychoptera lacustris Meigen, 1830","Meigen, 1830",Ptychoptera,,lacustris,,species,,B1454:1,accepted,,,B1454:1:2,"Ptychoptera Meigen, 1803",,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae | Ptychoptera,"Ptychoptera lacustris Meigen, 1830",6WMTP,5089461,6WMTP,5089461
B1454:1:7,"Ptychoptera minuta Tonnoir, 1919","Tonnoir, 1919",Ptychoptera,,minuta,,species,,B1454:1,accepted,,,B1454:1:2,"Ptychoptera Meigen, 1803",,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae | Ptychoptera,"Ptychoptera minuta Tonnoir, 1919",6WN5R,5089430,6WN5R,5089430
B1454:1:8,"Ptychoptera paludosa Meigen, 1804","Meigen, 1804",Ptychoptera,,paludosa,,species,,B1454:1,accepted,,,B1454:1:2,"Ptychoptera Meigen, 1803",,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae | Ptychoptera,"Ptychoptera paludosa Meigen, 1804",6WN66,5089468,6WN66,5089468
B1454:1:9,"Ptychoptera scutellaris Meigen, 1818","Meigen, 1818",Ptychoptera,,scutellaris,,species,,B1454:1,accepted,,,B1454:1:2,"Ptychoptera Meigen, 1803",,,,,Ptychopteridae,,Ptychoptera,,Ptychopteridae | Ptychoptera,"Ptychoptera scutellaris Meigen, 1818",BZD46,10780826,BZD46,10780826
