scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B521:1:1,"Antepipona Saussure, 1855","Saussure, 1855",,,,,genus,,B521:1,accepted,,,,,,,,,,,Antepipona,,,62DB7,1328604,62DB7,1328604
B521:1:2,"Antepipona cabrerai (Dusmet, 1909)","(Dusmet, 1909)",Antepipona,,cabrerai,,species,,B521:1,accepted,,,B521:1:1,"Antepipona Saussure, 1855",,,,,,,Antepipona,,Antepipona,66ZFB,1328783,66ZFB,1328783
B521:1:3,"Odynerus cabrerai Dusmet, 1909","Dusmet, 1909",Odynerus,,cabrerai,,species,,B521:1,synonym,B521:1:2,"Antepipona cabrerai (Dusmet, 1909)",,,,,,,,,Antepipona,Lionotus,Antepipona,,4504113,,1328783
B521:1:4,"Antepipona cariniceps Giordani-Soika, 1979","Giordani-Soika, 1979",Antepipona,,cariniceps,,species,,B521:1,accepted,,,B521:1:1,"Antepipona Saussure, 1855",,,,,,,Antepipona,,Antepipona,66ZFD,1328657,66ZFD,1328657
B521:1:5,"Antepipona deflenda (S. S. Saunders, 1853)","(S. S. Saunders, 1853)",Antepipona,,deflenda,,species,,B521:1,accepted,,,B521:1:1,"Antepipona Saussure, 1855",,,,,,,Antepipona,,Antepipona,66ZGK,1328773,66ZGK,1328773
B521:1:6,"Ancistrocerus deflendus S. S. Saunders, 1853","S. S. Saunders, 1853",Ancistrocerus,,deflendus,,species,,B521:1,synonym,B521:1:5,"Antepipona deflenda (S. S. Saunders, 1853)",,,,,,,,,Antepipona,,Antepipona,,8889844,,1328773
B521:1:7,"Antepipona doursii (Saussure, 1855)","(Saussure, 1855)",Antepipona,,doursii,,species,,B521:1,accepted,,,B521:1:1,"Antepipona Saussure, 1855",,,,,,,Antepipona,,Antepipona,66ZFM,1328803,66ZFM,1328803
B521:1:8,"Odynerus doursii Saussure, 1855","Saussure, 1855",Odynerus,,doursii,,species,,B521:1,synonym,B521:1:7,"Antepipona doursii (Saussure, 1855)",,,,,,,,,Antepipona,Odynerus,Antepipona,,4504103,,1328803
B521:1:9,"Antepipona insana (Giordani-Soika, 1943)","(Giordani-Soika, 1943)",Antepipona,,insana,,species,,B521:1,accepted,,,B521:1:1,"Antepipona Saussure, 1855",,,,,,,Antepipona,,Antepipona,66YVS,1328649,66YVS,1328649
B521:1:10,"Odynerus insanus Giordani-Soika, 1943","Giordani-Soika, 1943",Odynerus,,insanus,,species,,B521:1,synonym,B521:1:9,"Antepipona insana (Giordani-Soika, 1943)",,,,,,,,,Antepipona,Rhynchium,Antepipona,48TS8,1329572,48TS8,1329572
B521:1:11,"Antepipona insana subsp. quadriguttata (Gusenleitner, 1970)","(Gusenleitner, 1970)",Antepipona,,insana,quadriguttata,subspecies,,B521:1,accepted,,,B521:1:9,"Antepipona insana (Giordani-Soika, 1943)",,,,,,,Antepipona,,Antepipona | Antepipona insana,5FN6T,6249204,5FN6T,6249204
B521:1:12,"Odontodynerus quadriguttatus Gusenleitner, 1970","Gusenleitner, 1970",Odontodynerus,,quadriguttatus,,species,,B521:1,synonym,B521:1:11,"Antepipona insana subsp. quadriguttata (Gusenleitner, 1970)",,,,,,,,,Antepipona,,Antepipona | Antepipona insana,,,,
B521:1:13,"Antepipona orbitalis (Herrich-Schaeffer, 1839)","(Herrich-Schaeffer, 1839)",Antepipona,,orbitalis,,species,,B521:1,accepted,,,B521:1:1,"Antepipona Saussure, 1855",,,,,,,Antepipona,,Antepipona,66Z7C,1328716,66Z7C,1328716
B521:1:14,"Antepipona orbitalis subsp. orbitalis (Herrich-Schaeffer, 1839)","(Herrich-Schaeffer, 1839)",Antepipona,,orbitalis,orbitalis,subspecies,,B521:1,accepted,,,B521:1:13,"Antepipona orbitalis (Herrich-Schaeffer, 1839)",,,,,,,Antepipona,,Antepipona | Antepipona orbitalis,,7217817,,7217817
B521:1:15,"Odynerus orbitalis Herrich-Schaeffer, 1839","Herrich-Schaeffer, 1839",Odynerus,,orbitalis,,species,,B521:1,synonym,B521:1:14,"Antepipona orbitalis subsp. orbitalis (Herrich-Schaeffer, 1839)",,,,,,,,,Antepipona,,Antepipona | Antepipona orbitalis,,4504107,,1328716
B521:1:16,"Antepipona caelebs Dalla Torre, 1889","Dalla Torre, 1889",Antepipona,,caelebs,,species,,B521:1,accepted,,,B521:1:1,"Antepipona Saussure, 1855",,,,,,,Antepipona,,Antepipona,66ZFC,1328721,66ZFC,1328721
B521:1:17,"Odynerus similis Destefani, 1889","Destefani, 1889",Odynerus,,similis,,species,"nec F. Smith, 1857",B521:1,synonym,B521:1:16,"Antepipona caelebs Dalla Torre, 1889",,,,,,,,,Antepipona,,Antepipona,74H2X,1328722,66ZFC,1328721
