scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B578:1:1,Sphecidae,,,,,,family,,B578:1,accepted,,,,,,,,,Sphecidae,,,,,GH7,4352,GH7,4352
B578:1:2,Sphecinae,,,,,,subfamily,,B578:1,accepted,,,B578:1:1,Sphecidae,,,,,Sphecidae,Sphecinae,,,Sphecidae,KCR,,KCR,
B578:1:3,"Ammophila Kirby, 1798","Kirby, 1798",,,,,genus,,B578:1,accepted,,,B578:1:2,Sphecinae,,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae,TY5,1346141,TY5,1346141
B578:1:4,"Ammophila campestris Latreille, 1809","Latreille, 1809",Ammophila,,campestris,,species,,B578:1,accepted,,,B578:1:3,"Ammophila Kirby, 1798",,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,66D2N,5041208,66D2N,5041208
B578:1:5,"Ammophila heydeni Dahlbom, 1845","Dahlbom, 1845",Ammophila,,heydeni,,species,,B578:1,accepted,,,B578:1:3,"Ammophila Kirby, 1798",,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,66CFC,5041102,66CFC,5041102
B578:1:6,"Ammophila pubescens Curtis, 1829","Curtis, 1829",Ammophila,,pubescens,,species,,B578:1,accepted,,,B578:1:3,"Ammophila Kirby, 1798",,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,CV6L,11042798,CV6K,5041099
B578:1:7,"Ammophila susterai Šnoflak, 1943","Šnoflak, 1943",Ammophila,,susterai,,species,,B578:1,synonym,B578:1:6,"Ammophila pubescens Curtis, 1829",,,,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,CV8S,10167144,CV6K,5041099
B578:1:8,"Ammophila adriaansei Wilcke, 1964","Wilcke, 1964",Ammophila,,adriaansei,,species,,B578:1,synonym,B578:1:6,"Ammophila pubescens Curtis, 1829",,,,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,66CPF,5041100,CV6K,5041099
B578:1:9,Ammophila campestris var. alpicola De,De,Ammophila,,campestris,alpicola,variety,Beaumont,B578:1,synonym,B578:1:6,"Ammophila pubescens Curtis, 1829",,,,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,5FKC6,5041101,CV6K,5041099
B578:1:10,"Ammophila sabulosa (Linnaeus, 1758)","(Linnaeus, 1758)",Ammophila,,sabulosa,,species,,B578:1,accepted,,,B578:1:3,"Ammophila Kirby, 1798",,,,,Sphecidae,Sphecinae,Ammophila,,Sphecidae | Sphecinae | Ammophila,CV7M,5041296,CV7M,5041296
B578:1:11,"Podalonia Spinola, 1851","Spinola, 1851",,,,,genus,,B578:1,accepted,,,B578:1:2,Sphecinae,,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae,63NKP,7434248,63NKS,1347780
B578:1:12,"Psammophila Dahlbom, 1842","Dahlbom, 1842",,,,,genus,,B578:1,synonym,B578:1:11,"Podalonia Spinola, 1851",,,,,,,Sphecidae,Sphecinae,Psammophila,,Sphecidae | Sphecinae,6YC2,1346030,63NKS,1347780
B578:1:13,"Podalonia affinis (Kirby, 1798)","(Kirby, 1798)",Podalonia,,affinis,,species,,B578:1,accepted,,,B578:1:11,"Podalonia Spinola, 1851",,,,,Sphecidae,Sphecinae,Podalonia,,Sphecidae | Sphecinae | Podalonia,4KP93,1347885,4KP93,1347885
