scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,dynamicProperties,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832","Laporte de Castelnau, 1832",,,,,genus,,B3082:1,accepted,,,,,,,,,,,Odontotarsus,,,"Odontotarsus Laporte de Castelnau, 1832",,R2Q79,4486008,R2Q79,4486008
B3082:1:2,"Cimex Linnaeus, 1767","Linnaeus, 1767",,,,,genus,pt.,B3082:1,proparte synonym,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,,,Cimex,,,"Cimex Linnaeus, 1767 pt.",,7NSX3,2007745,7NSX3,2007745
B3082:1:3,"Scutellera Lamarck, 1801","Lamarck, 1801",,,,,genus,pt.,B3082:1,proparte synonym,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,,,Scutellera,,,"Scutellera Lamarck, 1801 pt.",,SWQBS,8305054,SWQBS,8305054
B3082:1:4,"Tetyra Fabricius, 1803","Fabricius, 1803",,,,,genus,pt.,B3082:1,proparte synonym,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,,,Tetyra,,,"Tetyra Fabricius, 1803 pt.",,BYRNP,2079360,BYRNP,2079360
B3082:1:5,"Bellocoris Hahn, 1834","Hahn, 1834",,,,,genus,pt.,B3082:1,proparte synonym,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,,,Bellocoris,,,"Bellocoris Hahn, 1834 pt.",,,4781016,,4781016
B3082:1:6,"Pachycoris Burmeister, 1835","Burmeister, 1835",,,,,genus,pt.,B3082:1,proparte synonym,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,,,Pachycoris,,,"Pachycoris Burmeister, 1835 pt.",,RF8KN,2079316,RF8KN,2079316
B3082:1:7,"Zenabus Amyot, 1845","Amyot, 1845",,,,,genus,,B3082:1,synonym,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,,,Zenabus,,,"Zenabus Amyot, 1845",,,,,
B3082:1:8,"Odontarsus Mulsant & Rey, 1865","Mulsant & Rey, 1865",,,,,genus,,B3082:1,synonym,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,,,Odontarsus,,,"Odontarsus Mulsant & Rey, 1865",,,,,
B3082:1:9,"Odontotarsus angustatus Jakovlev, 1883","Jakovlev, 1883",Odontotarsus,,angustatus,,species,,B3082:1,accepted,,,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,Odontotarsus,,Odontotarsus,"angustatus Jakovlev, 1883",,R2Q7N,,R2Q7N,
B3082:1:10,Odontotarsus callosus,,Odontotarsus,,callosus,,species,"sensu Schouteden, 1904 nec Horvath, 1896",B3082:1,synonym,B3082:1:9,"Odontotarsus angustatus Jakovlev, 1883",,,,,,,,,Odontotarsus,,Odontotarsus,"callosus sensu Schouteden, 1904 nec Horvath, 1896",,R2Q86,4486018,R2Q86,4486018
B3082:1:11,"Odontotarsus armiger Kiritshenko, 1914","Kiritshenko, 1914",Odontotarsus,,armiger,,species,,B3082:1,accepted,,,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,Odontotarsus,,Odontotarsus,"armiger Kiritshenko, 1914",,R2Q7Y,,R2Q7Y,
B3082:1:12,"Odontotarsus callosus Horvath, 1896","Horvath, 1896",Odontotarsus,,callosus,,species,,B3082:1,accepted,,,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,Odontotarsus,,Odontotarsus,"callosus Horvath, 1896",,R2Q86,4486018,R2Q86,4486018
B3082:1:13,"Odontotarsus callosus Horvath, 1896","Horvath, 1896",Odontotarsus,,callosus,,species,,B3082:1,synonym,B3082:1:12,"Odontotarsus callosus Horvath, 1896",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontotarsus callosus Horvath, 1896",,R2Q86,4486018,R2Q86,4486018
B3082:1:14,"Odontotarsus rugicollis var. callosus Horvath, 1906","Horvath, 1906",Odontotarsus,,rugicollis,callosus,variety,irrt. Syn.,B3082:1,synonym,B3082:1:12,"Odontotarsus callosus Horvath, 1896",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontotarsus rugicollis var. callosus Horvath, 1906 irrt. Syn.",,,,,
B3082:1:15,"Odontotarsus purpureolineolatus f. unicolor Oliveira, 1895","Oliveira, 1895",Odontotarsus,,purpureolineolatus,unicolor,form,,B3082:1,synonym,B3082:1:12,"Odontotarsus callosus Horvath, 1896",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontotarsus purpureolineolatus f. unicolor Oliveira, 1895","{""synonymUncertain"":true}",,,,
B3082:1:16,"Odontotarsus caudatus (Burmeister, 1835)","(Burmeister, 1835)",Odontotarsus,,caudatus,,species,,B3082:1,accepted,,,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,Odontotarsus,,Odontotarsus,"caudatus (Burmeister, 1835)",,R2Q8D,4486009,R2Q8D,4486009
B3082:1:17,"Pachycoris caudatus Burmeister, 1835","Burmeister, 1835",Pachycoris,,caudatus,,species,,B3082:1,synonym,B3082:1:16,"Odontotarsus caudatus (Burmeister, 1835)",,,,,,,,,Odontotarsus,,Odontotarsus,"Pachycoris caudatus Burmeister, 1835",,RF8LK,4486010,R2Q8D,4486009
B3082:1:18,"Tetyra caudatus (Burmeister, 1835)","(Burmeister, 1835)",Tetyra,Pachycoris,caudatus,,species,,B3082:1,synonym,B3082:1:16,"Odontotarsus caudatus (Burmeister, 1835)",,,,,,,,,Odontotarsus,Pachycoris,Odontotarsus,"Tetyra (Pachycoris) caudatus (Burmeister, 1835)",,,,,
B3082:1:19,"Zenabus caudatus (Burmeister, 1835)","(Burmeister, 1835)",Zenabus,,caudatus,,species,,B3082:1,synonym,B3082:1:16,"Odontotarsus caudatus (Burmeister, 1835)",,,,,,,,,Odontotarsus,,Odontotarsus,"Zenabus caudatus (Burmeister, 1835)",,,,,
B3082:1:20,"Odontarsus caudatus (Burmeister, 1835)","(Burmeister, 1835)",Odontarsus,,caudatus,,species,,B3082:1,synonym,B3082:1:16,"Odontotarsus caudatus (Burmeister, 1835)",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontarsus caudatus (Burmeister, 1835)",,,,,
B3082:1:21,"Odontotarsus productus Spinola, 1837","Spinola, 1837",Odontotarsus,,productus,,species,,B3082:1,synonym,B3082:1:16,"Odontotarsus caudatus (Burmeister, 1835)",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontotarsus productus Spinola, 1837",,,,,
B3082:1:22,"Odontotarsus freyi Puton, 1882","Puton, 1882",Odontotarsus,,freyi,,species,,B3082:1,accepted,,,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,Odontotarsus,,Odontotarsus,"freyi Puton, 1882",,R2Q8N,4486014,R2Q8N,4486014
B3082:1:23,"Odontotarsus horvathi Puton, 1892","Puton, 1892",Odontotarsus,,horvathi,,species,syn. nov.,B3082:1,synonym,B3082:1:22,"Odontotarsus freyi Puton, 1882",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontotarsus horvathi Puton, 1892 syn. nov.",,,,,
B3082:1:24,Odontotarsus oculatus,,Odontotarsus,,oculatus,,species,"sensu Lethierry & Severin, 1893 nec Horvath, 1881",B3082:1,synonym,B3082:1:22,"Odontotarsus freyi Puton, 1882",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontotarsus oculatus sensu Lethierry & Severin, 1893 nec Horvath, 1881",,R2Q9X,4486021,R2Q9X,4486021
B3082:1:25,"Odontotarsus grammicus (Linnaeus, 1767)","(Linnaeus, 1767)",Odontotarsus,,grammicus,,species,,B3082:1,accepted,,,B3082:1:1,"Odontotarsus Laporte de Castelnau, 1832",,,,,,,Odontotarsus,,Odontotarsus,"grammicus (Linnaeus, 1767)",,R2Q8W,4486019,R2Q8W,4486019
B3082:1:26,"Cimex grammicus Linnaeus, 1767","Linnaeus, 1767",Cimex,,grammicus,,species,,B3082:1,synonym,B3082:1:25,"Odontotarsus grammicus (Linnaeus, 1767)",,,,,,,,,Odontotarsus,,Odontotarsus,"Cimex grammicus Linnaeus, 1767",,MZ4GS,4486020,R2Q8W,4486019
B3082:1:27,"Tetyra grammica (Linnaeus, 1767)","(Linnaeus, 1767)",Tetyra,,grammica,,species,,B3082:1,synonym,B3082:1:25,"Odontotarsus grammicus (Linnaeus, 1767)",,,,,,,,,Odontotarsus,,Odontotarsus,"Tetyra grammica (Linnaeus, 1767)",,,,,
B3082:1:28,"Pachycoris grammicus (Linnaeus, 1767)","(Linnaeus, 1767)",Pachycoris,,grammicus,,species,,B3082:1,synonym,B3082:1:25,"Odontotarsus grammicus (Linnaeus, 1767)",,,,,,,,,Odontotarsus,,Odontotarsus,"Pachycoris grammicus (Linnaeus, 1767)",,,,,
B3082:1:29,"Scutellera grammica (Linnaeus, 1767)","(Linnaeus, 1767)",Scutellera,,grammica,,species,,B3082:1,synonym,B3082:1:25,"Odontotarsus grammicus (Linnaeus, 1767)",,,,,,,,,Odontotarsus,,Odontotarsus,"Scutellera grammica (Linnaeus, 1767)",,,,,
B3082:1:30,"Odontotarsus grammicus (Linnaeus, 1767)","(Linnaeus, 1767)",Odontotarsus,,grammicus,,species,,B3082:1,synonym,B3082:1:25,"Odontotarsus grammicus (Linnaeus, 1767)",,,,,,,,,Odontotarsus,,Odontotarsus,"Odontotarsus grammicus (Linnaeus, 1767)",,R2Q8W,4486019,R2Q8W,4486019
