scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B461:1:1,Embolemus Westwood,Westwood,,,,,genus,,B461:1,accepted,,,,,,,,,,,Embolemus,,,4B73,1403451,4B73,1403451
B461:1:2,"Embolemus walkeri Richards, 1951","Richards, 1951",Embolemus,,walkeri,,species,,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,7479918,,7479918
B461:1:3,"Embolemus ruddii Westwood, 1833","Westwood, 1833",Embolemus,,ruddii,,species,,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,4492485,,4492485
B461:1:4,"Embolemus nepalensis (Olmi, 1998)","(Olmi, 1998)",Embolemus,,nepalensis,,species,,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,,,
B461:1:5,"Embolemus niger van Achterberg, 2000","van Achterberg, 2000",Embolemus,,niger,,species,spec. nov.,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,,,
B461:1:6,"Embolemus reticulatus van Achterberg, 2000","van Achterberg, 2000",Embolemus,,reticulatus,,species,spec. nov.,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,4492494,,4492494
B461:1:7,"Embolemus hachijoensis Hirashima & Yamagishi, 1975","Hirashima & Yamagishi, 1975",Embolemus,,hachijoensis,,species,,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,8349718,,6129754
B461:1:8,"Embolemus harteni Olmi, 1998","Olmi, 1998",Embolemus,,harteni,,species,,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,10714327,,10714327
B461:1:9,"Embolemus huberi Olmi, 1998","Olmi, 1998",Embolemus,,huberi,,species,,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,11807670,,11807670
B461:1:10,"Embolemus pecki Olmi, 1998","Olmi, 1998",Embolemus,,pecki,,species,,B461:1,accepted,,,B461:1:1,Embolemus Westwood,,,,,,,Embolemus,,Embolemus,,4492482,,4492482
