scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B590:1:1,Nomada odontophora Kohl,Kohl,Nomada,,odontophora,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47NCY,1343998
B590:1:2,Nomada praestans Saunders,Saunders,Nomada,,praestans,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,64QG,1343230
B590:1:3,Nomada ferghanica Mor.,Mor.,Nomada,,ferghanica,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47N4P,1343325
B590:1:4,Nomada sexfasciata Pz.,Pz.,Nomada,,sexfasciata,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47NHV,1343381
B590:1:5,Nomada incisa Schmdk.,Schmdk.,Nomada,,incisa,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47N7P,1343920
B590:1:6,Nomada imperialis Schmdk.,Schmdk.,Nomada,,imperialis,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47N7N,1343934
B590:1:7,Nomada fulvipes Brullé,Brullé,Nomada,,fulvipes,,species,,B590:1,synonym,B590:1:6,Nomada imperialis Schmdk.,,,,,,,,,Nomada,,,64QG,1343230
B590:1:8,Nomada cristata Pér.,Pér.,Nomada,,cristata,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47N2F,1343950
B590:1:9,Nomada imperialis Schmdk.,Schmdk.,Nomada,,imperialis,,species,,B590:1,synonym,B590:1:8,Nomada cristata Pér.,,,,,,,,,Nomada,,,47N7N,1343934
B590:1:10,Nomada pectoralis,,Nomada,,pectoralis,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,6RYZ7,1343650
B590:1:11,Nomada pectoralis subsp. atroflava Friese,Friese,Nomada,,pectoralis,atroflava,subspecies,,B590:1,accepted,,,B590:1:10,Nomada pectoralis,,,,,,,Nomada,,Nomada pectoralis,64QG,1343230
B590:1:12,Nomada sulphuripes Mor.,Mor.,Nomada,,sulphuripes,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,64QG,1343230
B590:1:13,Nomada semenowi Mor.,Mor.,Nomada,,semenowi,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,64QG,1343230
B590:1:14,Nomada abyssinica Meade-Waldo,Meade-Waldo,Nomada,,abyssinica,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47MVN,1343949
B590:1:15,Nomada priscilla Nurse,Nurse,Nomada,,priscilla,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47NFB,1343284
B590:1:16,Nomada sutepensis Cekll.,Cekll.,Nomada,,sutepensis,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47NKC,1343810
B590:1:17,Nomada conspicua Smith.,Smith.,Nomada,,conspicua,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47N22,1343288
B590:1:18,Nomada fedtschenkoi Mor.,Mor.,Nomada,,fedtschenkoi,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47N4K,1343388
B590:1:19,Nomada melanoscopa Grib.,Grib.,Nomada,,melanoscopa,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,64QG,1343230
B590:1:20,Nomada cirtana Pér.,Pér.,Nomada,,cirtana,,species,,B590:1,synonym,B590:1:19,Nomada melanoscopa Grib.,,,,,,,,,Nomada,,,64QG,1343230
B590:1:21,Nomada flavinervis Brullé,Brullé,Nomada,,flavinervis,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47N54,1344019
B590:1:22,Nomada nobilis H.,H.,Nomada,,nobilis,,species,S.,B590:1,accepted,,,,,,,,,,,Nomada,,,73Z8Z,1343366
B590:1:23,Nomada calabra Mor.,Mor.,Nomada,,calabra,,species,,B590:1,synonym,B590:1:22,Nomada nobilis H.,,,,,,,,,Nomada,,,64QG,1343230
B590:1:24,Nomada aberrans Eversm.,Eversm.,Nomada,,aberrans,,species,,B590:1,synonym,B590:1:22,Nomada nobilis H.,,,,,,,,,Nomada,,,64QG,1343230
B590:1:25,Nomada sybarita Schmdk.,Schmdk.,Nomada,,sybarita,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,73YYG,1343796
B590:1:26,Nomada melanopyga Schmdk.,Schmdk.,Nomada,,melanopyga,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,73YXD,1343832
B590:1:27,Nomada regina Friese,Friese,Nomada,,regina,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,64QG,1343230
B590:1:28,Nomada solitaria,,Nomada,,solitaria,,species,,B590:1,accepted,,,,,,,,,,,Nomada,,,47NJC,1344015
