scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B897:1:1,Cetonia aurata,,Cetonia,,aurata,,species,,B897:1,accepted,,,,,,,,,,,Cetonia,,,7ZM8Q,1077829,7ZM8Q,1077829
B897:1:2,Gnorimus nobilis,,Gnorimus,,nobilis,,species,,B897:1,accepted,,,,,,,,,,,Gnorimus,,,3GNTF,1081186,3GNTF,1081186
B897:1:3,Gnorimus variabilis,,Gnorimus,,variabilis,,species,,B897:1,accepted,,,,,,,,,,,Gnorimus,,,3GNTN,1081167,3GNTN,1081167
B897:1:4,Osmoderma eremita,,Osmoderma,,eremita,,species,,B897:1,accepted,,,,,,,,,,,Osmoderma,,,75B3L,1079588,75B3L,1079588
B897:1:5,Oxythyrea funesta,,Oxythyrea,,funesta,,species,,B897:1,accepted,,,,,,,,,,,Oxythyrea,,,92YTR,1077130,92YTR,1077130
B897:1:6,Protaetia marmorata,,Protaetia,,marmorata,,species,,B897:1,accepted,,,,,,,,,,,Protaetia,,,4MZ7J,7354513,4MZ7J,7354513
B897:1:7,Protaetia metallica,,Protaetia,,metallica,,species,,B897:1,accepted,,,,,,,,,,,Protaetia,,,,1080523,,1080523
B897:1:8,Trichius fasciatus,,Trichius,,fasciatus,,species,,B897:1,accepted,,,,,,,,,,,Trichius,,,589HQ,1085188,589HQ,1085188
B897:1:9,Trichius zonatus,,Trichius,,zonatus,,species,,B897:1,accepted,,,,,,,,,,,Trichius,,,589LZ,4424856,7KVDH,6721939
B897:1:10,Valgus hemipterus,,Valgus,,hemipterus,,species,,B897:1,accepted,,,,,,,,,,,Valgus,,,7FBQV,1082966,7FBQV,1082966
