scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID
B443:1:1,Cleptinae,,,,,,subfamily,,B443:1,accepted,,,,,,,,,,Cleptinae,,,,,
B443:1:2,"Cleptes Latreille, 1802","Latreille, 1802",,,,,genus,,B443:1,accepted,,,B443:1:1,Cleptinae,,,,,,Cleptinae,Cleptes,,Cleptinae,,8802199
B443:1:3,"Oxycleptes Móczár, 1962","Móczár, 1962",,,,,subgenus,,B443:1,accepted,,,B443:1:2,"Cleptes Latreille, 1802",,,,,,Cleptinae,Cleptes,Oxycleptes,Cleptinae | Cleptes,,
B443:1:4,Cleptes orientalis-group,,Cleptes,,,,group,,B443:1,accepted,,,B443:1:3,"Oxycleptes Móczár, 1962",,,,,,Cleptinae,Cleptes,Oxycleptes,Cleptinae | Cleptes | Oxycleptes,,
B443:1:5,"Cleptes orientalis Dahlbom, 1854","Dahlbom, 1854",Cleptes,,orientalis,,species,,B443:1,accepted,,,B443:1:4,Cleptes orientalis-group,,,,,,Cleptinae,Cleptes,Oxycleptes,Cleptinae | Cleptes | Oxycleptes | Cleptes orientalis-group,,8822833
B443:1:6,"Chrysocleptes Móczár, 1962","Móczár, 1962",,,,,subgenus,,B443:1,accepted,,,B443:1:2,"Cleptes Latreille, 1802",,,,,,Cleptinae,Cleptes,Chrysocleptes,Cleptinae | Cleptes,,
B443:1:7,Cleptes putoni-group,,Cleptes,,,,group,,B443:1,accepted,,,B443:1:6,"Chrysocleptes Móczár, 1962",,,,,,Cleptinae,Cleptes,Chrysocleptes,Cleptinae | Cleptes | Chrysocleptes,,
B443:1:8,"Cleptes putoni Buysson, 1886","Buysson, 1886",Cleptes,,putoni,,species,,B443:1,accepted,,,B443:1:7,Cleptes putoni-group,,,,,,Cleptinae,Cleptes,Chrysocleptes,Cleptinae | Cleptes | Chrysocleptes | Cleptes putoni-group,,8144291
B443:1:9,"Cleptes buyssonis Semenov, 1891","Semenov, 1891",Cleptes,,buyssonis,,species,,B443:1,synonym,B443:1:8,"Cleptes putoni Buysson, 1886",,,,,,,,Cleptinae,Cleptes,Chrysocleptes,Cleptinae | Cleptes | Chrysocleptes | Cleptes putoni-group,,
B443:1:10,"Cleptes saussurei Mocsáry, 1189","Mocsáry, 1189",Cleptes,,saussurei,,species,,B443:1,synonym,B443:1:8,"Cleptes putoni Buysson, 1886",,,,,,,,Cleptinae,Cleptes,Chrysocleptes,Cleptinae | Cleptes | Chrysocleptes | Cleptes putoni-group,,7367760
