scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B472:1:1,Tetramoriini,,,,,,tribe,,B472:1,accepted,,,,,,,,,,,,,,L9S,,L9S,
B472:1:2,"Anergates Forel, 1874","Forel, 1874",,,,,genus,,B472:1,accepted,,,B472:1:1,Tetramoriini,,,,,,,Anergates,,Tetramoriini,VZN,1314823,VZN,1314823
B472:1:3,"Anergates atratulus (Schenck, 1852)","(Schenck, 1852)",Anergates,,atratulus,,species,,B472:1,accepted,,,B472:1:2,"Anergates Forel, 1874",,,,,,,Anergates,,Tetramoriini | Anergates,DY5M,1314824,DY5M,1314824
B472:1:4,"Myrmica atratula Schenck, 1852","Schenck, 1852",Myrmica,,atratula,,species,,B472:1,synonym,B472:1:3,"Anergates atratulus (Schenck, 1852)",,,,,,,,,Anergates,,Tetramoriini | Anergates,,4504506,,1314824
B472:1:5,"Anergates atratulus (Schenck, 1852)","(Schenck, 1852)",Anergates,,atratulus,,species,,B472:1,synonym,B472:1:3,"Anergates atratulus (Schenck, 1852)",,,,,,,,,Anergates,,Tetramoriini | Anergates,DY5M,1314824,DY5M,1314824
B472:1:6,"Anergates friedlandi Creighton, 1934","Creighton, 1934",Anergates,,friedlandi,,species,,B472:1,synonym,B472:1:3,"Anergates atratulus (Schenck, 1852)",,,,,,,,,Anergates,,Tetramoriini | Anergates,,12117546,,1314824
B472:1:7,"Decamorium Forel, 1913","Forel, 1913",,,,,genus,,B472:1,accepted,,,B472:1:1,Tetramoriini,,,,,,,Decamorium,,Tetramoriini,42BF,1315400,42BF,1315400
B472:1:8,"Decamorium decem (Forel, 1913)","(Forel, 1913)",Decamorium,,decem,,species,,B472:1,accepted,,,B472:1:7,"Decamorium Forel, 1913",,,,,,,Decamorium,,Tetramoriini | Decamorium,34CW4,1315402,34CW4,1315402
B472:1:9,"Tetramorium decem Forel, 1913","Forel, 1913",Tetramorium,,decem,,species,,B472:1,synonym,B472:1:8,"Decamorium decem (Forel, 1913)",,,,,,,,,Decamorium,Decamorium,Tetramoriini | Decamorium,,8046059,,1315402
B472:1:10,"Decamorium decem (Forel, 1913)","(Forel, 1913)",Decamorium,,decem,,species,,B472:1,synonym,B472:1:8,"Decamorium decem (Forel, 1913)",,,,,,,,,Decamorium,,Tetramoriini | Decamorium,34CW4,1315402,34CW4,1315402
B472:1:11,"Tetramorium decem var. ulto Forel, 1913","Forel, 1913",Tetramorium,,decem,ulto,variety,syn. n.,B472:1,synonym,B472:1:8,"Decamorium decem (Forel, 1913)",,,,,,,,,Decamorium,Decamorium,Tetramoriini | Decamorium,,,,
B472:1:12,"Decamorium uelense (Santschi, 1923)","(Santschi, 1923)",Decamorium,,uelense,,species,stat. n.,B472:1,accepted,,,B472:1:7,"Decamorium Forel, 1913",,,,,,,Decamorium,,Tetramoriini | Decamorium,34CW5,1315401,34CW5,1315401
B472:1:13,"Tetramorium decem st. uelense Santschi, 1923","Santschi, 1923",Tetramorium,,decem,uelense,stirps,,B472:1,synonym,B472:1:12,"Decamorium uelense (Santschi, 1923)",,,,,,,,,Decamorium,Decamorium,Tetramoriini | Decamorium,,,,
B472:1:14,"Decamorium decem subsp. nimba Bernard, 1952","Bernard, 1952",Decamorium,,decem,nimba,subspecies,syn. n.,B472:1,synonym,B472:1:12,"Decamorium uelense (Santschi, 1923)",,,,,,,,,Decamorium,,Tetramoriini | Decamorium,,8723088,,8723088
B472:1:15,"Rhoptromyrmex Mayr, 1901","Mayr, 1901",,,,,genus,,B472:1,accepted,,,B472:1:1,Tetramoriini,,,,,,,Rhoptromyrmex,,Tetramoriini,79FT,1319450,79FT,1319450
B472:1:16,"Acidomyrmex Emery, 1915","Emery, 1915",,,,,genus,,B472:1,synonym,B472:1:15,"Rhoptromyrmex Mayr, 1901",,,,,,,,,Acidomyrmex,,Tetramoriini,,4670840,,4670840
B472:1:17,"Ireneella Donisthorpe, 1914","Donisthorpe, 1914",,,,,genus,syn. n.,B472:1,synonym,B472:1:15,"Rhoptromyrmex Mayr, 1901",,,,,,,,,Ireneella,,Tetramoriini,,4680672,,4680672
B472:1:18,Rhoptromyrmex melleus-group,,Rhoptromyrmex,,,,group,,B472:1,accepted,,,B472:1:15,"Rhoptromyrmex Mayr, 1901",,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex,,,,
B472:1:19,"Rhoptromyrmex melleus (Emery, 1897)","(Emery, 1897)",Rhoptromyrmex,,melleus,,species,,B472:1,accepted,,,B472:1:18,Rhoptromyrmex melleus-group,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,4SMLM,1319452,4SMLM,1319452
B472:1:20,"Tetramorium melleum Emery, 1897","Emery, 1897",Tetramorium,,melleum,,species,,B472:1,synonym,B472:1:19,"Rhoptromyrmex melleus (Emery, 1897)",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:21,"Rhoptromyrmex melleus (Emery, 1897)","(Emery, 1897)",Rhoptromyrmex,,melleus,,species,,B472:1,synonym,B472:1:19,"Rhoptromyrmex melleus (Emery, 1897)",,,,,,,,,Rhoptromyrmex,Acidomyrmex,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,4SMLM,1319452,4SMLM,1319452
B472:1:22,"Ireneella papuensis Donisthorpe, 1941","Donisthorpe, 1941",Ireneella,,papuensis,,species,syn. n.,B472:1,synonym,B472:1:19,"Rhoptromyrmex melleus (Emery, 1897)",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:23,"Rhoptromyrmex wroughtonii Forel, 1902","Forel, 1902",Rhoptromyrmex,,wroughtonii,,species,,B472:1,accepted,,,B472:1:18,Rhoptromyrmex melleus-group,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,4SMLS,1319451,4SMLS,1319451
B472:1:24,"Rhoptromyrmex wroughtonii st. rothneyi Forel, 1902","Forel, 1902",Rhoptromyrmex,,wroughtonii,rothneyi,stirps,,B472:1,synonym,B472:1:23,"Rhoptromyrmex wroughtonii Forel, 1902",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:25,"Rhoptromyrmex wroughtonii var. longi Forel, 1902","Forel, 1902",Rhoptromyrmex,,wroughtonii,longi,variety,,B472:1,synonym,B472:1:23,"Rhoptromyrmex wroughtonii Forel, 1902",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:26,"Rhoptromyrmex rothneyi var. intermedia Forel, 1913","Forel, 1913",Rhoptromyrmex,,rothneyi,intermedia,variety,,B472:1,synonym,B472:1:23,"Rhoptromyrmex wroughtonii Forel, 1902",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:27,"Rhoptromyrmex rothneyi st. sumatrensis Forel, 1913","Forel, 1913",Rhoptromyrmex,,rothneyi,sumatrensis,stirps,,B472:1,synonym,B472:1:23,"Rhoptromyrmex wroughtonii Forel, 1902",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:28,"Rhoptromyrmex rothneyi subsp. leno Viehmeyer, 1914","Viehmeyer, 1914",Rhoptromyrmex,,rothneyi,leno,subspecies,,B472:1,synonym,B472:1:23,"Rhoptromyrmex wroughtonii Forel, 1902",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:29,"Rhoptromyrmex rothneyi var. taivanensis Wheeler, 1930","Wheeler, 1930",Rhoptromyrmex,,rothneyi,taivanensis,variety,,B472:1,synonym,B472:1:23,"Rhoptromyrmex wroughtonii Forel, 1902",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex melleus-group,,,,
B472:1:30,Rhoptromyrmex globulinodis-group,,Rhoptromyrmex,,,,group,,B472:1,accepted,,,B472:1:15,"Rhoptromyrmex Mayr, 1901",,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex,,,,
B472:1:31,"Rhoptromyrmex globulinodis Mayr, 1901","Mayr, 1901",Rhoptromyrmex,,globulinodis,,species,,B472:1,accepted,,,B472:1:30,Rhoptromyrmex globulinodis-group,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,4SMLK,1319460,4SMLK,1319460
B472:1:32,"Rhoptromyrmex globulinodis st. alberti Forel, 1916","Forel, 1916",Rhoptromyrmex,,globulinodis,alberti,stirps,,B472:1,synonym,B472:1:31,"Rhoptromyrmex globulinodis Mayr, 1901",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,,,,
B472:1:33,"Rhoptromyrmex globulinodis var. obscurus Santschi, 1932","Santschi, 1932",Rhoptromyrmex,,globulinodis,obscurus,variety,,B472:1,synonym,B472:1:31,"Rhoptromyrmex globulinodis Mayr, 1901",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,,,,
B472:1:34,"Rhoptromyrmex opacus Emery in Forel, 1909","Emery in Forel, 1909",Rhoptromyrmex,,opacus,,species,,B472:1,accepted,,,B472:1:30,Rhoptromyrmex globulinodis-group,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,4SMLN,1319459,4SMLN,1319459
B472:1:35,"Rhoptromyrmex opacus var. esta Forel, 1909","Forel, 1909",Rhoptromyrmex,,opacus,esta,variety,,B472:1,synonym,B472:1:34,"Rhoptromyrmex opacus Emery in Forel, 1909",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,,7883046,,7883046
B472:1:36,"Rhoptromyrmex opacus var. laeviceps Santschi, 1916","Santschi, 1916",Rhoptromyrmex,,opacus,laeviceps,variety,,B472:1,synonym,B472:1:34,"Rhoptromyrmex opacus Emery in Forel, 1909",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,,,,
B472:1:37,"Rhoptromyrmex opacus subsp. monodi Bernard, 1952","Bernard, 1952",Rhoptromyrmex,,opacus,monodi,subspecies,,B472:1,synonym,B472:1:34,"Rhoptromyrmex opacus Emery in Forel, 1909",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,,8809073,,8809073
B472:1:38,"Rhoptromyrmex transversinodis Mayr, 1901","Mayr, 1901",Rhoptromyrmex,,transversinodis,,species,,B472:1,accepted,,,B472:1:30,Rhoptromyrmex globulinodis-group,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,4SMLR,1319454,4SMLR,1319454
B472:1:39,"Rhoptromyrmex steini Forel, 1913","Forel, 1913",Rhoptromyrmex,,steini,,species,,B472:1,synonym,B472:1:38,"Rhoptromyrmex transversinodis Mayr, 1901",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,,,,
B472:1:40,"Rhoptromyrmex transversinodis var. pretoriae Arnold, 1926","Arnold, 1926",Rhoptromyrmex,,transversinodis,pretoriae,variety,,B472:1,synonym,B472:1:38,"Rhoptromyrmex transversinodis Mayr, 1901",,,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,,,,
B472:1:41,Rhoptromyrmex critchleyi,,Rhoptromyrmex,,critchleyi,,species,sp. n.,B472:1,accepted,,,B472:1:30,Rhoptromyrmex globulinodis-group,,,,,,,Rhoptromyrmex,,Tetramoriini | Rhoptromyrmex | Rhoptromyrmex globulinodis-group,4SMLJ,1319453,4SMLJ,1319453
B472:1:42,"Strongylognathus Mayr, 1853","Mayr, 1853",,,,,genus,,B472:1,accepted,,,B472:1:1,Tetramoriini,,,,,,,Strongylognathus,,Tetramoriini,7PFV,1317667,7PFV,1317667
B472:1:43,"Myrmus Schenck, 1853","Schenck, 1853",,,,,genus,,B472:1,synonym,B472:1:42,"Strongylognathus Mayr, 1853",,,,,,,,,Myrmus,,Tetramoriini,8NVNM,3259024,8NVNM,1317667
B472:1:44,Strongylognathus testaceus-group,,Strongylognathus,,,,group,,B472:1,accepted,,,B472:1:42,"Strongylognathus Mayr, 1853",,,,,,,Strongylognathus,,Tetramoriini | Strongylognathus,,,,
B472:1:45,"Strongylognathus karawajewi Pisarski, 1965","Pisarski, 1965",Strongylognathus,,karawajewi,,species,,B472:1,accepted,,,B472:1:44,Strongylognathus testaceus-group,,,,,,,Strongylognathus,,Tetramoriini | Strongylognathus | Strongylognathus testaceus-group,534RS,1317678,534RS,1317678
B472:1:46,"Strongylognathus testaceus (Schenck, 1852)","(Schenck, 1852)",Strongylognathus,,testaceus,,species,,B472:1,accepted,,,B472:1:44,Strongylognathus testaceus-group,,,,,,,Strongylognathus,,Tetramoriini | Strongylognathus | Strongylognathus testaceus-group,534S4,1317691,534S4,1317691
B472:1:47,"Eciton testaceum Schenck, 1852","Schenck, 1852",Eciton,,testaceum,,species,,B472:1,synonym,B472:1:46,"Strongylognathus testaceus (Schenck, 1852)",,,,,,,,,Strongylognathus,,Tetramoriini | Strongylognathus | Strongylognathus testaceus-group,,4504523,,1317691
